sex,edu,house_type,Income,exp_house,exp_con,exp_non,noofhousehold,weight
1,2,2,4615150,2767781,1818606,949175,2,1784.5
1,5,2,4616958,2304406,1837377,467029,4,2081.04
2,1,2,4620701,3913700,3090358,823343,3,283.92
2,4,2,4623186,3302027,2839189,462838,2,4332.99
1,2,2,4623784,4054609,2881694,1172915,4,2414.28
2,3,2,4625745,2958161,2190194,767967,3,950.47
1,5,2,4629331,1946192,1462562,483630,2,1760.24
2,2,2,4630181,3715001,3016052,698948,3,6085.73
1,4,2,4632999,3124998,2331145,793853,3,2769.38
1,1,2,4634360,4712427,3963946,748481,4,811.3
1,1,2,4636355,3388243,2511127,877116,2,3627.9
2,5,2,4636621,2187275,1517314,669960,2,1516.27
1,4,2,4641834,3285505,2194382,1091123,4,6134.89
1,3,2,4643275,3441541,2493264,948277,5,3991.15
1,5,2,4645581,5049658,4394285,655373,4,2759.08
2,3,2,4646507,4370510,2511719,1858791,2,1265.92
2,2,2,4646609,4327974,3323783,1004191,5,2422.72
1,4,2,4647442,3091855,2912920,178934,4,3733.98
2,3,2,4649650,7587190,7170572,416618,3,90.37
2,5,2,4650000,3528548,2869988,658560,4,217.84
2,2,2,4654644,3145868,2500715,645153,5,1355.65
2,4,2,4655810,3567363,2640629,926734,4,2394.68
2,3,2,4657046,3355330,2742595,612735,2,329.96
2,2,2,4657170,4939842,4415423,524419,3,1066.71
2,3,2,4658000,4259216,3111460,1147756,5,236.19
1,3,2,4658956,3217956,2566177,651779,4,1715.78
1,2,2,4661034,3843371,3198531,644840,4,744.5
1,4,2,4661122,3408769,2486351,922418,2,637.29
2,6,2,4662470,4145318,3296828,848490,3,176.01
2,5,2,4664313,3626015,2947091,678924,4,1447.1
1,4,2,466459,479297,403051,76247,1,2653.53
2,2,2,4667014,2896740,2003645,893095,3,3762.52
1,2,2,467082,451561,393557,58004,1,5498.18
1,3,2,4682613,4936604,4668657,267946,5,4841.86
2,5,2,4689729,4179768,2345265,1834504,4,2617.81
2,3,2,4697584,2809443,1604245,1205198,2,694.62
1,6,2,4700000,3374873,2774665,600208,6,310.92
2,3,2,470110,428444,395067,33377,1,2067.88
2,6,2,4702765,3569904,2834562,735342,3,1379.25
1,5,2,4708967,2364580,2081801,282779,2,2121.83
1,3,2,4711097,4327339,3239191,1088148,3,452.23
2,3,2,4711275,3996672,3312032,684640,4,744.5
1,4,2,4711508,7820516,6732254,1088262,3,2224.81
1,1,2,4713392,3207192,2454281,752911,3,275.77
2,3,2,471376,478181,453038,25144,2,311.95
2,6,2,4714587,2743851,1496832,1247018,2,2959.26
2,1,2,4716688,3596066,2090794,1505272,7,609.92
1,6,2,4726705,4051073,3571591,479482,2,1912.86
1,5,2,472900,374330,364330,10000,2,68.74
1,2,2,4730830,4349019,3112705,1236314,3,763.68
1,2,2,4734458,2900438,2230237,670201,2,595.12
1,1,2,473583,471069,462006,9063,1,1744.6
2,3,2,4735935,2727086,2172122,554964,3,1514.2
1,6,2,4736504,3159089,2464008,695082,4,1100.56
1,5,2,473726,318662,278947,39715,1,3952.7
1,2,2,4738428,5142467,4602606,539861,3,633.18
1,4,2,4742702,4390388,2800314,1590075,3,1567.16
2,1,2,4743678,3202757,2402182,800575,3,1007.48
2,3,2,4752174,4491328,3490672,1000656,4,1345.45
2,4,2,4753004,4997333,2894332,2103001,3,1605.85
1,5,2,4753130,8390377,7119817,1270560,1,434.22
1,1,2,4753807,2651639,1272412,1379226,3,837.5
1,3,2,4755545,3861534,2743986,1117549,2,323.43
1,4,2,4757680,3782296,1791420,1990875,2,1203.92
1,4,2,4759241,2531943,1961101,570842,2,925.42
2,2,2,475935,416212,400705,15507,1,2336.62
2,6,2,4765624,3834175,3095189,738986,4,4570.68
2,3,2,4768979,2608219,1938697,669522,2,4240.2
1,5,2,4774497,3125656,1658858,1466798,3,938.64
1,2,2,4783913,3542232,2338181,1204051,2,2466.23
2,2,2,478550,360884,342333,18551,1,768.99
2,2,2,4791575,4121252,2871332,1249920,3,1015.33
2,5,2,4794264,2906581,1968245,938336,4,3212.96
2,6,2,4795348,3542147,2499165,1042982,4,3041.22
1,5,2,4796886,4789867,4319071,470796,4,1569.66
2,4,2,4797308,3644449,2718355,926094,3,973.73
2,5,2,4800000,2788466,2488466,300000,3,114.47
1,4,2,4810724,2012196,1911629,100567,5,1632.76
2,6,2,4812919,4410978,3678429,732549,3,786.75
1,1,2,4815582,3991700,3204661,787039,4,707.89
1,4,2,4818885,5337796,4527044,810752,3,3856.18
1,6,2,4819286,2314654,1595305,719350,3,2087.9
1,5,2,4827279,2505232,2082902,422330,1,631.92
2,5,2,4828137,6889841,6055907,833934,3,3423.44
1,6,2,4828327,3077685,2865716,211969,3,345.83
1,5,2,4828641,2986844,2658203,328641,4,156.1
1,4,2,4830321,3730400,2075808,1654592,3,2156.47
1,1,2,4830490,2925761,2248596,677166,3,1259.42
1,2,2,4830559,3890037,2865078,1024959,4,727.31
1,1,2,483089,357882,282907,74975,1,3581.39
2,2,2,4831511,3968604,2913250,1055353,4,1526.44
1,5,2,4832067,5092976,4352522,740454,5,3741.77
2,3,2,483698,495606,329879,165727,2,4276.52
2,5,2,4840714,3355273,2974053,381221,4,1428.11
1,2,2,4841599,3053008,2331355,721653,4,789.87
2,4,2,4843270,3022511,2056888,965623,4,600.88
2,4,2,4849102,4512946,3725780,787166,2,937.23
1,3,2,4851981,5187074,3924777,1262296,3,6183.95
1,5,2,4852348,2287342,1907329,380013,5,4529.96
2,3,2,4854000,3139419,1958764,1180654,3,964.6
2,1,2,4855173,3501298,2708065,793233,3,479.73
2,4,2,4858283,4886662,2950846,1935816,4,1355.8
1,5,2,4859523,3879959,3180905,699054,5,3301.65
2,2,2,4863844,2721044,2013797,707248,4,2785.05
2,5,2,4866529,2697227,1780333,916894,5,4206.6
1,3,2,4868451,3001234,2622506,378728,4,1428.11
2,6,2,4870678,3283579,2584326,699253,4,2925.7
2,5,2,4872610,3716704,2500825,1215879,4,3316.02
2,5,2,4875224,3294186,2604956,689230,3,2156.47
1,6,2,4879134,2281344,2120990,160354,4,195.43
1,3,2,4879627,4873940,3790586,1083354,4,837.88
1,6,2,4881163,4508146,4220349,287797,5,5693.52
2,5,2,488140,695729,517423,178306,1,1509.75
2,1,2,4883836,5127581,4274264,853317,4,1653.26
2,4,2,488600,295350,295350,0,1,237.25
2,3,2,4895372,3117805,2708124,409681,3,3744.21
2,3,2,4896315,2844303,2347210,497093,4,1080.34
1,3,2,4897958,4341208,3351835,989373,3,888.06
1,5,2,4902539,5100240,3631195,1469045,4,1146.82
2,4,2,4903403,3602958,2844997,757961,3,4075.82
2,5,2,4903425,1574812,1468076,106735,2,941.44
2,5,2,4904466,4048712,3656461,392251,4,1626.2
1,3,2,4905042,1743691,1384275,359416,2,755.47
2,2,2,4908764,3290282,2577329,712953,3,2156.47
2,4,2,491200,573230,563230,10000,1,79.71
2,3,2,4915717,3739128,2682876,1056252,2,235.24
1,5,2,4915821,3665446,3055612,609834,2,868.98
1,3,2,492393,1194105,1062068,132036,2,2098.02
1,1,2,4924983,3971987,3217705,754282,4,2759.08
2,5,2,4934649,3952807,3115305,837502,3,536.15
2,5,2,4935503,4200439,3623779,576660,5,1060.95
2,5,2,4939720,3787832,2123402,1664430,4,449.98
1,5,2,493973,460759,451059,9699,2,3579.65
1,5,2,4939932,3150354,2187641,962714,2,771.49
1,5,2,4946096,4150249,3388421,761828,5,2382.16
1,5,2,4946280,4163795,2859927,1303868,3,1462.54
2,1,2,4948197,4898249,3507673,1390576,5,3010.15
2,5,2,4948375,3887231,2274576,1612655,2,570.68
1,5,2,4948729,3587632,2911227,676405,3,1484.3
1,3,2,4962222,2961244,2652274,308970,3,1235.41
2,3,2,4963632,4294044,3284327,1009717,4,2335.06
1,4,2,4963678,3426043,2684672,741371,4,3109.99
2,6,2,496370,686065,545145,140920,1,246.68
2,4,2,4965464,3554685,3191225,363460,2,1084.03
2,5,2,4967593,2735286,2037915,697371,4,4009.17
1,3,2,496800,452780,452780,0,1,546.59
1,3,2,496800,264590,233590,31000,1,282.75
2,1,2,4972002,3336795,2727393,609402,4,1355.65
2,1,2,4975639,3391332,2253752,1137580,3,2126.89
2,2,2,4982147,3428537,2956799,471739,3,815.34
1,1,2,4984369,2982180,2423740,558440,3,2087.9
1,4,2,4988406,2885834,2116174,769660,4,816.21
2,1,2,5000000,4967812,3875386,1092426,2,328.12
2,2,2,5000000,3688297,3240167,448130,4,304.8
1,2,2,5000912,4036996,3568405,468591,2,1807.83
2,1,2,5000955,3536790,2877972,658818,4,2160.68
1,2,2,5001622,2321501,1401599,919901,2,611.3
1,5,2,5002335,7814017,4893090,2920927,4,571.75
2,2,2,5004203,2824365,2356456,467909,3,384.44
1,3,2,5010,481530,465097,16434,1,484.75
2,5,2,5016631,3483922,2966409,517513,4,1363.18
1,4,2,5017639,2655584,1813930,841654,4,1951.07
1,2,2,5026260,3097436,2231472,865965,3,1421.65
1,5,2,502959,1239467,949714,289753,2,581.56
1,5,2,5030064,2861722,2175288,686434,3,775.02
2,5,2,503130,266290,153290,113000,1,116.98
1,4,2,5032701,3518264,3149671,368593,2,1566.13
1,4,2,5034199,4164111,3310777,853335,4,686.16
2,3,2,5034951,3204812,2495960,708852,3,2925.02
1,4,2,5037428,3542538,2804341,738197,7,822.7
1,2,2,5042351,2102705,1967594,135111,3,508.24
2,1,2,504237,1336032,1232925,103108,1,2973.57
1,2,2,5045599,5726657,4677429,1049228,4,1103.54
1,3,2,5046011,2858435,2253220,605215,3,918.44
1,2,2,5047458,3610170,2716747,893423,4,4996.21
1,4,2,5048721,3710490,2849633,860857,3,5871.85
2,2,2,5049257,3406323,2720899,685424,3,1634.76
2,1,2,5052934,3570649,1857364,1713285,5,1904.79
2,3,2,506800,1214320,814320,400000,2,75.67
1,3,2,5069807,2910387,2387570,522817,3,5115.48
1,4,2,5070409,4714365,3895335,819029,4,582.15
2,5,2,507360,554510,553510,1000,1,250.54
2,6,2,5075658,2127364,1321217,806146,2,224.45
1,1,2,5077145,2749209,1987981,761228,4,1701.24
1,6,2,5077215,3486231,2559296,926935,4,207.76
2,3,2,5077565,2656619,2243358,413261,3,452.23
2,2,2,5080000,3091788,2389808,701980,4,86.21
2,3,2,5081795,4505894,3891831,614063,4,6967.87
2,4,2,5092060,3446143,2138434,1307708,2,1479.29
2,3,2,509316,367384,270739,96645,1,845.31
2,3,2,5096979,3262999,2453411,809588,3,1197.32
2,2,2,5097316,2777282,2296801,480481,5,2108.94
1,6,2,5097439,4844944,3989340,855604,3,2612.38
1,4,2,5100000,2783638,1526548,1257090,2,210.67
2,1,2,5100000,5460447,4473987,986460,4,254.54
2,4,2,5102010,3324755,1736067,1588689,3,3856.18
1,6,2,5102038,5945811,4654180,1291631,3,1005.97
2,1,2,5102374,5037984,4565568,472416,2,1113.07
2,5,2,5103458,4664593,4069931,594662,4,856.19
2,2,2,5103765,2055043,1642435,412608,4,1345.71
2,4,2,510540,292363,267465,24897,1,974.7
2,2,2,5108263,4050170,2410165,1640005,3,1461.69
2,4,2,5108926,2926046,1615941,1310105,4,1867.38
2,2,2,5110167,3763499,2796566,966933,3,1775.1
1,2,2,5110418,3347078,2327202,1019876,3,1890.4
1,4,2,5116930,3778724,2001576,1777148,3,3430.16
2,2,2,5117833,6244529,5567927,676601,4,714.12
1,3,2,5121611,3736624,1845261,1891363,2,3959.84
1,4,2,5130169,3713826,2006190,1707636,4,527.64
1,3,2,5133947,2566867,2331107,235760,4,973.04
1,1,2,5136094,2861373,2251742,609632,3,761.28
1,2,2,5141000,4894140,3525928,1368213,4,1355.8
1,5,2,5142160,2464390,1971867,492523,2,630.27
2,3,2,5145932,2273192,1296314,976878,2,3891.62
1,5,2,514608,392284,384248,8037,1,1103.93
2,4,2,5146848,2832509,1771158,1061351,3,503.55
1,5,2,515339,989809,544391,445417,1,921.33
2,5,2,5155992,2482431,2191925,290506,3,3450.68
2,2,2,5157598,2392324,1781018,611305,4,3892.8
2,4,2,5158966,5059514,4352872,706643,4,1344.55
1,2,2,5159315,4856207,3092953,1763254,2,1065.44
1,4,2,5163183,7280923,6790614,490308,7,1526.13
1,3,2,516375,484770,457036,27734,1,781.64
2,5,2,5165165,4710693,3728369,982324,4,6967.87
1,4,2,5170203,4281798,3616389,665408,4,2543.1
2,4,2,5170987,4449800,3504030,945770,2,1682.95
1,3,2,5175739,3792277,2248163,1544114,3,1514.86
1,5,2,5175837,3676969,2285058,1391911,2,1141.03
1,1,2,5176057,4507092,3773125,733967,4,154.78
1,2,2,5176449,3820509,2728611,1091898,5,1828.38
1,6,2,517914,829539,759342,70197,1,473.45
1,4,2,517955,546408,463036,83373,1,739.03
1,3,2,5179584,5098453,4164674,933779,3,1118.58
1,1,2,5180388,3162933,2311290,851643,1,5373.11
1,6,2,518085,1525954,984443,541511,2,870.31
1,3,2,5185095,4015121,2817470,1197651,4,2042.29
2,2,2,5188325,3321523,2616165,705357,3,636.07
1,4,2,5188521,3293211,2870139,423072,4,2484.02
1,2,2,5189085,3437248,2462611,974638,3,2379.89
1,2,2,5192380,2449996,1645696,804300,3,1129.61
1,6,2,5194385,4078583,3399740,678843,4,2992.16
1,1,2,5204025,2917319,2572039,345280,1,2650.21
2,1,2,5204093,3378353,2401303,977050,2,3519.51
2,6,2,5205039,3132441,2195015,937426,2,492.74
1,5,2,5211783,3259262,2817032,442229,4,2924.77
2,5,2,5215915,4385393,3240829,1144564,4,6967.87
2,1,2,5216118,2634401,1735986,898416,2,257.79
1,1,2,521693,545258,427281,117977,2,640.18
1,4,2,5227347,4183634,2669959,1513675,3,1461.69
2,2,2,5228772,3385980,2562651,823329,4,945.39
1,5,2,5231346,4162577,3269936,892641,4,2567.6
1,2,2,5236933,5489589,5132072,357517,3,5533.83
1,3,2,5237469,5644220,4734662,909558,5,482.33
1,4,2,5240507,17541116,15816563,1724553,4,373.72
1,4,2,5258582,3242209,2404164,838046,4,1526.34
1,2,2,5261041,3903795,3184659,719136,4,1440.01
2,4,2,526487,1560995,1416815,144180,2,902.66
1,4,2,5266884,5080081,4310904,769177,2,487.6
1,4,2,5271653,5028647,4106391,922256,4,971.98
1,5,2,5273801,2542515,1695374,847140,3,1189.85
1,2,2,5275845,3412362,2631506,780856,4,2422.75
2,4,2,5278819,4035382,2405844,1629538,4,3715.66
1,4,2,5286879,3588516,3008353,580163,4,1488.14
2,5,2,5289014,3339049,2730480,608569,4,940.07
1,2,2,5289272,4039174,3130940,908234,4,1101.35
2,2,2,529159,4760459,3776695,983764,2,169.9
2,6,2,5291669,3417265,2234559,1182706,4,5698.96
2,5,2,529247,780629,758719,21910,2,351.52
2,5,2,5293572,2987326,1919664,1067662,2,1075.1
2,4,2,5294318,4022214,2829695,1192518,4,235.69
1,2,2,530000,1081594,980530,101064,2,297.34
2,5,2,5300000,3384009,2163949,1220060,4,429.2
1,4,2,5300000,3516204,2774799,741404,4,542.23
1,6,2,5300182,2713837,1982973,730863,3,1905.24
2,3,2,5300835,2566066,2199179,366887,3,3284.34
1,2,2,5302848,4217193,3039100,1178093,3,3856.18
2,4,2,5307520,8320558,4793435,3527123,2,797.33
1,5,2,5313216,3475673,1596184,1879489,2,481.01
2,5,2,5314930,2386159,949239,1436920,1,233.14
1,5,2,5318024,5721552,4443735,1277817,4,1272.5
1,5,2,5319246,4188150,2873169,1314981,4,2759.72
2,5,2,5321364,3806812,2566449,1240363,3,3762.52
2,4,2,532218,1245548,1022337,223211,1,311.3
1,1,2,5323257,7020995,5892878,1128117,4,584.06
1,5,2,5323272,5625872,4206101,1419771,4,1141.04
2,1,2,5328910,4411593,3341859,1069734,3,216.01
1,3,2,5329685,2699551,2117244,582307,3,587.42
1,5,2,5331877,4159827,3097282,1062545,5,2533.11
1,3,2,533549,435045,377002,58043,1,267.02
2,2,2,5335574,3394423,2791125,603298,3,2129.14
2,1,2,5336607,3500593,2891137,609456,4,2722.19
1,5,2,5337295,4928984,3819560,1109424,4,2760.84
2,3,2,5338056,4550298,3968174,582124,4,5371.54
2,2,2,5343917,3636708,2513917,1122791,2,1301.91
2,5,2,5345394,3615503,2546424,1069080,4,428.32
1,4,2,5346831,4440409,3312938,1127471,2,3082.69
1,1,2,5354715,2892070,1944888,947182,3,3242.27
2,5,2,535839,555430,441334,114096,1,7016.89
1,2,2,5358845,2781898,2464970,316929,4,2083.08
2,1,2,5366837,6440220,5813481,626739,4,626.21
2,3,2,5369560,1650839,1176461,474378,2,3763.27
2,3,2,5373093,4171027,2364809,1806218,2,1096.34
1,2,2,5375963,3567434,2867405,700029,4,482.33
2,5,2,5379235,9418676,8463604,955072,4,371.38
2,3,2,5379796,3491724,2238546,1253178,2,1397.38
1,2,2,5382525,4880225,4607392,272833,4,1403.33
1,6,2,5385305,4143609,3480314,663295,4,2327.82
2,6,2,5399475,3687908,2703783,984125,2,360.2
2,4,2,5400974,5166490,3364707,1801784,4,1635.79
2,4,2,5401216,4659912,3528583,1131328,6,2821.84
2,5,2,5401252,5038546,4439080,599466,3,1796.61
1,3,2,540234,845300,722348,122952,2,600.79
1,4,2,5402586,4231708,3112973,1118734,4,1569.89
2,4,2,5409285,6295062,5519627,775434,4,1002.17
1,2,2,5411617,6722448,5904083,818365,4,1093.22
1,2,2,5413532,4652576,3822346,830231,4,789.87
2,5,2,5416000,3706823,2775743,931080,2,94.62
1,2,2,5416700,4465150,1734880,2730270,3,547.98
2,3,2,5425299,4589555,3461127,1128428,4,2119.96
1,1,2,5426511,4120601,2264389,1856212,2,2567.89
1,2,2,542700,948285,862616,85669,2,222.76
1,5,2,5435518,4722398,3080499,1641899,2,195.33
1,3,2,5435714,4218675,3409106,809569,3,1544.03
2,6,2,543616,758922,713927,44995,2,2182.69
1,6,2,5436182,3847624,3063411,784213,3,781.29
2,4,2,5439942,3446162,3066042,380120,4,2397.36
2,4,2,5445740,2432908,1886599,546309,2,879.14
1,2,2,5446033,4005208,3115791,889418,5,371.26
2,3,2,5450446,3596767,2233185,1363581,3,1232.62
1,3,2,5452584,4989340,2723826,2265514,4,1646.74
2,2,2,5454151,6079639,5160449,919190,4,422.07
2,5,2,545419,280887,257728,23158,1,1284.76
2,1,2,5461830,4370477,3333802,1036675,3,2050.31
1,2,2,546464,604374,560462,43912,1,3274.9
2,3,2,5466557,2939682,2453148,486534,4,2264.56
1,3,2,5469889,4610626,2981846,1628781,4,3576.29
2,4,2,5470858,4312564,3286355,1026209,4,5321.13
1,4,2,5471406,5020040,3965270,1054770,4,6967.87
1,5,2,5474648,4886113,4118607,767505,4,1631.41
2,1,2,5479646,4468610,3335685,1132925,4,2757.38
1,2,2,548116,393460,372197,21263,1,1103.28
1,3,2,5484061,4277643,3642953,634690,4,2789.49
1,2,2,548550,871314,828748,42566,1,708.43
2,2,2,5490000,5130855,3833098,1297757,3,53.04
2,3,2,5491088,5255316,4762413,492904,3,2156.47
2,1,2,549243,1389014,1131089,257925,2,671.42
2,3,2,5494356,3089237,3023606,65631,3,665.37
2,2,2,5500173,3873431,2580815,1292616,3,936.52
2,2,2,5501877,2907750,2629630,278119,5,790.4
1,2,2,5504804,4494436,3208501,1285935,3,3264.13
1,5,2,5506043,2348840,1917389,431451,2,1054.33
2,2,2,5507623,2076458,1603438,473020,3,1270.25
1,4,2,5509164,3340423,3223517,116906,4,424.9
1,3,2,5510071,3675417,2952597,722820,4,1179.89
1,5,2,5512379,3856498,2960179,896319,3,1744.98
1,1,2,5513202,4252601,2957224,1295378,4,3201.03
1,3,2,5516951,2801302,1232846,1568456,1,685.26
2,3,2,5525075,2862680,2130314,732366,4,901.23
1,1,2,5527016,3865114,3255702,609412,3,520.19
2,5,2,5528806,2843896,2220426,623471,4,725.35
1,3,2,5530073,4624298,3407561,1216737,3,1461.69
1,2,2,5543043,4282028,3627974,654054,4,2974.75
1,6,2,5547480,3950886,2864596,1086290,4,3555.81
1,6,2,5550297,3681481,2988625,692856,4,191.38
1,5,2,5550465,3976995,2719132,1257862,4,1776.58
2,2,2,555158,666994,523613,143381,1,227.28
1,1,2,555191,600692,470840,129852,1,7382.03
2,5,2,5552383,4589364,3466856,1122508,3,738.29
1,4,2,5557022,4834906,4673834,161071,4,613.11
1,5,2,5565203,4703325,3715851,987474,3,752.55
2,2,2,5573212,3096894,2278286,818608,3,1573.27
2,3,2,5573476,4201205,2958485,1242720,3,3762.52
1,4,2,5575057,3529441,2295924,1233517,4,496.56
1,6,2,5576093,2810786,2201741,609045,3,1298.31
2,2,2,5576802,4543244,3826808,716436,5,957.85
2,5,2,5577743,4447108,3407806,1039302,3,1007.48
2,5,2,557960,677864,662784,15079,3,1797.3
1,2,2,558585,564926,432197,132728,1,3659.84
2,3,2,5586575,2634020,1210334,1423686,2,430.52
2,1,2,5587079,3883441,2967933,915509,4,446.72
1,3,2,558766,286359,268306,18053,2,1685.21
2,4,2,559660,525473,488804,36669,1,2065.13
1,2,2,5596846,2908187,2345790,562397,3,1278.1
1,2,2,5597860,4921597,3445597,1476000,3,1413.44
1,5,2,5597996,3239752,2354872,884881,3,1045.39
2,4,2,5599192,2851985,2417928,434057,1,1139.57
2,4,2,5599356,3889416,3488472,400944,5,716.63
1,2,2,5600000,3150869,2306869,844000,4,118.57
1,6,2,5602033,4154412,3190531,963881,4,348.08
2,2,2,5604448,3395062,1752075,1642987,4,4996.21
2,2,2,5608441,5962302,3540383,2421919,4,253.24
2,6,2,5611308,2432428,1616573,815855,4,3141.82
2,6,2,5612416,4037290,2738188,1299102,4,4570.68
1,4,2,561456,486608,465556,21052,1,1685.45
1,5,2,5614853,3815301,2933719,881582,4,676.29
1,2,2,5615108,5090330,3817192,1273137,4,4996.21
2,4,2,561956,550970,464587,86382,2,1609.2
1,3,2,5624763,3202538,2216186,986352,2,806.19
2,3,2,5626225,4624845,3991422,633423,5,3076.13
2,5,2,5629760,4545439,3384059,1161379,3,407.49
1,4,2,5630161,7509608,6638606,871002,4,3038.06
1,2,2,5638877,4312452,2490625,1821826,3,547.98
2,3,2,5639069,2942979,2211324,731656,3,2818.33
2,2,2,5640405,2959437,2043585,915852,4,245.4
1,1,2,5641420,5726610,4286491,1440119,4,843.88
1,5,2,5641933,3414475,2483982,930493,4,267.66
1,3,2,5646510,4312686,3740908,571778,2,234.51
2,2,2,5650672,3968240,2905466,1062775,2,239.36
1,4,2,5653978,4897641,3827126,1070514,4,2416.51
2,2,2,5664207,3825255,2644210,1181045,4,2169.65
1,3,2,5669125,5252810,4004168,1248642,4,2785.05
1,1,2,567085,839032,374287,464746,1,3838.66
2,4,2,5671610,6930681,5872598,1058083,4,3212.96
2,3,2,5672089,2124389,1888003,236385,2,144.55
2,3,2,5677806,5350852,4178894,1171958,5,787.64
2,3,2,5678695,4532359,1978024,2554335,2,890.1
1,2,2,567879,675023,589876,85147,1,4031.42
1,6,2,5679800,2647280,1193520,1453760,2,133.88
1,2,2,5681878,3599154,2239602,1359551,4,1067.62
1,1,2,5682101,3214438,2510232,704205,4,706.37
1,5,2,5690549,3933649,3160840,772809,2,1371.67
2,4,2,570000,425635,424772,863,2,4235.4
1,5,2,5700422,2626418,2372576,253841,4,744.5
1,6,2,5701915,3624910,2467408,1157502,5,1488.14
2,6,2,570210,425243,371969,53274,1,4861.45
2,1,2,570365,1077485,1054092,23393,1,901.12
1,4,2,5705232,3181393,2575427,605966,3,2497.97
2,3,2,570948,458331,316296,142035,1,439.73
2,3,2,5710715,4312576,2588121,1724455,2,410.83
2,4,2,5711866,2593181,2304904,288277,4,1968.99
2,2,2,5712406,4432763,3101312,1331450,4,6967.87
1,3,2,571402,774569,677497,97072,1,1193.86
2,5,2,5714750,6791818,5067796,1724022,4,2941.52
2,4,2,5714769,4111135,3207694,903441,2,302.18
1,5,2,572333,939982,926905,13077,1,1440.54
2,6,2,5723884,2608273,1523547,1084726,4,114.53
2,2,2,5737347,3099623,1697929,1401694,3,1109.57
2,3,2,5750827,4575200,3614011,961188,3,1943.16
2,4,2,5751723,5627759,5096186,531573,5,1030.82
1,4,2,5754375,6352095,5503009,849086,4,1983.86
1,1,2,5755265,4991970,3306263,1685707,4,1455.86
2,4,2,5755991,4656975,3470377,1186597,3,5109.51
1,3,2,5757008,3377063,2493734,883329,4,1046.76
1,4,2,5757164,5571072,3523991,2047081,4,4206.6
2,4,2,5758304,3704076,2790461,913615,4,1182.97
2,4,2,576019,418962,417889,1073,1,3275.69
1,5,2,576149,648898,483189,165708,1,693.34
2,4,2,5765177,4528871,3781603,747268,6,3554.94
1,2,2,5766996,4370136,3599815,770321,5,1839.77
1,2,2,5770767,6063835,4492695,1571140,4,2846.5
1,1,2,5783402,3001412,2211741,789671,4,808.07
2,3,2,5786249,3002940,1911096,1091844,1,2489.44
1,1,2,5789087,2476619,1990009,486610,4,929.84
1,1,2,578959,711930,703123,8807,1,1554.76
1,5,2,579745,617175,501295,115880,1,895.58
2,6,2,5801519,4963230,4281299,681932,3,315.65
1,1,2,580366,665043,661216,3827,3,1214.71
2,5,2,5806322,1655749,1211263,444486,2,217.38
1,3,2,581486,744467,674563,69904,1,719.62
1,1,2,5817510,3321273,1676905,1644368,2,220.34
1,5,2,5821848,6431658,4841904,1589754,3,2036.44
2,4,2,583199,465945,399235,66710,1,3661.11
2,5,2,5832956,3993473,3027353,966120,3,2469.23
1,2,2,5841681,2620252,1972186,648066,3,3576.11
1,1,2,5841754,4887794,4240000,647794,6,588.57
2,4,2,5847075,5009418,4101849,907569,2,3588.33
1,2,2,5849098,5533008,3776518,1756491,2,249.26
1,4,2,5849909,4322433,2720696,1601736,4,983.42
1,3,2,5854884,2871217,1871173,1000044,3,2914.09
1,3,2,5857764,6652839,3818877,2833962,4,1830.79
1,4,2,5863191,4405721,3007136,1398586,4,3076.13
2,2,2,5864585,4713261,3810372,902888,5,1715.78
2,3,2,5865867,4117657,3153728,963929,4,719.96
1,2,2,586891,1098442,1077738,20704,2,3905.44
2,2,2,586927,1075590,931665,143925,2,1460.99
1,4,2,587176,654847,536114,118732,2,624.88
2,5,2,5873022,5116673,4120088,996585,5,1815.88
2,3,2,5876332,3409321,1545614,1863707,2,275.99
1,1,2,5878606,3659560,2790400,869160,4,2918.42
1,2,2,587955,882938,529647,353290,1,497.73
2,2,2,588199,453468,453468,0,1,235.69
1,3,2,588799,903705,802889,100816,1,1535.79
1,5,2,5893842,2696707,2037866,658841,2,438.95
2,5,2,5901260,5260404,2808488,2451916,4,277.86
1,5,2,5903960,3698635,2732961,965674,4,1529.07
2,2,2,591391,993320,952834,40486,1,1545.46
1,3,2,5914169,4104438,3105635,998803,3,7113.11
1,2,2,5916071,4946981,3680811,1266170,5,1030.78
1,2,2,5932960,4448583,3826970,621613,4,805.16
1,4,2,5933385,5240401,4466385,774016,4,3319.97
1,1,2,5934502,3599524,2918122,681402,3,815.51
1,4,2,5935090,4333293,3182611,1150682,4,3036.08
1,6,2,593668,751239,692325,58914,1,719.49
2,2,2,5945285,3660659,2479354,1181305,2,3232.72
2,3,2,594600,560400,560400,0,1,610.58
1,1,2,5949575,3642620,2864515,778105,4,754.09
2,5,2,5952373,4163668,2860500,1303168,4,422.15
1,4,2,5952993,3061844,2926235,135609,4,192.44
2,2,2,5958179,4315021,4081270,233751,4,158.57
1,3,2,5966586,4790981,3489525,1301456,4,2520.1
1,5,2,596800,710461,710461,0,2,297.94
1,2,2,5975674,5024310,4251660,772651,4,1425.76
1,2,2,5977210,6550633,4481891,2068743,5,147.31
2,4,2,5983464,18390129,16831545,1558584,3,382.1
1,1,2,598388,601419,449265,152154,1,1440.54
2,3,2,598708,378551,344628,33923,1,822.95
2,3,2,5990376,3632900,1712403,1920497,1,4103.25
1,4,2,5993686,4726736,3155400,1571335,3,741.85
2,3,2,5993772,4760306,3857436,902870,3,1425.23
