,Title,Author,ReviewID,Texts,YMD,Sentiment
140523,Our First Smart Phones,Johnnie Norsworthy,R26UUOMUMATUV7,"We are very happy with these phones.  Their small size makes them so nice to be able to just slip them in a front pocket instead of needing a case to protect them.Windows Phone OS was the first smart phone OS we have used and we really like it. I have been following the progress of Microsoft and Windows Phone and it looks like it will continue to be a good fit for us.Even though Windows Phone has fewer apps available, it has the ones I need and there is something to be said for not having to try out 10 apps to find one you like.",4/7/14,1
62051,They work!,Andree M. Robert Andree,R1WLOD1FNCI8MB,"My 90+ inlays are able to use these phones in spite of macular degeneration, arthritis and other ailments. Whoever thought of these is a life saver. Yay!",4/29/14,1
186006,A Samsung Evolution,Johnny Saigonå¨,RGHPC6H6A4HOR,"First off, I am not a professional reviewer, nor am I employed or compensated by Samsung or any other company. Instead of boring you with facts - which you can find anywhere on the Net - I will just give you some real-world impressions on how it looks, feels, and runs. With that out of the way, let's get to the point and the nitty gritty, shall we?* THE SCREEN - that is the very first thing you will notice when you look at the S5. Samsung has found its niche with AMOLED screens, which are BRIGHT & SATURATED. Everything almost literally jumps out at you, and sometimes even too much so. I had to switch to the natural setting, as the vivid and even standard profiles are too saturated(and FAKE) for me. It's better as a demo unit to draw you in, but for everyday use, I recommend switching to the natural profile.FACTS: The Galaxy S5 has a 5.1-inch Super AMOLED capacitive touchscreen with Full HD resolution - 1080 x 1920 pixels or ~432 ppi pixel density, plus Gorilla Glass 3 to protect the screen from scratches.* The Look - the S5 has a more squared-off edges look than the S4, which is more squared off than the S3, but all three are not as angular as the S2. In terms of roundness-to square-ness, it goes from the S3 - S4 - S5 - S2 (the original S just looks like an iPhone 3GS). Check out my images for an easier comparison. The S5 is the tallest and widest, but not the thickest of the Galaxy S's. The best thing I can say about this is it's an evolution. Beauty is subjective, so judge for yourself. The front side is almost the same as any other Galaxy phone: You have the physical Home button, flanked by the back and menu capacitive buttons. Probably the most improved aspect of the design is in its functionality - it is now dust-proof, and water-proof up to 3 feet!FACTS: The dimensions are 5.59 x 2.85 x 0.32(142cm x 72.5cm x 8.1cm), and weighs 5.11oz(145g).* The Feel - Samsung has taken a lot of flack for making the Galaxy S line so cheap looking and feeling with its plastic bodies, for being the top Android phone maker. HTC has been known to have the best craftsmanship with their all-metal One phones. Perhaps Samsung feel they are so dominant that they don't have to spend more to mass-produce metal phones, but since they don't want to come off as too arrogant, so their compromise is a dimpled, faux-rubber backside like the Nexus 7(2012) and its very own Galaxy Note 3. It definitely gives a better feel - it doesn't slip and slide in your hands or pockets anymore - but it cannot compare to the feel and craftsmanship of the HTC One(both the m7 and m8). It is on the right track though, so let's hope that rumored luxury F line or next year's S6 will continue to get better.* How it Runs - This phone is fast, fast, FAST! With a 2.5gHz Snapdragon 801, it has the fastest processor out there right now. It terms of real speed, I cannot say if it is faster than the HTC One m8 or the Sony Xperia Z2, but it is definitely up there. When you touch an app icon to launch it, it launches nearly instantly. To really see how this phone flies, just open the gallery app and scroll through all your photos and you'll see what I mean. Usually the gallery is where most phones stutter as it tries to load all your photos and albums - but NOT the S5!* The Camera - FINALLY! Samsung has decided to make a decent camera, and not just as an afterthought. This 16mp camera is really awesome, so much better than the S4. I would always get washed out images with my S3/S4/Note 2, but with the S5, it actually looks like it's from a decent point-and-shoot dedicated camera with crisp, bright, and saturated images. Low-light shooting is also vastly improved, although not as good as the new HTC One m8. 16mp means 5312 x 2988 -resolution images, so you can actually blow them up or crop them down without fearing the dreaded pixelation monster. There are a myriad of other cool and useful camera features that I will save for you to find out(like macro and Google Street View modes :]). And lastly, the focus is quick, quick, QUICK! Nearly instantaneous focus allows you to capture those hard-to-capture moments easier. A definitely thumbs up to Samsung for paying attention to the camera and its functions.* Software - I'm still trying to figure out everything, as there is A LOT of stuff under the hood. Samsung's TouchWiz user interface this time around is A LOT less intrusive though, as much as can be without being totally stock Android, I guess. The layout and iconography are flatter and simpler, and for the better in my view. There is also a new sensor on the back, just beneath the camera lens. It is a heart-rate monitor/pedometer, and it comes with its own health app called S Health. There is a new battery-saving mode which can save you precious minutes when you're caught in a bind. All in all, I think this version is a lot nicer-looking, more responsive, and better than the precious S phones.The ultimate question is whether this phone is a worthy upgrade over the S4. As my review title suggests, it is an evolution, an incremental upgrade over the S4. So with that said I cannot whole-heartedly recommend it if you already have a good phone, or even over the S4. But I do feel this upgrade is more vast and much better than from the S3 to the S4, so in that sense Samsung has done a much better job this year. If you are switching from an older phone that was made at least 2 years ago, then I would tell you jump right in and try the S5 - it will not disappoint you. But for those with already a good phone, and/or say you just finished year one of your 2-year contract, then I would say think hard before you make the leap. For my money, I think the Note 4 and S6 will be the bigger upgrades more worth waiting for.",4/9/14,1
178120,GREAT PHONE! !!!!!!,Von Blevins,RO032LJK3AJKI,Great phone.... i brought 2 for my kids and they love them. We're with T-mobile and the only thing they had to do is put there old SIM card in there new phone and cut it on.,4/2/14,1
82342,Great simple flip phone.,piccolo,R31DC8R8L5XLOR,"We purchased because (1) unlocked, (2) used SIM card, (3) 3G so we could use our AT&T; microcell tower as our home reception is terrible.  Works much better than very old Moto RAZR V3 which were not 3G.  Ring tones on phone were terrible.  I deleted all that I could & then downloaded (for FREE) several ring tones I liked at [...].  We purchased two, thous one and a grey one.  Both are excellent.",4/22/14,1
85521,awesome phone,Paulette Smith,R36V5V9MFVMGM6,"The white finish of the phone makes it so stylish :) and the screen display is crisp despite being large-which is another plus for me. The main camera is a beauty, front camera could be a little better tho.My only issue is I really wished it came with a removable sd card portion and trying to do android and sense updates since the at&t; phone comes running on android 4.0.4 and sense 4",4/12/14,1
59275,Excellent service - care for the customer and attention for quality,Marian-Corneliu Bindea,R376GG3BLMI6LG,"Very good communication, care for the customer and attention for quality.Having a some concerns about the product I was assisted until I got the perfect item.",4/29/14,1
151521,Purchased it for my Mom,Kppatel,R3Q5YFM7RIMJZD,I guess i dont need to give much input about this product. Ordered it for my mom and she is so happy with this phone. Simple design and Good smart phone for starter.,4/18/14,1
160477,Super Speed on deliver it,Santiago Fernandez Herrero,RLGWDKROS3KX6,"The phone is really amazing, I'm a new Apple fan. The rest of the phone a can't be compared with this one",4/12/14,1
161378,Gregg L. Friedman MD Reviews iPhone 5S,Julie L. Friedman,R19K8ZX8PGZYRR,The iPhone 5s is wonderful. Apple did a wonderful job. It is simple and easy to use and packed with many great features. The dual antenna provides better reception than the iPhone 4. I give the Apple iPhone 5s a 5 Star A++ rating. By Gregg L. Friedman MD,4/22/14,1
140699,Good phone. New,AshAsh,RL07351V6MOP9,"The phone was as described in the ad, new in the retail box. Everything arrived with the phone was also new. I bought the phone to use with my current t-mobile number, however my old phone had a regular sim and not the micro sim that this phone uses. I took the phone and my old sim to a t-mobile store near me, and the guy there transferred my number to the micro sim that came with the phone. So, don't through away the sim that comes with the lumia 521; you might need it if your old phone doesn't have a micro sim card.",4/16/14,1
146519,Great,Marley Stefan,R2UWK7YFUY9JYC,Very happy with this purchase! A new phone with all advertised accessories including an adapter for US use! AND phone was unlocked just as it says!Seller: Shopebest,4/8/14,1
84032,Thank you,penname,R1FJFA42LTHIYK,"Thank you! Bought for my mom as a replacement device, price was right and will hopefully hold her over until she can upgrade thanks!",4/1/14,1
176595,enjoying,vadivelan manickavasagam,R1KTB0U1SAOVU9,i like this phonethough the spec is not that great its working good.i prefer to recommend this phone for average users,4/4/14,1
174895,cheap but powerful,Jimmy Chen,R25DDU4H800JM2,moto G. the most powerful android phone under 200 USD. i brought this one for my friend and he love it a lot.,4/14/14,1
172865,Best Android phone!,Louis,R2D8VQU1BPCV0I,"Excellent smartphone! I would say it's the best phone for the money right now. Great design, fast, good battery and Android 4.4. I recommend it!",4/30/14,1
148829,Best BlackBerry Phone Ever,gliveron Cheers,R1BX0BRTXUGEZR,"Everything about this Q5 smartphone spells Success...The form, size and function are perfect, the battery performance is astounding and value is Best by a long shot !! Best smartphone for my busy hectic workday !!",4/27/14,1
147973,right for me,Derrick,RW5Q5D2TI0V59,I love it. Couldn't have asked for a better phone. Meets all of my standards and is such a cool phone.,4/4/14,1
153428,Love and enjoying this phone tablet,jun,R1PQ2JGXOYT35H,I am so glad I bought this phone tablet. I am using this the most-est! It is small enough to carry around and the 7 screen is big enough for me to watch videos and Use for study and reading.  Great product! I already ordered all the apps I need.  I may get another to give as a gift.,4/19/14,1
158744,excellent phone.,Mickey A.,RZFMHF9VAGSR7,I got this phone from a seller in Orlando Fl. I was sceptical at first since it didn't sound right to have a new iPhone without a retail box. When I called the seller he was courteous and helpful. He explained how he conducts his business and how he gets his phones cheap from the factory to then resell. The service is excellent and the phone is actually new and without any defects. It works perfectly. I recommend the item and the seller.,4/4/14,1
135910,Don't miss out,nicole fre,R4REVZO6QK3LF,A birthday present to myself and very pleased.  It is pretty simple to master quickly the price getting better-Don't miss out!! Be sure purchase a case to protect the phone hard to find anywhere other than Amazon.  The phone is lightweight and so unique compliments are inevitable.,4/11/14,1
168498,Did you like the One? Then you'll love the One Max!,john zrna,R3ERWQ17C56H2,"I have always been an HTC fan from my first Evo.These phones are very comfortable, functional, and ...let's face it,valuable!",4/26/14,1
131718,Wonderful phone. Only drawback is the on board storage,Haulmarc,R1ABQ702P47L1Q,Wonderful phone.  Only drawback is the on board storage.  Other wise its as good as some of the other more pricey phones.  If you don't need a pocket size computer to carry around and just a good all out phone with some extras....give it a try.  At the price I paid....I am happy!!,4/18/14,1
166504,good phone,carl mitchell,R35S1R0SL2XCT7,wonderful phone for the price i paid very large too i was surprise to see how large it was and the picture taking is not bad at all  i will be buying some more for my friends they love the phones too,4/27/14,1
133506,Excellent,David Marquez,R2I2IKJOOQA1JI,"is great, fast and powerful. This is my second smartphone. My first experience was with smartphone samsung galaxy ace 2 was not a bad experience but does not compare with this lg optimus g",4/18/14,1
177884,Great Phone!,JuJu,RCE6H7YBZ365N,"This phone is awesome! I recently bought it for my mother, who is new to touch screen phones & so far it's worked excellent! The phone not only looks very nice, but is easy to learn. It's a great phone for both beginners & advanced users. It has so many features. The touchscreen keys work seamlessly, so you have smooth operation. It also arrived with no cosmetic or software flaws, which is exactly in the condition described as 'New'. I would definitely recommend it!",4/28/14,1
171302,love it,raymond james,RSAA7GHVO9AWS,"make sure to get the unlocked version. you pay a little more, but my wife and i bought this one and are using it with straight talk and it is seriously the perfect phone for us. and the price is miles ahead of the competition. for the price it is the best phone out there, great specs, very sturdy, and a decent amount of cool cases too.",4/14/14,1
54056,thank you,breyanna,R33VPBMXKRLPHG,Thank you very much I really enjoy the phone and have a bless day and new year and joy yourself,4/1/14,1
113819,Great phone,C. Broyles,RWAHM5Y4L24B0,Phone works great.  Received it quickly. I would recommend this phone for those who need a texting phone at a good price.,4/3/14,1
144292,Wonderful phone!,Beresford O Kirton,R3O5JCL6RBK6UC,Everything you would expect in a really good Android Smartphone.  Pictures are very sharp.  Large battery that lasts a long time.,4/13/14,1
39448,absolutely amazing!,Kacey,RH2VSC2YT4DHE,"best purchase I have ever made. the phone came in great condition, maybe a couple of little scratches but that was mentioned in the details box. I love my iphone and have never had a problem with it",4/17/14,1
177855,Excellent phone for the price.,Dallas1 Dallas1,RDS52OWJ61OHZ,"Good:  LTE, right size, Android Jelly Bean, good battery life if you turn off GPSNegative: Resolution nothing special and display poor compared to an iphone 5Overall: Happy with purchase, reliable phone",4/8/14,1
154607,Great value,b right,R1300T3JZ2N0CL,Whould recommend this too a friend. Solid design light weight built in battery saving app. Okim done so its a must have for the price(:,4/4/14,1
178188,GREAT PHONE! !!!!!!,Von Blevins,RO032LJK3AJKI,Great phone.... i brought 2 for my kids and they love them. We're with T-mobile and the only thing they had to do is put there old SIM card in there new phone and cut it on.,4/2/14,1
169072,Excelent Purchase,PedroC88,R94QY7GRCCM09,"I was planning on buying the Moto X, but after several failed attempts (as I live outside US) I gave up and went for this one... I couldn't 've made a better choice, even though is slightly (yes, just slightly) bigger than I'd like, the phone itself is great, the material and battery life above all (almost a full day of use, phone calls, skype calls, sporadic music, kindle reading, and a lot of text messaging).",4/15/14,1
154370,Nice,SHARON OTTLEY,R2LFAWISFBRR2G,Awesome cheap phone that has many functions and I have no complaints so far.  Light weight and easy to use.,4/29/14,1
153440,Excellent purchase and good supplier,John Modrich,R12TTVKVJS6QPE,I had no headaches purchasing and receiving the products as promissed. All was brand new and in good condition.All SAT.,4/5/14,1
179854,phone rating,Mechelle Goins,R177BBDVAIBTRW,"This phone went above and beyond what I thought I was going to get! A pleasant surprise, I would like to say.",4/1/14,1
177885,Great phone for its price!,Jorge E.,R3LVCOE58TC2TO,"Delivery was earlier than anctipated and for its price the phone is great. Just between us, I got Galaxy S4 but I bought this for my daughter. She is happy and I'm happy. It's a very nice phone, really, especially for its prices, but if you want more features, you should try a Galaxy S5 with a hefty price of $660.",4/25/14,1
61737,PANTECH BREEZE,DIANE RUMSEY,R1NZ5QUIZ5124Y,WAS A GREAT PRICE AND I BOUGHT IT FOR A REPLACEMENT OF THE PANTECH I HAD. I BOUGHT THE EXACT SAME PHONE AND NOW HOW REPACEMENT PARTS IS ONE GOES BAD,4/7/14,1
142382,samsung does it again,Joanne Leone mowgli457,R1OY29MZY7K4VC,"great phone , tons of apps already installed, the camera is amazing ! large screen but also  easy to slip into pocket.  I have the 4 and love that so I knew this was going to be a great phone",4/9/14,1
163815,Good product,Yakanu Prosper,RB5ZZSEQEERRN,The product was good. I recommend it to everyone who wants a good phone. I bought it for my wife and she loves it.,4/28/14,1
138480,Excelent phone!,Alex S,R2JPXGHGBVGO4I,"I bought Sony Xperia SP as a Valentine gift for my wife.Great phone and simple, logical, easy to use Sony's user interface. Absence of bloatware that phone comapnies add to their phones is a huge plus! Overal I'm impressed how the phone works. At some moment battery started to leek by the hours, but after reseaching the internet I found that it was Skype for Android, which seems to be fixed sinse that itime. I think for the price it's a very good phone and I'm thinking to buy one of the new Sony phones to replace my Sumsung Galaxy S3 from T-Mobile.",4/9/14,1
169295,Just what I needed,Eric,R33ISIZDZHOLOZ,I'm currently in HondurasPerfect ConditionLoads games really fastPictures a greatI recommend this if you travel overseas a lot,4/4/14,1
134087,excelente celular,cruz,R26UW80HOFC370,"My son is very happy with this great cell size and I love the model, and their functions. It goes well with the brand sony, unlocked for all three operators in my country (Venezuela), was quick sending the medley mailbox, it hurts here I'm really late for the company that I have assigned to my packages, but still I am happy for this investment",4/24/14,1
168886,The best,Isa,R1EKQ3S1OHMWZN,"I can recomend this phone as a very usefull tool, to comunicate, to work, etc., it is fast, very nicelly to handle it",4/6/14,1
172445,great phone for the money,jimmc,R22L9S168WFS53,"I love how quick and responsive it is.  Nice display.  They say the camera is mediocre, but I don't care about that.  Effortless upgrade from an older Android phone: login to your Google account and everything just works.  3G works well with both Virgin (Bell) and Rogers in Canada.",4/9/14,1
161198,Good buy!,stan,R2GQX94NOKQLQO,"I am new to the iPhone and I am really impressed with this one. It does more than any other brand I have bought in the past. When you buy accessories they are geared more to the iPhone I have noticed, and they make some pretty nifty things to go with it. I do not like contracts so I read all the reviews about the unlocked phones and they were mixed, some good, some bad. This phone came exactly like the ad said. It is brand new in the box and since I wanted to use it on at&t;, all I did was take it to an at&t; store, they gave me a sim card for it and I bought the plan I wanted with no contract. Even though it cost more, I like the idea of the unlocked phone as I am more in control of what I do with it. Glad I went this route!",4/7/14,1
174934,Simply the best phone with best price,JORGE ALVARADO,R1LN46DT0B1UH9,"If you are looking for a cell phone quality at the best price, look no more, this is the cell phone you should buy.After inquiring and buy many brands, it is more risky to buy a Motorolo Moto G, and the surprise was great for the quality of the materials, the quality of the screen and the camera, it's the best phone upper middle range there.I just bought 4 phones more for my family and all these happy, content and comfortable with the phone.",4/6/14,1
19074,new,Rosie,R2ZUZ1DRL9TLJ7,"best phone ever I have however never purchased this item  Amazon only viewed it form owning it, enough though it is a gents phone ,I love the weight in my hand,and quality, and richness it has and confidence it gives me a classic among others",4/28/14,1
146505,Great purchase!,Nahuel,RNDLMGZQR1OCF,"Works wonderful from Argentina, this looks like a brand new device, at least I couldn't notice a difference. This is not the fake Chinese version, it's original.",4/22/14,1
178814,Pretty cool,Tifani Son,R1YYQH341IPD0P,"It's a really good phone. Not many lags. HD. Totally surpassed my expectations. Only problem is that it doesn't send multimedia messages? Maybe it's just my phone plan with walmart's smarttalk. Overall, I really love this phone and my friends love it too! It's super sexy and lightweight compared to my other phones (iPhone, Samsung note 2) But yeah it's pretty premium-feeling and definitely worth the price for something that's unlocked. Also, the headphones that come with it are so amazing.",4/27/14,1
178013,amazing,Carlos Murillo Calderon,R1LJ7MUV9JT742,"it's a beauty, the scream is perfect, i love it, incredible pics, great desing, excellent connectivity with other devices, the apps from google play are wonderful, i will but it again. perfect and the storage very good. five starts for product and seller.",4/24/14,1
174878,great phone for amazing price,Deepak Gudimallam,R1Z24SIXDYS1GR,Works just as good as the premium android phones. Amazing price/performance ratio.Camera is average and is great for casual use.,4/16/14,1
171286,Worthwhile Cellphone,James Ng,R2554AQCIE3YS2,I have hesitated to use smart phone until I got my Moto G.It is user friendly with good display and function all for a fraction price of iPhone.I always agitate my wife for her locked iPhone with Verizon expensive planwhile I could have the extra freedom and money with my Moto G.,4/15/14,1
136519,Great phone!,carolyn,R3VIRXI3MB4B1Q,This phone works great! Very good price and it looks great. Works just fine. It seems like a good made phone.,4/14/14,1
138683,Samsung delight,sandra,R2OVQEVQ6JJFQR,thus is a great phone.no comparison.Great screen.super call quality and fast processor makes it a Samsung delight.One of the best high ends,4/4/14,1
70786,Just what I ordered!,whisperknot,R1PYA11M1A12F,I love my dumb phone and suggest it to all those who are becoming more and more disenchanted with their smart phones.  This is my third one and as long as I can find this phone it will be what I carry!  Love it!,4/30/14,1
155445,Awesome Phone,Ellen Shirley,R2S476WEDL6YJU,"I absolutely love this phone, it's awesome.  I'm not tech savvy enough to give you details in regards to memory or speed.  For me it works great, no complaints.",4/25/14,1
177208,great product. embalijado well. is what the seller offered. all excellent,LUIS FRANCISCO HERNANDEZ HIDALGO,R1IGJDGQDUF8S9,I love this phone. is all I was looking for. good price. functioning. good camera. excellent display. It is very good for me. I highly recommend,4/8/14,1
176580,Super slick phone,Alex Croy,R1TB5M6NHV7WKW,"Looks good, feels great, FAST, fantastic battery life, awesome screen quality, decent camera... It's all good.I could complain that it is missing a few very basic apps (notes, flashlight mode, etc) but that's it.Works great as a phone, good as a camera, good as a media device -WATER RESISTANT.tough to beat this slick tough phone for the $$.",4/7/14,1
149261,"The phone was received, but it is not unlocked",Josephmma,R1D630S8PG7SNS,"El telÌ©fono fue recibido, pero el mismo no esta desbloqueado. Tuve que cancelar una cantidad considerable de dinero para el proceso de desbloqueo. No me parece justo ofertar algo que no es real. DeberÌ_a reembolsarme parte del costo por vender algo que no es lo ofertado.The phone was received, but it is not unlocked. I had to remove a considerable amount of money for the unlocking process. It does not seem fair to offer something that is not real. Should reimburse part of the cost to sell something that is not offered.",4/1/14,1
41090,I love it,Eudi Luzardo,RWFWF9T9SQSSZ,good,4/22/14,1
137277,experiencing the Xperia,Kelly,R2GYQSSPSKQCR4,I love it its just what I wanted and what he said it'd be. I'm very pleased with my new phone!,4/28/14,1
151228,Great!,A Simon,R1ANN5D1Q9SYZH,"Love my Windows phone! Easy to learn and use... :-) I had someone on stand by for assistance but didn't need the help. I figured it out and love the options. Yeah, I recommend it! I had a straight talk phone which is at &t; compatible so it was an easy transfer.",4/19/14,1
183484,Great Device,Matt Pavelle Matt,R3705DHLR1V0Y2,"Currently my favorite Android device. Beautiful design. Very powerful CPU handles all my tasks easily. HTC Sense is very light weight, I don't even mind it running on top of Android. The battery easily lasts through a day of heavy usage (my S4 would last half a day at best) - would probably last two. It can be unlocked by anyone via htcdev.com if you want to run it back to a stock android device. The camera is great - I only look at photos on my phone and computer so the ultrapixel deal is excellent. Screen is the best out there.",4/13/14,1
149893,My First smartphone,Charles H.,R2AKPLR073J0J3,"I was little late to the party, but this was my first smartphone. I bought it because a friend of mine had the Galaxy S3 mini and really liked it. I got the newer model and really enjoy the features and the size. Haven't tried it out internationally yet, but I will next month. Since it's unlocked and I'm not on contract with my service provider in the States, I shouldn't have a problem. We'll see.",5/27/14,1
114186,LOVE IT,Shannon,R18FEH5KG1ITW2,"I have had this phone now 2 years, haven't had a single issue with it. and was easy for sprint to add to my plan!",5/7/14,1
163817,"Complete, practical and super-functional (Completo, practico y super funcional)",Grace Cristina Villalobos Vargas,RU0ZXQP7S8QDJ,I recommend it 100%. In Costa Rica it works perfect! I like this phone. (Lo recomiendo al 100%. En Costa Rica funciona perfecto! Me gusta este telÌ©fono.),5/27/14,1
155375,amazing,nikolas vasquez,R1ZG5MWZ8CRSYY,It came right on time and it works great. It came with everything I needed and more. It also saved me a lot of money,5/27/14,1
134052,Very happy with my new phone,Juan,R1ZBOJ7J832WO9,Product arrived on time.I love this phone. Great specs. I like the camera. The stamina feature works very well for me.,5/20/14,1
174778,woooow,vincent,R13KL2U9728E1F,"This is the phone i have every own. The price is ridiculous, the is phone is a quad-core and it performance match any other phone. I have used it for months and i love it. The camera is not great but not bad. It is a deal.",5/4/14,1
181680,everyone should have this phone,Bounphengphongsavath,R138VDA3HKC54F,I love itit is not that fast but it works everything worksto it the Tracfone service is also a very good and the phone is very good also and last a long time for battery life,5/13/14,1
174787,"This is my third one, my family loves them",J. rivas unmancito,R1AN62G3TKN860,"Fast, right size and reliable, my family keeps telling me to buy them one, it is that good for the price!",5/2/14,1
149892,Excellent phone,julian fuentes,RNR1KP53Z62QC,"Nice value for the price, the performance, camera and resolution is awesome, some native apps doesn't work quite well but not a big problem at all",5/28/14,1
169331,EXCELLENT!!! BEST PHONE WITH NO CONTRACT.,Rauf Chazzaoui - #PN4042,RECOXTMFIMDYZ,"DELIVERY WAS FAST AND SMOOTH. THE PHONE IS REALLY NICE, FAST, AND EASY TO USE WITH ANDROID 4.4. FOR LOW TO MID DAILY USE; JUST NEED TO CHARGE BATTS ONCE A DAY. BEST CHOICE FOR THE PRICE ON THIS PHOTO, VIDEO, FINISHING, AND QUALITY RANGE.",5/19/14,1
175571,Got it one day,Dennis W. Deardoff,R9Y0RW8HFK8PA,"This phone rates high so i got it for my kid.Got it fast and in great new shape.no wall charger,but already had one.had a micro sim card put in at AT&T; store and they switch over the information for me.",5/30/14,1
171069,one of the best phone for what you pay,bobbythrinath,R12FJKMDNGX8DB,high end looksdecent battery back upMid tier performance for low priceunless you want to pay premium (for full HD or high end cam etc ) this phone should suffice all your requirements,5/27/14,1
153454,amazon is Amazin,D'andrey Brown Vaquero,R3ESE7BLUU3O5X,Amazon is Amazing it is just out of this world had couple problems but hey they still get done better than anyone,5/18/14,1
170328,Super android device.,KEITH DEPIRO,R2R4JPTXHOS2CN,"This is an outstanding android phone.Here is a summary of some of the great features of this device.Ì÷åÊ Large 5.3 Inch bright capacitive crystal clear QHD screen ideal for watching videos.Ì÷åÊ Great call quality no dropped calls.Ì÷åÊ Easy set up works great with AT&T.;(Goes upto H+)Ì÷åÊ Great wifi connectivity and quick set up.Ì÷åÊ Fast mtk processor makes it into an efficient deviceÌ÷åÊ Decent camera good pictures.Ì÷åÊ YouTube works fine, so does facebook etc.åÊÌ÷åÊ The voice assisted GPS is really awesome.I prefer it to my car GPS it is so precise and voice assisted.Ì÷åÊ åÊDownloading apps is as easy as in any Samsung high end phone.Ì÷åÊ The price tag is unbelievable for a phone of this quality.Ì÷åÊ The cover it comes with is awesome .Great utility.Ì÷åÊ MMS is absolutely quick and perfect.Ì÷åÊ To sum this phone is great value for money .Ì÷åÊ Easily one of the best androids in the market today.",5/6/14,1
184950,This is one of the best phone available now,SAMEL,R2LY9SMK838W7F,"Htc one M8 is by far one of the best phone I have purchase.  So far my $650.00 i put on this phone keeps me smile and excited.Every touch on that phone is amazing.  The M8 sensors works perfec it feels when you hold it.  This Htc M8 feels your touch whether on the screen or while you hold it. M8 feels that. Especially when you using the TV app.  This is the WOW feeling i have been looking for.  It's design to make selfie better ooh yeah.  Lets take some Pics, OMG.  I Love my Htc M8.Go right ahead by the HTC M8 you will not regret that money.",5/2/14,1
176394,Great Global,Kathleen Weekes,R2CAJXTOMCXRNN,"Love it, love it, love it! still learning about all the different features as I go on.Being used in Trinidad and Tobago.",5/9/14,1
156283,LIKE OF LG G2,tony howe,R2PYJNQK724WY5,I CHOOSE THE LG G2 BECAUSE I HAVE NEVER USED A CONTRACT PHONE BEFORE AND I WANTED THE LG G2 TO BE THE FIRST.I CHOOSE THIS RATING BECAUSE IT DO EVERYTHING I WANT IT TO AND MORE. I LOVE IT.,5/27/14,1
