age,workclass,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income
35,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,39,under50k
52,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,over50k
36,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,under50k
33,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,over50k
67,Local-gov,9,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,20,under50k
31,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,under50k
31,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,under50k
28,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,42,under50k
36,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
58,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,over50k
56,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,under50k
35,Private,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,under50k
37,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,over50k
44,Private,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,under50k
26,Private,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,under50k
51,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,under50k
31,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,50,over50k
30,Private,10,Never-married,Sales,Own-child,White,Female,0,0,40,under50k
20,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,under50k
21,Private,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,under50k
37,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,over50k
53,State-gov,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,40,over50k
54,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,under50k
30,Private,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,over50k
43,State-gov,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,under50k
48,Private,11,Divorced,Other-service,Own-child,White,Female,0,0,40,under50k
42,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,under50k
62,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,under50k
31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
22,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,60,under50k
45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,32,under50k
34,Private,10,Separated,Sales,Not-in-family,White,Male,0,0,45,under50k
64,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,under50k
42,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,under50k
60,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,under50k
44,Private,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,58,under50k
53,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,over50k
37,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,50,over50k
23,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,under50k
28,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,under50k
55,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,under50k
58,Private,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,24,over50k
74,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,25,over50k
27,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,under50k
37,Private,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,under50k
44,Self-emp-not-inc,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,70,under50k
23,Private,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,under50k
41,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,under50k
45,Private,10,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,55,over50k
29,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,under50k
33,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,over50k
61,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,over50k
29,Private,12,Married-civ-spouse,Sales,Wife,Other,Female,7688,0,45,over50k
22,Private,10,Never-married,Sales,Other-relative,White,Male,0,0,38,under50k
28,Private,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
30,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,under50k
20,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,under50k
45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,over50k
42,Private,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,under50k
34,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,under50k
31,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,over50k
23,Private,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,under50k
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,under50k
40,Private,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,over50k
57,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,under50k
35,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,27,under50k
24,Private,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,under50k
27,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,under50k
27,Local-gov,10,Never-married,Protective-serv,Own-child,White,Female,0,0,40,over50k
45,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,under50k
80,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,under50k
23,State-gov,10,Never-married,Other-service,Not-in-family,White,Male,0,0,50,under50k
46,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,over50k
38,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,over50k
50,Private,9,Divorced,Sales,Not-in-family,White,Male,0,0,60,under50k
55,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,under50k
72,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,under50k
65,Private,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,under50k
37,Private,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
39,State-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,under50k
38,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
46,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,over50k
50,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,over50k
54,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,over50k
40,Private,14,Never-married,Sales,Not-in-family,White,Male,0,0,50,over50k
30,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,2829,0,40,under50k
50,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,under50k
28,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,under50k
34,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,53,under50k
55,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,under50k
20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,under50k
21,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,35,under50k
39,Private,10,Divorced,Other-service,Not-in-family,White,Female,0,0,20,under50k
43,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,over50k
33,Local-gov,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,under50k
26,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,under50k
45,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,over50k
31,State-gov,10,Never-married,Other-service,Own-child,White,Female,0,0,65,under50k
32,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,under50k
60,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,under50k
41,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,over50k
21,Private,10,Never-married,Other-service,Own-child,Black,Male,0,0,20,under50k
27,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,36,under50k
33,Private,3,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,under50k
43,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
27,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,over50k
18,Self-emp-not-inc,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,under50k
48,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,over50k
37,Private,4,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,under50k
58,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,under50k
57,Private,8,Married-civ-spouse,Transport-moving,Husband,Black,Male,7688,0,40,over50k
42,Local-gov,13,Never-married,Adm-clerical,Not-in-family,White,Female,99999,0,40,over50k
24,Private,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,under50k
26,Private,13,Never-married,Other-service,Other-relative,White,Male,0,0,15,under50k
43,Self-emp-inc,9,Divorced,Craft-repair,Unmarried,White,Male,5455,0,50,under50k
34,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
38,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,under50k
51,Self-emp-not-inc,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,over50k
49,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,over50k
26,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,under50k
28,Private,9,Divorced,Transport-moving,Unmarried,Black,Female,0,0,20,under50k
22,Federal-gov,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,37,under50k
26,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
45,Private,5,Married-civ-spouse,Other-service,Husband,White,Male,0,1848,40,over50k
39,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,0,625,40,under50k
23,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,under50k
42,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,over50k
39,Federal-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
43,Federal-gov,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
33,Self-emp-not-inc,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,under50k
68,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,under50k
32,Private,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,under50k
25,Private,10,Never-married,Adm-clerical,Unmarried,Other,Male,0,0,40,under50k
53,Private,3,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,24,under50k
38,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,over50k
20,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,under50k
26,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
23,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,under50k
43,State-gov,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,under50k
29,State-gov,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,36,under50k
34,Private,6,Separated,Other-service,Unmarried,White,Female,0,0,36,under50k
24,Private,10,Never-married,Sales,Own-child,White,Male,0,0,35,under50k
44,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,over50k
19,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,under50k
47,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,over50k
40,Private,10,Divorced,Other-service,Not-in-family,White,Female,0,0,48,under50k
45,Private,9,Widowed,Sales,Unmarried,White,Female,0,0,45,under50k
43,Private,9,Separated,Handlers-cleaners,Unmarried,Black,Female,0,0,45,under50k
50,Private,16,Divorced,Prof-specialty,Other-relative,White,Male,10520,0,50,over50k
29,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,under50k
47,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,under50k
24,Private,9,Never-married,Sales,Own-child,White,Male,0,0,35,under50k
21,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,under50k
30,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,over50k
74,Self-emp-not-inc,15,Divorced,Prof-specialty,Other-relative,White,Male,0,0,40,under50k
70,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,2653,0,70,under50k
27,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
32,Local-gov,13,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,46,under50k
30,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,under50k
29,Local-gov,11,Divorced,Protective-serv,Unmarried,White,Male,0,0,56,under50k
18,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,1602,40,under50k
31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,over50k
39,State-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,70,under50k
21,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,30,under50k
31,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,under50k
33,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,under50k
39,Private,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,over50k
29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
34,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1485,40,under50k
52,State-gov,13,Widowed,Exec-managerial,Unmarried,White,Female,0,0,55,under50k
35,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,25,under50k
33,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,over50k
51,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,over50k
36,Private,9,Never-married,Other-service,Unmarried,White,Female,0,0,30,under50k
17,Local-gov,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,under50k
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
39,Private,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,under50k
19,Self-emp-inc,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,under50k
54,Private,7,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,over50k
45,Private,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,over50k
47,Local-gov,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,under50k
49,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,98,under50k
32,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,under50k
28,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,under50k
39,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,under50k
27,Self-emp-inc,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,under50k
42,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,38,over50k
24,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,under50k
45,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,over50k
19,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,30,under50k
46,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,over50k
50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,under50k
32,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,42,under50k
47,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,over50k
43,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,under50k
29,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
90,Private,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,under50k
41,Private,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,over50k
24,Private,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,under50k
24,Private,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,under50k
24,Private,10,Never-married,Other-service,Not-in-family,White,Female,0,0,53,under50k
35,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1887,42,over50k
30,Private,13,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,under50k
46,Private,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,under50k
19,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Female,0,1721,30,under50k
39,Private,5,Separated,Craft-repair,Own-child,White,Male,0,0,35,under50k
43,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,under50k
35,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,under50k
65,Private,9,Widowed,Sales,Not-in-family,White,Female,0,0,24,under50k
34,Private,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,under50k
41,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,under50k
24,Self-emp-not-inc,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,under50k
24,Private,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0,0,35,under50k
34,Self-emp-inc,14,Never-married,Exec-managerial,Not-in-family,White,Female,4787,0,45,over50k
33,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,over50k
37,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,38,under50k
39,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,over50k
58,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,25,under50k
36,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,under50k
33,Federal-gov,10,Married-civ-spouse,Tech-support,Wife,White,Female,4064,0,40,under50k
42,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,under50k
57,Private,9,Separated,Craft-repair,Unmarried,White,Male,0,0,40,under50k
67,Federal-gov,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,over50k
23,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
35,Private,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,under50k
43,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,over50k
39,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,under50k
36,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
29,Local-gov,12,Divorced,Other-service,Unmarried,White,Female,0,0,13,under50k
25,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,under50k
54,Private,6,Separated,Transport-moving,Unmarried,Black,Male,0,0,45,over50k
24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,under50k
50,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,60,over50k
70,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,under50k
61,Private,13,Divorced,Sales,Not-in-family,Black,Male,4787,0,48,over50k
51,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,under50k
38,Self-emp-not-inc,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,under50k
51,Private,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,over50k
28,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,under50k
66,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,over50k
57,Self-emp-inc,9,Separated,Farming-fishing,Not-in-family,White,Male,0,0,60,over50k
29,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,under50k
21,Private,10,Never-married,Sales,Own-child,Black,Female,0,0,40,under50k
42,Private,6,Married-civ-spouse,Craft-repair,Own-child,Other,Male,0,0,43,over50k
74,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,over50k
50,Private,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,under50k
65,Private,9,Divorced,Other-service,Other-relative,White,Female,0,0,14,under50k
44,Private,7,Separated,Other-service,Unmarried,Black,Female,0,0,30,under50k
34,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,50,over50k
17,Private,6,Never-married,Other-service,Own-child,White,Male,0,0,10,under50k
43,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,under50k
32,Private,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,under50k
54,Private,13,Married-civ-spouse,Sales,Husband,White,Male,3103,0,40,over50k
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,under50k
23,Private,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,under50k
34,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,under50k
30,Private,10,Never-married,Sales,Own-child,White,Male,0,0,20,under50k
32,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,under50k
40,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,over50k
28,Private,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,under50k
44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,over50k
29,Local-gov,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,35,over50k
28,Private,16,Never-married,Prof-specialty,Not-in-family,White,Male,594,0,50,under50k
37,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,under50k
56,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
27,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,under50k
34,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,20,under50k
37,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
66,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,over50k
19,Private,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,under50k
60,Private,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,under50k
54,Self-emp-not-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,2829,0,30,under50k
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,over50k
47,Private,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,48,over50k
48,Self-emp-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,under50k
50,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,over50k
62,Private,5,Widowed,Other-service,Unmarried,Black,Female,0,0,25,under50k
45,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,under50k
55,Local-gov,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,under50k
62,Private,9,Widowed,Sales,Not-in-family,White,Female,0,0,32,under50k
25,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,under50k
49,Private,7,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,under50k
32,State-gov,10,Never-married,Protective-serv,Unmarried,Black,Female,3887,0,40,under50k
25,Federal-gov,9,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,under50k
39,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,under50k
27,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,under50k
43,Private,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,over50k
30,Private,9,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,under50k
21,Private,10,Never-married,Sales,Own-child,White,Female,0,0,20,under50k
33,Private,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,over50k
33,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,under50k
33,Private,7,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,38,under50k
70,Private,4,Widowed,Other-service,Not-in-family,White,Female,0,0,35,under50k
25,Private,10,Never-married,Other-service,Own-child,Black,Male,0,0,42,under50k
17,Private,7,Never-married,Other-service,Own-child,White,Male,0,0,25,under50k
20,Private,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,under50k
19,Private,10,Never-married,Other-service,Other-relative,Black,Male,0,0,35,under50k
71,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,40,over50k
31,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,under50k
26,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,under50k
52,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,under50k
26,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,under50k
38,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,under50k
25,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,under50k
22,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,9,under50k
48,State-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,40,over50k
53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,over50k
30,Self-emp-not-inc,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,under50k
44,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,over50k
32,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,56,over50k
59,Self-emp-not-inc,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,under50k
49,Private,10,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,under50k
31,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,over50k
53,Private,3,Married-civ-spouse,Craft-repair,Husband,Other,Male,5178,0,40,over50k
44,Private,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,under50k
36,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,55,over50k
36,Private,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,under50k
37,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,over50k
