seq   loan_status loan_amnt grade home_ownership annual_inc age emp_cat  ir_cat
21032           0     12000     B           RENT   60000.00  22    0-15    8-11
2276            0      5000     B           RENT   48000.00  27    0-15 11-13.5
11056           0      3000     B           RENT   40000.00  24    0-15    8-11
24777           0     14400     B           RENT   75000.00  39    0-15 11-13.5
22949           0      5500     A           RENT   54000.00  23    0-15    8-11
27482           0     19500     E          OTHER   48500.00  25    0-15   13.5+
7264            0     10000     B       MORTGAGE   85000.00  23    0-15    8-11
17440           0      8000     C           RENT   60000.00  22    0-15   13.5+
18490           0     16500     D       MORTGAGE   57335.00  31    0-15   13.5+
17944           0      2000     A       MORTGAGE   54000.00  27 Missing     0-8
27638           0      1000     D           RENT   15000.00  22    0-15   13.5+
8611            0     14000     A            OWN   35000.00  27    0-15     0-8
802             0     11700     B           RENT   30000.00  26    0-15 11-13.5
26126           0     13500     A       MORTGAGE   54000.00  23   15-30    8-11
1562            0     12000     A           RENT   30000.00  34    0-15 Missing
18544           0     10000     B           RENT   51160.00  24    0-15    8-11
24486           0     12000     B       MORTGAGE   91000.00  23    0-15 Missing
19234           0     12250     D           RENT   48000.00  28    0-15   13.5+
28913           0     15000     C           RENT   50000.00  28    0-15    8-11
17571           0     10000     B            OWN   40000.00  26    0-15 11-13.5
3469            0      2300     D           RENT   78000.00  23    0-15   13.5+
16506           0      9950     A           RENT   86000.00  34    0-15     0-8
15584           0     10000     A       MORTGAGE  150000.00  25    0-15     0-8
29028           0      5000     A       MORTGAGE   65000.00  23    0-15     0-8
6360            0      1250     B           RENT   26000.00  31   30-45 11-13.5
26618           0      3500     B           RENT   30000.00  26    0-15 Missing
841             0     10000     B           RENT   40000.00  22    0-15 Missing
17656           0      7200     C       MORTGAGE  108000.00  33   15-30   13.5+
19954           0      5200     C           RENT   39000.00  31   15-30 11-13.5
8684            0      6600     D           RENT   36000.00  31    0-15   13.5+
9712            0      8000     B           RENT   55550.00  23   15-30 Missing
26469           0      9400     E           RENT   50000.00  23    0-15   13.5+
10453           0     11500     A           RENT   22188.00  28    0-15    8-11
22674           0     11200     A           RENT   70000.00  33    0-15    8-11
11667           0      1500     B           RENT   80000.00  32    0-15    8-11
21588           0     20000     B           RENT   60000.00  27    0-15    8-11
13550           0     13500     B       MORTGAGE   94500.00  25    0-15    8-11
26776           0      3000     C           RENT   42000.00  27    0-15 Missing
9646            0     12000     A       MORTGAGE  100000.00  34    0-15     0-8
26420           0      7200     C           RENT   88500.00  25    0-15 11-13.5
13390           0     15000     C           RENT   72000.00  25    0-15 11-13.5
19442           0     20000     B       MORTGAGE  102000.00  24   30-45    8-11
25329           0      3000     C           RENT   60000.00  37    0-15 11-13.5
27973           0      7500     C       MORTGAGE  131000.00  25    0-15 11-13.5
12170           0      8000     D            OWN   36000.00  23    0-15   13.5+
25319           0      5000     A           RENT   63500.00  34    0-15    8-11
22106           0     17600     C           RENT   88000.00  29    0-15   13.5+
21908           0      3000     B           RENT   26500.00  25    0-15    8-11
11774           0      2000     A       MORTGAGE  123996.00  26   30-45     0-8
8387            0      8000     D       MORTGAGE  120000.00  28    0-15   13.5+
10047           0      2825     A       MORTGAGE   84000.00  22    0-15     0-8
9837            0     12000     B           RENT   57000.00  27    0-15 11-13.5
13776           0      6500     B       MORTGAGE   65004.00  22    0-15    8-11
2463            0      3650     B       MORTGAGE   12960.00  24    0-15    8-11
27190           0      4500     D       MORTGAGE   50000.00  33    0-15   13.5+
24663           0     20000     E       MORTGAGE  120000.00  26    0-15   13.5+
28862           0     25000     B           RENT   48000.00  26    0-15    8-11
18886           0     15200     C       MORTGAGE  120999.96  33    0-15   13.5+
27358           0      7475     A           RENT   34359.00  22    0-15    8-11
25507           0      5000     A       MORTGAGE  145008.00  24    0-15    8-11
3084            0     10000     B       MORTGAGE   98000.00  24    0-15 11-13.5
13216           0      6000     A       MORTGAGE   47000.00  24    0-15     0-8
3206            0      3900     B       MORTGAGE   84000.00  22    0-15 11-13.5
14628           0      3000     B       MORTGAGE   56000.00  32    0-15    8-11
24618           0     18500     C           RENT   62004.00  33    0-15 11-13.5
7490            0     12000     B            OWN   96000.00  34    0-15 11-13.5
14954           0     10400     B            OWN   52000.00  35    0-15    8-11
26919           0      5000     E       MORTGAGE  110000.00  29    0-15   13.5+
22581           0     10000     B           RENT   57000.00  34    0-15 11-13.5
14240           0     10000     A           RENT   52000.00  25    0-15     0-8
19075           0      1800     A           RENT   51000.00  37    0-15     0-8
13440           0     20400     C           RENT   69996.00  37    0-15 11-13.5
20755           0     10000     B           RENT   23000.00  22    0-15    8-11
14200           0      2000     C           RENT   51996.00  29    0-15   13.5+
20333           0     12200     B            OWN   40900.00  23    0-15 11-13.5
8618            0      4000     C       MORTGAGE   49000.00  23    0-15   13.5+
1539            0      5000     A       MORTGAGE   36636.00  26 Missing     0-8
27126           0     15000     B       MORTGAGE  103000.00  31    0-15 Missing
17391           0      8000     A       MORTGAGE   96000.00  22    0-15     0-8
17555           0      2500     A           RENT   37000.00  26    0-15     0-8
3694            0     10000     B           RENT   38700.00  24    0-15 Missing
18568           0     24000     B       MORTGAGE  182000.00  26   15-30 Missing
9447            0     13125     B       MORTGAGE  150000.00  33    0-15 Missing
21963           0     15000     A       MORTGAGE  126000.00  29    0-15     0-8
8257            0      8000     B       MORTGAGE   61000.00  22    0-15 11-13.5
15741           0      6000     C           RENT  100000.00  22    0-15 11-13.5
2474            0      5300     C           RENT   43218.00  27    0-15   13.5+
22542           0      1500     C           RENT   18000.00  21    0-15 11-13.5
11247           0      4000     C            OWN   65600.00  30    0-15 11-13.5
22850           0      7000     E           RENT   70000.00  22    0-15 Missing
12589           0     14000     A           RENT   57600.00  27    0-15     0-8
25793           0      6000     A            OWN   26000.00  35    0-15    8-11
15270           0     25000     B       MORTGAGE  140000.00  24    0-15    8-11
8022            0      1800     D           RENT   45000.00  22    0-15   13.5+
27933           0      7500     A           RENT   50000.00  22    0-15    8-11
18140           0      8000     A           RENT   54500.00  23    0-15 Missing
274             0      9000     C           RENT   45000.00  28    0-15   13.5+
21421           0     10000     A       MORTGAGE   74000.00  25    0-15 Missing
4239            0     19000     A           RENT   78000.00  23    0-15    8-11
16843           0      4750     C       MORTGAGE   19200.00  30    0-15   13.5+
28197           0     10000     F            OWN   42642.71  25    0-15   13.5+
20246           0     10000     A       MORTGAGE   80000.00  22    0-15     0-8
5649            0      2500     A       MORTGAGE  110000.00  23    0-15     0-8
8339            0     11000     A           RENT   38400.00  29    0-15     0-8
8692            0      1500     B           RENT   52000.00  21    0-15 11-13.5
15017           0      2500     B           RENT   79800.00  24   15-30    8-11
3195            0      4000     C           RENT   34800.00  45    0-15 11-13.5
17424           0      9000     A           RENT   62604.00  25    0-15 Missing
28009           0      5000     C       MORTGAGE   91644.00  30   15-30 11-13.5
22941           0      4000     A           RENT   20400.00  23    0-15    8-11
14613           0     10800     A       MORTGAGE   72000.00  22    0-15     0-8
17369           0      5000     C           RENT   32000.00  41    0-15   13.5+
26601           0      8500     A           RENT   28800.00  24    0-15 Missing
6214            0     18000     A       MORTGAGE   90000.00  30   15-30    8-11
22980           0      4000     A       MORTGAGE  108000.00  38    0-15     0-8
17902           0      5500     A       MORTGAGE   65000.00  23    0-15     0-8
16715           0      4000     A           RENT   78000.00  33    0-15     0-8
10641           0      3500     C       MORTGAGE   36000.00  24   15-30 11-13.5
27399           0     17600     C       MORTGAGE   76596.00  29    0-15 11-13.5
13147           0      5000     A           RENT   39996.00  25    0-15     0-8
8268            0      4000     D       MORTGAGE  138000.00  37   15-30   13.5+
28377           0      7500     C          OTHER   19200.00  26    0-15 11-13.5
20179           0      5000     B       MORTGAGE   96000.00  22    0-15    8-11
2311            0      6000     A       MORTGAGE   62400.00  30    0-15     0-8
20511           0      3500     C           RENT   39000.00  41    0-15 11-13.5
18932           0     12000     A            OWN  125000.00  25    0-15     0-8
10848           0      5600     A       MORTGAGE   85000.00  37    0-15     0-8
20950           0     16000     E       MORTGAGE   78000.00  22    0-15   13.5+
28020           0      6500     A       MORTGAGE   39996.00  26   15-30    8-11
1051            0      6500     B       MORTGAGE   45000.00  22    0-15    8-11
24164           0     20500     D           RENT   60000.00  35    0-15   13.5+
20469           0      6250     D           RENT   29100.00  22    0-15   13.5+
13571           0      6000     A           RENT   70000.00  36    0-15     0-8
28172           0      9000     C       MORTGAGE  132000.00  23    0-15 11-13.5
20152           0     15000     B       MORTGAGE   98000.00  27    0-15 11-13.5
23348           0     10000     A            OWN  150000.00  27    0-15    8-11
18672           0     15000     D       MORTGAGE  140000.00  23    0-15   13.5+
24420           0     11700     C       MORTGAGE   55600.00  24    0-15   13.5+
25364           0      7800     B           RENT   59000.00  25    0-15 11-13.5
16453           0      8000     A           RENT   50000.00  28    0-15     0-8
4100            0     10000     B       MORTGAGE   80000.00  25    0-15 Missing
1645            0     18000     E           RENT  180000.00  24   15-30   13.5+
21644           0      6000     A           RENT   60495.00  23    0-15 Missing
17207           0      4800     A           RENT   56048.00  29    0-15     0-8
11149           0      3800     B           RENT   60000.00  39    0-15    8-11
28103           0      7000     A       MORTGAGE   67000.00  25    0-15    8-11
15190           0      6000     B            OWN   36000.00  23    0-15    8-11
2026            0      2700     B           RENT   15000.00  30    0-15 11-13.5
23458           0     18500     B       MORTGAGE  108000.00  26    0-15 11-13.5
16015           0      3000     B           RENT   30000.00  22    0-15 11-13.5
18274           0      8000     A       MORTGAGE   38000.00  24    0-15     0-8
18034           0      8000     C       MORTGAGE   73000.00  24    0-15 11-13.5
16180           0      5400     A       MORTGAGE   50000.00  32    0-15     0-8
23009           0     10000     C           RENT   50000.00  30    0-15 11-13.5
1029            0     10000     B           RENT   56000.00  35    0-15 11-13.5
7518            0      6000     B       MORTGAGE   93000.00  26   15-30    8-11
15433           0      1600     E           RENT   25200.00  33    0-15   13.5+
28706           0      9800     A       MORTGAGE   60000.00  26    0-15     0-8
26981           0      2000     D           RENT   63996.00  24   15-30   13.5+
1093            0      7000     A           RENT   33000.00  31    0-15    8-11
9116            0      1925     B       MORTGAGE   54996.00  23    0-15    8-11
22570           0     10000     B       MORTGAGE   65000.00  27    0-15 11-13.5
20368           0     14000     B       MORTGAGE  170000.00  30    0-15    8-11
22637           0     21000     A            OWN  150000.00  26    0-15 Missing
17633           0     15000     C            OWN   36960.00  28    0-15   13.5+
953             0     15000     A            OWN   44500.00  32    0-15     0-8
12574           0      3000     C           RENT   38000.00  24    0-15 11-13.5
13007           0      4500     C           RENT  138000.00  25    0-15 11-13.5
8989            0      5975     A       MORTGAGE   36000.00  22    0-15     0-8
11937           0     10000     B       MORTGAGE   44000.00  38    0-15    8-11
6539            0      9800     A       MORTGAGE   56500.00  23    0-15 Missing
1333            0      2000     C       MORTGAGE   70000.00  23    0-15 11-13.5
24887           0      4000     A           RENT   34000.00  32    0-15     0-8
4208            0     13000     B           RENT   83195.00  25    0-15 11-13.5
13140           0     25000     C       MORTGAGE  232500.00  26    0-15   13.5+
5847            0     21000     B       MORTGAGE   60000.00  23    0-15 Missing
23887           0     24000     B       MORTGAGE   63324.00  31    0-15 11-13.5
8262            0     16800     C           RENT   66000.00  22   15-30 11-13.5
11465           0      2000     A           RENT   14400.00  21    0-15     0-8
12211           0      5000     B            OWN   40000.00  28    0-15    8-11
3361            0     17500     A       MORTGAGE   65000.00  30    0-15 Missing
16326           0     25000     E       MORTGAGE   92000.00  24    0-15   13.5+
11228           0      6000     A       MORTGAGE   70000.00  34    0-15 Missing
19766           0      8000     C           RENT   45000.00  27    0-15   13.5+
27613           0      4800     A            OWN   75000.00  22   15-30     0-8
24181           0     25000     B            OWN   45996.00  25    0-15 11-13.5
20700           0     18000     C           RENT   62000.00  22    0-15   13.5+
3282            0      8000     D       MORTGAGE   60000.00  26    0-15   13.5+
11527           0      3000     C       MORTGAGE   45000.00  22    0-15 Missing
17318           0     15000     B           RENT   72000.00  27    0-15 11-13.5
6781            0      4000     A           RENT   70000.00  26    0-15     0-8
15141           0     15000     C           RENT   45000.00  35    0-15 Missing
2638            0     15000     B           RENT   44000.00  27    0-15 Missing
9148            0      4800     A       MORTGAGE   60000.00  22    0-15     0-8
20002           0      7500     D           RENT   25400.00  29    0-15   13.5+
832             0     12000     B       MORTGAGE   65000.00  24    0-15 11-13.5
11903           0     12000     B           RENT   85000.00  39    0-15    8-11
2003            0      8000     C           RENT   30188.40  23    0-15   13.5+
18917           0     10800     B       MORTGAGE  100800.00  24    0-15    8-11
20413           0      5000     A       MORTGAGE   33600.00  22    0-15     0-8
23582           0      5200     B           RENT   26000.00  21    0-15 11-13.5
24721           0      2200     A       MORTGAGE   58000.00  24    0-15     0-8
18800           0      5000     A           RENT   50004.00  24    0-15     0-8
4794            0     20000     B       MORTGAGE  132650.00  28   15-30    8-11
15147           0      5500     D           RENT   20400.00  23    0-15 Missing
7639            0      5000     A           RENT   35000.00  23    0-15     0-8
17215           0      5000     B           RENT   12360.00  21 Missing    8-11
24813           0      5000     C           RENT   39500.00  38    0-15 11-13.5
8497            0     16000     C           RENT   45000.00  41    0-15 11-13.5
3666            0     21000     A       MORTGAGE  120000.00  25    0-15     0-8
9017            0      5000     B       MORTGAGE   99600.00  22    0-15    8-11
27231           0      2500     B           RENT   95800.00  27    0-15 11-13.5
8954            0      6400     D           RENT   38000.00  34    0-15   13.5+
12428           0     17000     B           RENT   60000.00  23    0-15 11-13.5
26665           0     15000     D           RENT   90000.00  24    0-15   13.5+
1787            0      6400     A           RENT   32000.00  23    0-15    8-11
14887           0      1200     E            OWN   30000.00  25    0-15   13.5+
9708            0      5000     A       MORTGAGE   64500.00  23    0-15 Missing
25125           0     25000     B       MORTGAGE  100000.00  23    0-15 11-13.5
25261           0     20000     B       MORTGAGE   50004.00  29    0-15 11-13.5
20327           0      3600     A           RENT   50350.00  21    0-15     0-8
13507           0     10000     A       MORTGAGE   62316.00  21   15-30     0-8
1754            0      5100     A       MORTGAGE   36000.00  25    0-15    8-11
15107           0     25000     C       MORTGAGE  120000.00  25    0-15   13.5+
12048           0      4000     B       MORTGAGE   54000.00  25    0-15 11-13.5
9917            0      2400     A       MORTGAGE   57200.00  25    0-15     0-8
2581            0     10000     C       MORTGAGE   65000.00  38    0-15 11-13.5
14733           0      2500     C           RENT   13200.00  42    0-15 Missing
26763           0     20000     D       MORTGAGE   65400.00  23    0-15   13.5+
6482            0     25000     D           RENT   72000.00  24    0-15   13.5+
8991            0      4800     B           RENT   60000.00  46    0-15 11-13.5
8699            0      2400     B       MORTGAGE   33280.00  32    0-15    8-11
8656            0      4750     B           RENT   60000.00  30    0-15    8-11
18676           0      5000     C            OWN   20000.00  22    0-15   13.5+
6835            0     15000     B       MORTGAGE   62916.00  21   15-30 11-13.5
24020           0     15000     B       MORTGAGE   70000.00  23    0-15 11-13.5
24446           0     12800     B           RENT   56004.00  41    0-15 11-13.5
12613           0      4000     B       MORTGAGE  150000.00  33    0-15    8-11
998             0     12000     C            OWN   79768.00  24    0-15 11-13.5
14686           0     12000     B           RENT   87000.00  24    0-15    8-11
24622           0      7500     C           RENT   99504.00  31    0-15   13.5+
11050           0     11000     B           RENT   50000.00  21    0-15    8-11
12102           0     10000     A       MORTGAGE   73000.00  27   15-30     0-8
18268           0     10000     C           RENT   59200.00  56    0-15   13.5+
9898            0      9000     A       MORTGAGE   59000.00  23    0-15    8-11
5917            0      7000     C            OWN   19200.00  48    0-15 Missing
416             0      3150     C           RENT   53000.00  36    0-15   13.5+
28567           0     25000     B       MORTGAGE   37000.00  24    0-15    8-11
10216           0      4800     A       MORTGAGE   46576.00  27    0-15 Missing
17671           0      8000     C       MORTGAGE   50000.00  23    0-15   13.5+
594             0     14000     A       MORTGAGE  108000.00  36    0-15    8-11
27489           0     17525     C       MORTGAGE  151800.00  30    0-15 11-13.5
19158           0     25000     B       MORTGAGE   80000.00  23 Missing    8-11
27491           0      5100     A           RENT   56000.00  26    0-15     0-8
14942           0      9600     D           RENT   63000.00  25    0-15   13.5+
7500            0      6000     B       MORTGAGE   65000.00  24    0-15    8-11
25284           0      3500     A          OTHER   48732.00  24    0-15    8-11
4069            0      1000     B           RENT  100000.00  30    0-15 11-13.5
17524           0      8000     F           RENT   35000.00  23    0-15   13.5+
25599           0      4000     D       MORTGAGE   38000.00  22    0-15   13.5+
10404           0     15000     D            OWN   80000.00  35    0-15   13.5+
2248            0      2800     C           RENT   45000.00  22    0-15 11-13.5
26682           0     10000     C           RENT   50004.00  24    0-15   13.5+
15045           0     16000     C       MORTGAGE   43200.00  24    0-15 Missing
10968           0      7975     A       MORTGAGE   40800.00  22    0-15     0-8
4864            0      5000     A       MORTGAGE   78000.00  24    0-15     0-8
24324           0     20500     D       MORTGAGE   90000.00  27    0-15   13.5+
5997            0     35000     A       MORTGAGE  122880.00  27    0-15    8-11
15927           0      4000     A            OWN   25000.00  27    0-15 Missing
10033           0      4000     A       MORTGAGE   90000.00  23    0-15     0-8
2462            0     18000     A       MORTGAGE   46000.00  27    0-15     0-8
4965            0     10825     B           RENT   35000.00  44    0-15    8-11
21177           0     24500     F       MORTGAGE   92000.00  28    0-15   13.5+
17384           0      4000     A       MORTGAGE   95000.00  23    0-15     0-8
26679           0     16000     E       MORTGAGE   67000.00  23    0-15   13.5+
12292           0      5075     A           RENT   33600.00  25    0-15     0-8
25087           0      7200     E       MORTGAGE   82000.00  26   15-30   13.5+
9161            0     13600     D       MORTGAGE   65000.00  23    0-15   13.5+
18871           0     10000     A           RENT   40000.00  48    0-15 Missing
11882           0      2500     A       MORTGAGE   42000.00  21    0-15     0-8
20084           0     11000     A       MORTGAGE  126000.00  26    0-15     0-8
5498            0      4800     B            OWN  120000.00  27   30-45    8-11
4703            0     26000     C           RENT   85000.00  45    0-15   13.5+
24265           0     15600     B       MORTGAGE   75000.00  31    0-15 11-13.5
22136           0     24250     B           RENT  287000.00  23    0-15 11-13.5
12193           0      8000     A       MORTGAGE  106800.00  35 Missing     0-8
11362           0      5000     B           RENT   63000.00  27   15-30    8-11
3975            0      2400     B           RENT   38400.00  27    0-15    8-11
4422            0      2200     B           RENT   38400.00  25    0-15 11-13.5
21741           0      5000     C           RENT   36000.00  22 Missing 11-13.5
21057           0      5000     C           RENT   72516.00  30    0-15   13.5+
6720            0      3000     C           RENT   90000.00  34    0-15   13.5+
11703           0      4500     B           RENT   48000.00  26   15-30 11-13.5
10515           0      5000     A       MORTGAGE   32400.00  22 Missing     0-8
5626            0      8000     A           RENT   75000.00  22    0-15     0-8
17753           0     25000     B           RENT   53196.00  32    0-15 11-13.5
5507            0      1000     C       MORTGAGE   72000.00  24    0-15   13.5+
28917           0      3000     A           RENT   72000.00  23    0-15     0-8
25844           0      6500     B           RENT   59000.00  22    0-15    8-11
17851           0     15000     B           RENT   59200.00  27    0-15    8-11
9642            0      8000     B       MORTGAGE   68000.00  25   15-30 Missing
15261           0     12000     A           RENT   84000.00  24    0-15     0-8
8480            0      7200     A       MORTGAGE   29000.00  26   30-45    8-11
6537            0      6000     B       MORTGAGE   45000.00  31   15-30    8-11
7121            0      1500     C           RENT    8400.00  24 Missing   13.5+
18116           0      2500     C       MORTGAGE   60000.00  34    0-15   13.5+
1898            0      3600     C           RENT   36000.00  34    0-15 11-13.5
4115            0     17000     A       MORTGAGE   70000.00  24    0-15     0-8
5982            0     10000     A           RENT   42000.00  23    0-15     0-8
28128           0      7500     C       MORTGAGE   60000.00  32    0-15 11-13.5
23107           0     12000     B       MORTGAGE  120000.00  65    0-15 11-13.5
6774            0      9000     B       MORTGAGE   85000.00  61    0-15    8-11
22276           0      4000     B       MORTGAGE  155000.00  22    0-15 11-13.5
28248           0     15000     E           RENT   66000.00  42    0-15 Missing
8087            0      7000     A           RENT   35000.00  24    0-15     0-8
18233           0     14000     A           RENT   60000.00  29    0-15     0-8
1354            0      7200     A           RENT   37245.00  24    0-15    8-11
4191            0     12000     B           RENT   50000.00  21    0-15 11-13.5
7828            0      3000     B       MORTGAGE  120000.00  30    0-15 11-13.5
12093           0      8000     B           RENT   47000.00  26    0-15    8-11
20777           0      5000     C           RENT   45000.00  28    0-15 11-13.5
18343           0      2200     A           RENT   15000.00  25    0-15     0-8
28365           0      3500     A           RENT   30000.00  21    0-15 Missing
2035            0      7000     C           RENT   39000.00  31    0-15 Missing
8375            0     15000     A       MORTGAGE   90000.00  25    0-15    8-11
27371           0     10000     A          OTHER   40000.00  29    0-15     0-8
8354            0     12000     B           RENT   60000.00  30    0-15    8-11
17286           0     25000     B       MORTGAGE   85000.00  23    0-15    8-11
10096           0      6400     A           RENT   36000.00  26    0-15     0-8
25799           0     15000     B          OTHER  100000.00  23    0-15 Missing
2188            0     12000     A       MORTGAGE   60000.00  25    0-15     0-8
19971           0      1500     C           RENT    9600.00  30    0-15 11-13.5
14437           0      8000     B           RENT   55000.00  23    0-15    8-11
28659           0      6400     A       MORTGAGE   50000.00  25    0-15    8-11
11846           0     25000     C       MORTGAGE   70000.00  24    0-15 Missing
814             0      6000     C       MORTGAGE   50000.00  31    0-15 11-13.5
13758           0     25000     D       MORTGAGE  130000.00  40    0-15   13.5+
3314            0      4000     A       MORTGAGE   74448.00  24    0-15 Missing
25083           0      1250     B            OWN   29500.00  36    0-15 11-13.5
7162            0     10000     B           RENT   80000.00  43    0-15 11-13.5
6807            0      6000     C       MORTGAGE   45600.00  58   15-30 11-13.5
18678           0      6500     A            OWN   75200.00  24    0-15     0-8
21335           0     10000     B           RENT   38000.00  26    0-15 Missing
12271           0     10000     D           RENT   26400.00  22    0-15   13.5+
20262           0     11000     B       MORTGAGE   69000.00  24    0-15    8-11
24019           0     10000     A       MORTGAGE   65000.00  24    0-15    8-11
12328           0      7200     D           RENT   37000.00  23    0-15   13.5+
20205           0      8000     A           RENT   63000.00  27    0-15     0-8
9605            0      4800     A       MORTGAGE   76176.00  29    0-15     0-8
4213            0     10250     A           RENT   60000.00  25    0-15     0-8
943             0     12000     A           RENT   75000.00  28    0-15     0-8
26731           0     12000     C           RENT   55008.00  22    0-15   13.5+
23168           0      8000     D           RENT   38000.00  40    0-15   13.5+
12563           0     24000     C       MORTGAGE  106000.00  27    0-15   13.5+
19376           0     18000     C           RENT   50000.00  31    0-15 11-13.5
2190            0      1500     A       MORTGAGE   48000.00  36    0-15    8-11
26775           0      6950     A       MORTGAGE   30000.00  22    0-15    8-11
25468           0     16000     D           RENT   45000.00  25    0-15   13.5+
12457           0      5000     C           RENT   55000.00  27   15-30   13.5+
14448           0     15000     A           RENT   33600.00  27    0-15     0-8
28268           0     12000     C            OWN   51000.00  39    0-15 11-13.5
26312           0     14000     A           RENT  125000.00  29    0-15    8-11
25294           0      7200     A       MORTGAGE   87000.00  27    0-15    8-11
15517           0      8900     A           RENT   80000.00  30    0-15     0-8
5463            0      2425     A           RENT   36000.00  23    0-15    8-11
5162            0     12000     B       MORTGAGE   78000.00  28   15-30    8-11
20723           0     18000     B       MORTGAGE   73200.00  27    0-15    8-11
15198           0     12000     C            OWN   63996.00  29    0-15 11-13.5
27104           0      5800     C       MORTGAGE   53000.00  57    0-15 11-13.5
19384           0     15000     E       MORTGAGE   78300.00  23    0-15   13.5+
9977            0     20000     A           RENT   85000.00  23    0-15     0-8
3241            0     12000     A       MORTGAGE   90000.00  24    0-15     0-8
2634            0      8000     A           RENT   15500.00  21    0-15     0-8
8049            0      7000     A            OWN   29112.00  28    0-15     0-8
15457           0      6000     C           RENT   49200.00  21    0-15   13.5+
10647           0      1000     A           RENT   49000.00  25    0-15     0-8
14419           0      5000     A       MORTGAGE   54000.00  32    0-15     0-8
23814           0      7000     F           RENT   60000.00  27    0-15   13.5+
16858           0      7000     D           RENT   61392.00  42   15-30   13.5+
25700           0      5000     A           RENT  120000.00  26    0-15     0-8
13511           0     15000     F           RENT   79000.00  30    0-15 Missing
23242           0      4000     E            OWN   14400.00  23    0-15   13.5+
27901           0      7500     B            OWN   30000.00  24    0-15    8-11
20316           0     25000     B       MORTGAGE   80000.00  26   15-30 Missing
13557           0      8400     D           RENT   33144.00  35    0-15   13.5+
16754           0      3000     E       MORTGAGE   75000.00  29    0-15   13.5+
21323           0      5500     B       MORTGAGE   85000.00  27    0-15 11-13.5
5045            0     14000     A           RENT   90000.00  26    0-15     0-8
1806            0     12000     A           RENT   45000.00  22    0-15     0-8
174             0      1500     D       MORTGAGE  144000.00  24    0-15   13.5+
23846           0     18000     A       MORTGAGE  120000.00  22    0-15    8-11
11708           0      3625     E            OWN   16020.00  24 Missing   13.5+
7622            0      8000     B           RENT   26400.00  35    0-15 Missing
16010           0     10000     D           RENT   33900.00  28    0-15   13.5+
2789            0      1500     E           RENT   18000.00  22    0-15   13.5+
10927           0      3000     A       MORTGAGE   72000.00  24    0-15 Missing
1586            0      7100     C       MORTGAGE   40000.00  25   15-30 Missing
23309           0     13000     G           RENT  156000.00  31    0-15   13.5+
29033           0      4000     A            OWN   61800.00  25    0-15     0-8
23239           0      6000     B           RENT   94773.24  28    0-15 11-13.5
6186            0      1500     A           RENT   24000.00  21    0-15 Missing
14187           0     10000     B           RENT   50000.00  30    0-15    8-11
12023           0      1500     D           RENT   24000.00  26    0-15   13.5+
27325           0     15000     C           RENT   60000.00  33    0-15   13.5+
16510           0      9975     B       MORTGAGE   57770.00  27    0-15 11-13.5
1726            0      3000     B           RENT   28800.00  25    0-15 11-13.5
10832           0     35000     C           RENT  170000.00  30    0-15 11-13.5
5860            0      2000     B       MORTGAGE   51000.00  30    0-15    8-11
22613           0     12000     A       MORTGAGE   45000.00  27    0-15    8-11
11473           0      2000     A           RENT   37000.00  24    0-15     0-8
27462           0      6500     A           RENT   50000.00  31    0-15    8-11
239             0     13000     B           RENT  110000.00  40    0-15    8-11
16026           0      7000     A       MORTGAGE   66352.00  29    0-15     0-8
26450           0     20000     D          OTHER   79404.00  25    0-15   13.5+
14864           0      6000     B           RENT   42000.00  25    0-15 Missing
26579           0     13750     C           RENT   33000.00  41    0-15   13.5+
17116           0     14500     C           RENT   35000.00  27    0-15   13.5+
24360           0     20000     E           RENT   59000.00  26    0-15   13.5+
3782            0      6500     A           RENT   68000.00  27    0-15     0-8
20836           0      2500     B       MORTGAGE   43200.00  26   15-30    8-11
10439           0      9000     A       MORTGAGE   95000.00  22    0-15    8-11
8456            0     12000     A       MORTGAGE  100000.00  31    0-15     0-8
8358            0      8400     B           RENT   56000.00  23    0-15    8-11
8172            0      8000     B            OWN   21600.00  28    0-15 11-13.5
28127           0      7000     A           RENT   46800.00  25    0-15    8-11
22091           0      2000     A           RENT   12000.00  23    0-15     0-8
20497           0      3000     B           RENT   27599.00  40    0-15    8-11
3435            0     16000     C           RENT  107000.00  28    0-15 11-13.5
2294            0      7500     A       MORTGAGE   83000.00  29     45+    8-11
27809           0      3500     C           RENT  175000.00  22    0-15 11-13.5
27406           0     20000     B           RENT   78000.00  23    0-15 11-13.5
8296            0     10625     D       MORTGAGE   30000.00  25 Missing   13.5+
12458           0     10400     A       MORTGAGE   76248.00  33   15-30     0-8
13608           0     15000     B       MORTGAGE   67000.00  39    0-15    8-11
19728           0     12600     C       MORTGAGE   62400.00  22    0-15   13.5+
1434            0     12000     B           RENT  120000.00  23    0-15 11-13.5
233             0      8000     B           RENT  150000.00  28    0-15 11-13.5
8549            0     13675     A       MORTGAGE   90000.00  23    0-15     0-8
24947           0     19800     B           RENT  116000.00  26    0-15 11-13.5
429             0     25000     B       MORTGAGE   76896.00  23    0-15 11-13.5
16929           0      3000     B           RENT   32640.00  26    0-15    8-11
5038            0      2000     C       MORTGAGE   37000.00  22    0-15   13.5+
5250            0      5000     A           RENT   65000.00  26    0-15     0-8
19897           0     14000     B           RENT   42000.00  27    0-15    8-11
2364            0     10000     A           RENT   45000.00  23   15-30     0-8
466             0     13200     A       MORTGAGE   62500.00  21    0-15     0-8
