"","time","userlevel","gamebalance"
"13834",136,13,27
"12698",142,15,57
"18607",108,3,23
"17395",89,5,32
"16271",138,12,38
"16652",122,7,36
"3502",88,8,40
"19403",103,0,13
"19925",81,0,0
"968",105,2,28
"4329",98,10,42
"5389",132,11,37
"174",69,0,2
"8728",153,22,68
"1164",107,3,22
"10094",176,27,90
"2044",114,4,15
"5596",133,12,48
"13",67,0,0
"4677",129,8,44
"19033",135,2,25
"10435",209,23,80
"14837",131,11,46
"17780",107,6,17
"13033",140,19,55
"10400",165,27,85
"8394",150,23,37
"9475",163,28,78
"6089",136,13,51
"19213",102,1,16
"17226",118,7,48
"16264",124,9,38
"7377",143,15,58
"11724",125,18,43
"334",93,0,8
"12658",142,15,49
"8280",101,20,64
"16281",145,7,38
"343",94,0,8
"7771",100,16,60
"11578",150,18,65
"17008",119,7,34
"13807",136,13,51
"17627",115,4,30
"3930",125,13,24
"9450",162,23,104
"16597",122,8,27
"12124",146,23,61
"17134",98,7,34
"19095",118,2,14
"8348",150,20,65
"7829",146,16,61
"18102",141,5,27
"2340",116,5,40
"17210",118,7,33
"3809",124,6,52
"12161",146,17,61
"9625",145,23,49
"6664",85,9,54
"5540",133,15,32
"995",105,2,21
"5799",134,12,49
"13759",136,14,51
"13588",137,11,52
"17007",119,7,34
"18940",105,2,20
"7729",113,22,60
"9952",181,29,96
"10172",172,26,88
"2075",121,4,29
"19576",96,0,10
"8278",149,17,67
"1429",109,3,24
"6835",140,14,55
"11843",148,13,63
"15340",128,10,43
"2861",119,7,34
"15522",108,10,42
"1332",109,3,19
"462",96,0,11
"13815",165,13,42
"13771",136,13,51
"3591",123,8,38
"16179",124,9,39
"13965",189,11,50
"4821",108,10,47
"11892",148,17,63
"4972",130,9,45
"12334",144,16,60
"5757",134,12,49
"4705",147,8,26
"12234",145,16,60
"19398",99,0,13
"2200",142,3,36
"644",91,0,13
"11081",155,20,68
"11581",150,18,65
"1774",112,4,27
"2090",114,5,29
"16756",82,8,24
"9753",169,24,85
"11513",151,24,66
"2867",119,7,34
"6182",136,13,51
"9853",173,26,89
"3935",125,9,40
"1953",113,5,28
"11838",148,17,63
"12509",143,16,59
"188",89,0,2
"3278",121,8,36
"5255",135,11,46
"18373",110,3,25
"10256",220,24,85
"14438",133,12,48
"3314",121,5,50
"17895",114,4,28
"15078",130,9,44
"6886",160,13,76
"14434",133,12,48
"2131",114,5,30
"11650",149,18,65
"6836",140,10,55
"19239",76,1,16
"16213",124,9,39
"482",97,0,12
"12681",142,15,57
"17130",119,5,34
"9939",180,28,95
"2500",104,4,32
"16671",75,8,43
"14400",133,10,25
"11748",203,16,59
"10028",185,30,102
"8427",150,21,59
"4812",125,10,56
"1859",113,5,28
"7745",145,16,60
"6055",136,10,30
"6393",190,13,52
"17629",115,6,30
"7953",147,17,62
"12528",143,17,75
"17360",133,4,47
"12347",144,16,60
"161",87,0,2
"16656",122,8,36
"6541",138,11,31
"18340",110,4,25
"16094",125,9,52
"18376",110,4,29
"8496",177,18,66
"18840",96,2,21
"13288",119,14,54
"1608",98,4,26
"12125",146,17,61
"6894",140,14,55
"3914",87,9,40
"420",132,0,10
"1618",111,4,26
"9710",157,24,83
"2072",144,4,29
"10360",166,23,81
"19686",92,0,8
"3152",120,9,36
"17455",117,6,18
"18220",111,4,26
"12074",146,17,62
"4529",119,14,43
"16949",120,7,35
"6257",180,18,52
"3300",121,5,39
"15170",129,9,44
"2788",118,8,34
"11553",150,20,65
"9857",174,26,89
"13784",131,13,26
"13196",139,14,27
"3512",122,8,38
"6365",137,13,52
"12490",167,10,79
"8085",148,17,63
"11523",107,17,65
"12416",144,16,72
"15123",129,11,44
"10044",170,29,99
"1307",108,3,23
"1201",107,4,25
"7232",142,10,57
"15001",130,11,45
"19437",98,0,12
"8050",147,17,68
"18390",110,2,24
"4981",130,11,45
"13018",186,13,55
"3817",157,9,37
"4058",125,7,40
"14204",134,12,49
"342",66,0,8
"13726",113,13,51
"1002",134,2,20
"11171",154,19,85
"6502",138,13,32
"2960",104,5,35
"11647",93,15,42
"18189",134,5,26
"17744",115,6,43
"19405",99,0,13
"14011",183,13,50
"5459",133,12,47
"9824",172,27,88
"17270",118,7,33
"7782",146,16,61
"17046",109,6,34
"17402",117,7,32
"1155",107,2,30
"14833",131,14,46
"4297",127,7,42
"8871",155,19,104
"120",85,0,0
"19934",81,0,0
"13433",138,14,53
"13516",138,14,53
"8389",128,18,65
"3056",102,7,28
"98",84,0,0
"14138",126,13,49
"15066",130,11,45
"2525",117,6,17
"19223",102,1,22
"17288",118,7,33
"13686",137,13,52
"19383",99,0,14
"10095",125,27,106
"18422",109,4,24
"15677",127,10,41
"17150",119,7,33
"8616",152,11,67
"11299",99,19,53
"17148",119,7,34
"16944",120,7,35
"16633",122,8,36
"707",101,1,16
"19375",99,0,14
"12917",141,14,56
"15845",126,8,41
"10539",162,22,41
"16021",80,9,40
"19308",100,1,15
"1944",113,5,28
"12985",140,17,81
"12142",176,18,61
"11959",147,17,62
"9581",165,31,80
"11253",131,17,68
"15371",128,10,43
"14789",131,11,46
"7292",143,15,58
"10318",166,24,51
"8337",150,18,65
"14076",152,13,41
"17750",115,6,29
"483",97,0,17
"16552",122,8,37
"14162",134,18,49
"14053",135,13,50
"11808",143,17,63
"13557",137,14,52
"16961",120,7,35
"15003",130,11,41
"18912",132,2,20
"1705",112,4,27
"5237",132,15,48
"7350",143,17,38
"13292",139,14,54
"9751",169,24,111
"2880",90,7,23
"12973",160,17,60
"9070",157,20,72
"17942",113,3,28
"9261",159,21,74
"15416",128,10,43
"6400",183,13,52
"12137",150,11,61
"9283",160,16,74
"7753",125,16,60
"1466",110,4,19
"17087",82,8,34
"7981",147,17,62
"4304",127,9,42
"11212",153,17,69
"11365",152,19,67
"1635",111,4,26
"3519",122,8,38
"4317",127,10,42
"16296",124,9,33
"4444",128,10,33
"6777",128,14,54
"5369",132,11,47
"7414",143,13,58
"15059",130,11,45
"6983",141,14,56
"12426",144,20,59
"5920",135,12,50
"8992",156,18,63
"355",94,0,9
"13192",139,18,38
"18990",104,2,19
"13670",103,13,30
"7038",152,15,29
"5546",133,12,46
"19229",101,1,15
"10811",158,21,73
"10394",179,23,43
"5491",133,12,31
"16702",121,8,36
"8458",151,18,66
"14987",130,12,46
"10873",157,20,73
"11496",127,18,74
"6982",141,14,56
"11010",155,16,71
"8051",147,17,78
"11205",153,19,69
"34",78,0,0
"16429",168,8,37
"11059",155,20,70
"8731",131,19,68
"6630",140,14,54
"9420",162,22,77
"15608",127,10,26
"8613",152,24,67
"15655",97,10,41
"3832",124,9,52
"7911",147,16,61
"4191",126,12,26
"5189",131,11,46
"13950",135,13,52
"4726",129,10,44
"117",108,0,0
"13251",139,14,47
"11189",154,19,69
"12633",142,15,58
"19261",121,1,9
"224",90,0,5
"6260",155,13,52
"11538",150,18,87
"1132",148,2,21
"7758",145,16,60
"16325",123,9,38
"9040",186,20,71
"19283",101,1,15
"9071",157,20,50
"7740",145,10,60
"18155",112,5,26
"7724",145,16,60
"3346",132,8,34
"18951",66,2,19
"18679",108,2,22
"17503",146,6,26
"10285",167,24,84
"2929",119,7,34
"16780",121,8,36
"13993",135,11,50
"13046",140,15,42
"14171",134,10,49
"18272",91,4,25
"711",109,1,16
"8379",150,18,65
"11671",149,18,43
"5195",154,7,46
"3043",120,9,35
"16033",115,9,40
"3829",124,10,39
"6146",142,13,40
"11544",150,18,66
"13531",138,16,53
"3354",122,11,37
"15926",125,6,40
"14965",130,11,47
"7520",144,16,59
"11181",154,23,69
"19266",101,1,8
"9316",160,17,46
"5426",80,10,30
"19699",92,0,8
"10596",161,22,77
"6574",182,14,53
"4255",129,6,41
"5886",135,14,50
"13248",146,10,66
"1078",106,2,21
"11456",151,18,85
"11469",151,18,66
"17432",74,8,32
"6869",145,14,55
"16533",122,8,37
"15598",127,10,42
"17770",114,6,29
"3091",120,7,35
"19488",97,0,12
"17646",115,6,30
"18581",108,3,23
"759",102,1,17
"19318",135,1,14
"11790",148,18,64
"2952",109,9,35
"10353",166,23,82
"8756",173,19,68
"8657",152,19,67
"19362",100,0,14
"515",99,0,9
"5875",135,10,49
"16039",101,12,40
"9856",173,23,73
"3983",97,11,40
"9197",158,17,98
"12986",140,20,56
"1878",89,4,28
"4684",129,10,23
"19566",96,0,14
"13838",136,13,51
"17748",115,6,29
"12373",119,22,60
"6701",143,14,54
"6903",140,14,41
"7933",147,17,61
"14",68,0,0
"12578",100,16,29
"14526",132,12,47
"19460",98,0,12
"17515",116,6,30
"16467",123,6,37
"4100",164,9,41
"6387",98,13,52
"18803",138,3,21
"3431",102,8,37
"8261",149,17,64
"10224",145,25,86
"5958",135,13,26
"13038",116,17,55
"14786",115,11,46
"6002",135,13,50
"2761",118,7,24
"16673",122,8,36
"2496",117,6,32
"1005",105,2,20
"19654",93,0,9
"5658",165,12,48
"19755",125,0,6
"336",123,0,8
"11983",147,22,62
"8245",149,12,64
"15080",130,13,44
"4763",129,9,44
"7489",144,15,59
"18435",71,4,24
"6351",137,10,32
"11007",157,20,71
"16561",122,11,37
"16480",122,7,37
"2927",119,9,34
"11752",149,18,37
"10617",160,27,76
"10178",136,26,114
"15834",126,11,32
"1297",108,4,21
"6665",139,14,70
"11948",147,17,62
"3733",124,9,39
"7447",144,19,58
"11467",203,14,66
"18633",108,3,22
"6812",140,14,55
"14890",131,10,45
"12978",157,17,81
"14687",132,12,46
"1391",148,3,31
"5594",157,12,48
"4680",165,12,44
"16719",169,10,36
"2054",114,5,29
"2814",119,5,34
"7086",142,16,56
"4953",130,8,35
"19848",86,0,2
"242",91,0,5
"14705",132,12,46
"11956",147,19,62
"14667",132,12,53
"11490",151,20,80
"130",86,0,0
"12115",146,22,61
"5855",174,13,49
"1870",113,4,28
"16524",122,8,37
"3627",123,8,38
"15770",126,8,46
"5668",134,12,25
"19238",101,1,16
"7615",96,16,60
"15706",126,10,27
"13756",136,14,45
"7490",144,9,59
"8186",148,13,63
"9629",186,23,72
"8981",119,20,86
"626",100,0,14
"119",85,0,0
"10522",162,22,108
"1233",107,3,22
"16814",106,8,32
"18502",78,4,23
"18288",129,4,25
"19470",98,0,12
"19534",96,0,15
"10989",152,17,71
"5315",119,9,59
"2795",92,7,50
"16755",121,8,36
"11780",148,15,64
"4275",113,9,42
"8097",148,11,63
"1111",106,2,15
"16373",146,7,38
"173",88,0,2
"7672",138,12,60
"8985",156,20,71
"17159",119,8,42
"14814",127,11,46
"8960",156,20,74
"17967",113,4,28
"8387",150,21,65
"14781",131,13,46
"15789",82,10,53
"5811",134,12,49
"19923",81,0,0
"15241",129,15,44
"12464",144,22,59
"105",84,0,0
"326",92,0,8
"3668",123,8,38
"19974",57,0,0
"12183",194,15,61
"4072",125,9,55
"18476",109,4,24
"3257",121,8,36
"5616",133,12,48
"5081",131,15,46
"14706",132,12,46
"18103",112,5,30
"1433",109,6,28
"15899",106,11,40
"15312",101,7,55
"2746",118,7,33
"1719",112,4,27
"864",140,1,18
"5472",133,12,48
"14848",131,11,27
"3075",104,7,35
"19903",83,0,0
"19376",86,0,18
"16483",135,7,37
"10116",175,27,91
"11542",150,16,57
"4034",170,8,40
"11820",148,20,63
"4698",129,10,44
"13770",136,13,51
"12252",145,17,60
"4996",130,11,45
"4646",127,10,43
"2965",119,8,35
"8421",150,18,65
"16950",120,7,35
"4006",125,9,40
"8418",166,18,65
"9750",169,24,84
"2569",96,6,32
"9121",213,20,103
"16295",124,11,38
"2046",114,5,29
"4024",125,12,40
"6008",166,13,49
"356",126,0,11
"6615",172,14,54
"11448",151,19,66
"5863",135,12,40
"14782",131,7,46
"6501",144,13,53
"15395",128,10,43
"2100",114,5,30
"17576",76,5,45
"19516",97,0,11
"8677",153,13,68
"12348",144,10,60
"4954",130,11,64
"12016",157,17,62
"13108",87,15,55
"10627",106,22,95
"13069",140,9,55
"14134",134,18,49
"6070",136,13,51
"7478",144,15,52
"9220",130,21,74
"9306",160,16,75
"10886",157,20,72
"5044",157,11,45
"3276",164,8,45
"3193",121,8,36
"8300",95,19,64
"17355",117,7,32
"5924",135,13,50
"1876",113,4,28
"12149",146,17,78
"6437",126,13,53
"8257",171,17,64
"18173",78,6,26
"12052",146,15,44
"3966",125,9,40
"8314",149,18,53
"15908",125,9,40
"10497",162,16,78
"4052",125,9,40
"12485",121,11,59
"6268",137,9,54
"14680",132,12,46
"18323",111,3,25
"18393",110,5,24
"12436",144,16,59
"14711",131,15,46
"13633",137,19,27
"519",98,0,13
"1697",112,4,26
"165",88,0,2
"19224",102,1,16
"1475",110,5,28
"13218",139,11,54
"18092",112,5,27
"19789",83,0,6
"9592",165,17,41
"8492",151,18,66
"5561",133,9,48
"12664",91,14,57
"16753",121,9,36
"19407",99,0,13
"17507",116,5,31
"12864",141,15,55
"7008",141,11,56
"5366",132,11,47
"4661",129,11,43
"1541",110,3,20
"5685",134,15,49
"15140",129,11,44
"10368",165,23,103
"11004",156,20,71
"15319",128,10,43
"7652",145,16,60
"17881",114,4,32
"19415",117,0,13
"17489",132,5,31
"19768",89,0,4
"15950",125,9,40
"10319",166,26,82
"12765",197,11,57
"2891",110,7,34
"16437",123,8,37
"19436",89,0,13
"346",94,0,9
"7549",144,16,59
"7909",147,16,61
"12040",147,17,62
"16985",94,7,34
"1836",112,5,28
"15436",144,10,43
"17250",118,7,33
"2584",117,7,32
"19637",58,0,13
"9435",162,22,77
"6294",137,11,37
"11273",153,19,68
"8910",155,20,70
"13606",109,14,52
"4266",175,9,53
"9829",172,28,88
"2863",119,7,34
"865",103,1,18
"4225",97,9,41
"14043",135,13,50
"18195",111,6,26
"3656",123,8,38
"3601",123,8,38
"11197",146,19,95
"5175",131,11,46
"3147",120,7,40
"13542",138,12,52
"12523",143,15,58
"1213",107,4,22
"19926",81,0,0
"18920",105,2,20
"3678",123,7,38
"1451",111,4,24
"14114",105,13,49
"19327",112,0,15
"15029",130,14,45
"16006",125,6,39
"15669",163,10,41
"13991",135,13,50
"9800",123,31,64
"10105",127,27,92
"14910",130,9,45
"2401",98,6,38
"2420",116,6,41
"15448",128,10,43
"7818",146,15,88
"5184",131,11,29
"17022",140,7,34
"15726",126,10,41
"1816",112,5,27
"37",78,0,0
"9621",171,31,119
"16031",125,9,40
"13704",137,16,52
"14774",131,11,46
"6259",148,13,73
"10576",161,25,72
"676",101,0,15
"6598",139,19,53
"178",88,0,3
"13851",136,13,51
"19951",79,0,0
"13947",135,13,50
"8836",154,19,69
"8250",98,23,64
"17501",116,6,31
"17706",115,6,30
"5673",134,12,49
"2345",81,6,31
"18348",144,5,25
"3898",125,9,40
"3429",122,5,37
"5481",136,14,48
"13058",140,15,77
"14817",131,10,46
"6363",137,13,52
"3518",122,8,37
"4002",125,9,40
"4666",84,10,43
"6522",138,14,53
"1530",67,4,25
"1799",112,4,27
"5752",134,12,49
"3383",122,6,37
"9711",168,24,83
"172",61,0,2
"52",79,0,0
"19447",98,0,13
"11591",150,20,79
"9872",174,29,89
"3308",121,9,18
"4867",161,11,66
"1100",106,2,21
"16510",122,8,37
"5661",134,12,49
"13029",140,15,55
"6610",139,14,70
"6769",140,14,54
"5487",133,12,62
"7428",138,15,58
"4460",100,10,38
"10460",163,22,62
"3640",123,8,38
"7801",146,16,81
"7635",145,14,60
"2092",114,5,24
"16380",123,9,38
"8674",153,19,68
"12743",141,14,78
"7548",144,16,59
"11103",200,27,56
"16748",121,7,36
"14309",127,12,49
"11173",128,19,69
"8868",155,19,69
"664",77,0,15
"4739",129,10,44
"2125",127,5,37
"19017",123,2,23
"5684",134,12,49
"9815",171,26,87
"3960",159,9,40
"18276",111,4,25
"7081",142,19,56
"8158",148,17,63
"13502",138,14,67
"15504",127,12,47
"5650",134,12,26
"17811",114,6,29
"13304",139,14,43
"13933",135,13,50
"5611",133,16,48
"4950",130,11,45
"11799",90,17,63
"14479",142,12,48
"2770",118,7,33
"4069",125,9,21
"18230",76,3,26
"11071",155,26,70
"503",97,0,12
"8003",147,17,92
"3187",121,8,19
"17221",106,7,33
"18281",111,5,25
"6043",136,18,48
"9703",172,21,83
"17593",116,6,30
"16641",122,5,34
"9185",158,21,73
"7411",196,15,58
"6539",138,14,53
"8183",194,20,63
"9186",161,24,73
"12374",144,16,64
"8965",156,20,71
"14488",133,12,38
"8802",154,19,69
"9272",159,24,98
"18156",112,5,26
"9134",143,19,72
"1034",105,2,26
"18401",110,5,24
"18759",72,3,21
"15359",128,10,43
"9787",170,25,86
"6652",139,14,54
"15984",125,9,24
"18617",108,3,23
"16749",163,10,36
"542",116,0,13
"6407",138,13,71
"15108",129,7,35
"11915",185,17,63
"2990",119,7,35
"16346",123,9,38
"7181",142,16,57
"15461",174,10,42
"85",83,0,0
"8925",155,18,70
"16726",121,8,36
"9150",158,21,95
"1205",107,3,22
"19635",114,0,9
"17043",119,7,34
"5618",133,8,51
"15965",125,9,40
"11043",155,20,70
"16973",120,7,34
"10623",175,24,76
"7065",141,15,36
"2354",116,8,17
"16301",85,7,38
"2361",116,6,31
"1019",105,2,20
"3535",103,8,38
"6275",137,9,52
"11680",149,18,75
"5077",131,14,45
"6065",136,13,51
"7685",145,16,60
"6245",87,10,63
"2348",116,6,37
"9512",163,23,55
"1777",112,5,27
"9911",177,27,92
"18019",113,6,27
"2834",119,7,34
"295",92,0,7
"2038",114,5,29
"6859",176,14,55
"14522",181,12,47
"4636",129,10,46
"64",91,0,0
"3992",125,9,40
"8835",154,19,42
"14311",133,13,48
"18982",104,2,27
"9274",159,25,74
"18421",110,4,24
"9737",169,24,84
"8987",156,20,98
"19394",67,0,9
"12807",141,17,57
"10295",150,24,83
"13207",139,14,54
"16717",130,6,41
"17389",117,7,32
"9487",163,22,102
"12126",146,17,61
"5824",135,12,49
"13220",139,14,54
"14698",132,12,46
"13745",92,12,51
"15750",126,10,59
"8238",149,17,41
"1194",107,3,17
"8395",175,23,65
"13065",190,15,68
"4325",127,10,42
"7244",142,16,82
"10269",185,24,84
"10206",134,28,87
"16117",124,9,39
"1921",92,5,20
"5241",103,11,46
"14323",133,12,48
"13806",136,13,51
"8497",151,13,41
"18897",105,2,14
"3405",122,8,37
"8843",154,16,69
"12181",146,17,61
"9697",168,28,83
"3258",121,9,36
"15633",127,10,50
"1023",128,1,20
"14568",132,15,47
"17585",116,6,31
"4260",126,13,31
"16894",120,9,35
"12504",143,12,59
"19203",102,1,16
"17499",84,6,40
"18036",113,7,27
"661",100,0,15
"11875",148,22,63
"6258",137,9,66
"15135",129,12,54
"4065",125,9,40
"13772",136,8,51
"8983",156,20,60
"8464",151,18,43
"6662",97,14,54
"5151",131,11,28
"19304",100,1,11
"2360",116,4,39
"14974",130,11,45
"18724",65,3,22
"18415",110,5,24
"15681",127,10,41
"15161",129,11,50
"19933",81,0,0
"4603",128,11,33
"9013",156,20,71
"17385",117,9,32
"18848",106,2,19
"7707",145,16,60
"18818",106,3,14
"1833",112,4,28
"2240",115,5,30
"13863",136,13,51
"7621",96,16,58
"14454",133,12,48
"230",56,0,5
"13568",137,14,52
"10956",156,22,72
"15933",117,9,37
"1093",96,2,21
"16643",122,9,36
"6179",177,18,51
"15863",126,9,40
"17060",119,7,41
"7761",164,16,60
"14985",130,11,45
"16148",124,9,41
"3294",165,8,36
"622",81,0,15
"16008",125,6,40
"6702",139,14,50
"349",94,0,9
"13270",126,19,54
"13935",135,13,50
"13173",139,14,54
"17023",119,7,34
"12157",146,17,61
"4288",127,10,42
"1507",110,3,27
"850",103,1,18
"5667",134,12,49
"14678",132,12,46
"18746",107,4,21
"6477",119,13,53
"11958",147,17,62
"13969",135,18,73
"6847",140,14,53
"10428",164,23,80
"2729",118,7,23
"14066",135,13,50
"5004",130,8,45
"9789",207,19,86
"15749",126,12,41
"11588",160,18,65
"17376",74,7,32
"9720",168,21,84
"14653",132,16,50
"15796",136,12,41
"10009",194,33,55
"15886",126,9,35
"18205",111,4,26
"1482",110,4,25
"254",91,0,5
"13978",115,12,50
"16528",122,8,37
"8959",156,20,70
"7657",145,13,64
"16948",120,7,35
"12998",140,15,56
"6991",141,11,56
"13973",135,16,50
"12859",141,15,56
"2157",115,7,30
"13290",139,14,54
"7176",142,15,81
"5560",151,12,48
"1343",109,4,23
"9033",209,20,71
"3482",122,8,37
"19799",71,0,4
"672",101,0,18
"13751",108,13,51
"7140",142,16,57
"1065",106,2,21
"16174",124,9,39
"6191",121,13,49
"19419",99,0,13
"4818",130,9,38
"15419",177,12,43
"7852",179,16,61
"1979",113,5,25
"6368",137,15,69
"5066",131,14,31
"5665",134,12,49
"11282",153,26,68
"13460",133,14,50
"10457",163,26,79
"1006",110,2,20
"18606",108,3,27
"11226",205,12,68
"18846",106,2,20
"11970",147,17,62
"18733",107,3,21
"17985",122,5,39
"10387",165,23,81
"15674",127,9,38
"18136",71,5,39
"3818",124,9,39
"11996",103,17,62
"16929",120,7,35
"4165",126,9,22
"7145",114,15,57
"13641",169,13,52
"10125",111,26,120
"1338",83,3,23
"10861",148,20,102
"19442",75,0,13
"10167",172,26,65
"5898",160,12,66
"19787",88,0,4
"16457",123,9,37
"16128",124,9,42
"17872",126,5,15
"18475",106,4,24
"5828",103,16,49
"212",90,0,4
"10397",122,23,81
"6989",168,14,56
"4087",126,11,28
"15133",120,11,44
"11635",161,18,65
"907",104,1,19
"9949",180,29,95
"5604",133,12,48
"8018",147,17,62
"5894",135,12,57
"10474",163,31,60
"5186",85,10,66
"13832",136,13,51
"15809",126,10,41
"6023",136,13,50
"18815",67,4,21
"15997",125,9,39
"13320",139,14,54
"5558",133,12,48
"13975",123,13,45
"17551",116,8,31
"16904",120,8,35
"14029",135,13,50
"4441",127,10,22
"2214",141,6,30
"18616",108,4,28
"5333",136,11,47
"11717",149,20,64
"10967",156,21,88
"8947",156,18,70
"16395",123,9,26
"10297",167,24,45
"13458",138,14,31
"10241",169,28,85
"14559",132,12,31
"18050",154,5,27
"11566",132,18,65
"6341",137,12,54
"14761",131,11,28
"13718",137,13,52
"6529",138,9,53
"15650",127,10,41
"4046",118,6,54
"8519",151,23,66
"4757",129,10,44
"6299",137,13,52
"5435",133,12,47
"16387",123,9,38
"11285",152,19,68
"7878",146,16,55
"10994",156,20,61
"4212",158,9,41
"9029",104,20,71
"531",98,0,13
"6110",90,17,51
"9831",172,26,88
"16432",123,8,22
"8087",123,17,55
"2648",118,6,33
"8804",154,19,75
"19",73,0,0
"2842",119,7,22
"3415",122,8,33
"6163",123,13,31
"5841",135,11,49
"10724",159,21,75
"994",105,2,17
"1480",118,4,32
"9742",142,24,84
"6310",119,13,66
"5111",131,11,46
"6929",141,19,55
"11483",151,18,66
"17866",114,5,29
"15171",129,14,36
"10096",176,27,92
"8079",148,16,63
"17426",117,6,31
"19174",102,1,17
"6855",140,18,55
"5941",135,13,50
"2957",119,7,45
"11504",151,17,66
"12802",141,15,57
"15607",122,10,42
"14797",113,15,64
"19489",97,0,13
"15495",127,10,38
"18881",74,2,20
"4616",128,10,29
"11207",153,19,69
"2482",116,6,32
"13600",137,17,52
"3985",130,9,40
"9609",165,23,78
"490",97,0,18
"13255",139,14,54
"4861",130,9,44
"9008",208,20,71
"344",89,0,5
"2254",115,7,22
"16340",123,9,38
"10839",157,21,57
"7924",147,18,64
"17405",130,7,31
"12260",172,16,60
"17941",139,7,28
"15425",128,10,43
"472",97,0,12
"16132",124,9,39
"964",83,3,19
"14587",132,12,47
"16360",123,8,38
"5037",131,11,45
"10440",164,23,98
"3815",124,9,39
"17995",113,5,27
"13791",136,10,60
"5515",133,12,31
"17253",118,7,25
"9961",236,29,97
"11294",152,19,68
"6878",140,14,55
"16708",152,8,36
"4841",130,10,44
"11415",151,19,67
"15826",126,10,41
"14277",134,12,49
"12321",145,16,60
"2968",116,7,35
"7223",142,20,59
"13778",136,9,70
"12318",145,16,68
"7028",90,15,56
"16892",120,6,19
"11612",150,19,52
"12694",85,15,84
"1329",147,4,23
"10362",136,24,81
"12270",145,22,60
"6827",140,16,55
"17962",91,6,31
"2188",115,5,30
"15785",126,10,41
"949",104,2,16
"3933",150,12,40
"11331",152,16,68
"14122",134,12,49
"9968",169,29,98
"2913",119,7,34
"1483",66,4,13
"6783",140,14,54
"5595",133,16,48
"5636",134,12,48
"719",101,1,16
"2938",119,7,30
"15413",97,10,35
"18924",105,3,20
"87",83,0,0
"10790",169,21,74
"19806",88,0,3
"15442",128,10,43
"18481",109,5,24
"3784",87,9,56
"7069",141,15,56
"11778",148,18,64
"3503",122,8,38
"15412",128,10,43
"3239",121,8,36
"15946",125,9,42
"2150",115,7,25
"9632",166,26,81
"9458",162,22,107
"12522",143,21,58
"29",76,0,0
"4482",128,8,42
"7950",147,13,62
"10779",219,21,74
"19348",68,0,14
"1850",126,6,28
"5452",133,12,47
"5723",134,12,32
"15941",125,12,40
"9588",173,17,80
"6123",136,13,44
"14137",134,13,49
"16191",124,6,39
"2783",118,7,26
"9662",167,27,82
"1629",111,4,26
"2410",116,6,28
"276",92,0,7
"3259",75,8,36
"18691",107,3,20
"596",95,0,14
"19844",86,0,2
"9446",190,15,77
"8784",112,19,69
"12696",142,15,57
"10592",161,22,77
"17235",118,7,33
"10122",174,26,84
"11881",184,23,63
"8792",106,19,69
"4766",167,10,62
"10090",176,27,67
"10236",207,32,86
"16841",120,5,35
"17483",114,6,31
"7634",145,16,60
"15844",126,12,59
"3862",146,10,39
"14286",134,13,58
"2712",118,7,29
"5701",134,14,49
"16504",122,8,37
"15169",129,13,29
"14426",133,12,48
"11195",153,18,61
"18887",106,2,20
"1253",108,3,22
"12317",145,16,60
"16254",124,9,54
"3608",123,8,38
"6544",86,19,53
"12683",178,15,68
"6223",137,13,51
"14387",133,16,37
"17308",118,7,30
"16846",124,8,35
"12136",96,17,61
"10262",168,24,81
"18302",111,5,15
"9302",160,21,88
"18000",124,5,20
"5490",133,12,48
"17460",116,6,31
"3410",122,8,37
"15894",126,6,40
"18596",108,3,23
"9020",156,20,71
"12949",117,15,56
"13749",136,13,51
"4672",136,10,43
"8358",138,17,65
"215",124,0,4
"5557",133,8,48
"10142",173,26,90
"10856",116,21,73
"3437",77,8,37
"13790",136,12,30
"3881",124,9,39
"2222",115,8,32
"4986",130,11,45
"11761",149,18,64
"10520",122,22,78
"7508",144,16,59
"13508",167,14,53
"17854",114,5,29
"5272",132,11,46
"11628",150,18,65
"12646",142,17,58
"13329",148,14,70
"2067",114,5,29
"16030",125,9,40
"19747",90,0,6
"5598",133,12,48
"2391",152,6,40
"1468",103,4,24
"17825",114,6,29
"5394",132,11,39
"18711",107,3,22
"908",104,1,16
"18795",101,3,21
"533",98,0,9
"18350",110,3,25
"14087",135,13,50
"7389",143,15,58
"7968",196,17,62
"14811",131,14,46
"17145",119,7,34
"15716",126,10,38
"9938",180,28,95
"202",89,0,4
"5057",131,10,45
"3372",122,7,37
"9695",167,26,122
"11977",147,17,62
"18962",105,2,19
"3319",121,6,37
"10459",139,25,68
"8498",151,18,37
"17158",119,7,33
"891",104,1,19
"14289",134,12,49
"6273",137,13,52
"12911",141,15,56
"6713",139,16,63
"7521",144,20,59
"17",70,0,0
"4789",129,11,44
"13865",136,12,51
"2078",114,5,29
"5893",135,12,45
"866",73,1,18
"13060",140,15,81
"15113",129,14,44
"14429",166,14,48
"10645",180,26,64
"19798",88,0,4
"17701",115,6,30
"19590",65,0,10
"177",65,0,4
"4851",130,11,50
"10565",161,25,93
"17968",113,6,28
"19241",101,1,11
"13522",138,14,64
"17570",116,6,31
"5152",131,10,46
"16253",138,12,38
"4640",129,10,43
"9403",161,22,70
"10093",176,23,92
"11846",148,17,63
"4870",130,11,44
"11637",149,18,65
"6493",138,13,53
"11617",190,14,79
"19555",96,0,11
"15531",127,10,42
"3015",120,7,42
"624",100,0,14
