CUSTOMER_NBR,STATE,ZIP_CODE,SHOPPER_SEGMENT_CODE
187631,PA,18040,3
644311,PA,17408,4
514659,TX,79549,4
521838,AL,36769,4
321314,CO,81006,3
81340,WI,54002,4
570748,NY,13323,
226531,CT,6118,
347766,NM,88101,3
326598,FL,32504,
588802,NV,89102,1
475225,MS,39157,2
669067,AZ,85234,
730403,FL,32771,1
371846,CA,90731,
557639,MN,56013,
263396,MO,64083,1
407366,GA,30642,2
352527,IA,51104,1
188735,CA,95746,4
615111,CA,95461,4
547288,MI,48091,3
404998,MN,55447,
320833,CA,91304,4
409951,NH,3561,5
580430,NY,10463,3
554210,NY,11419,
62310,OH,44312,1
623165,PA,19604,4
301378,NJ,7033,
647801,NY,11203,4
423810,NV,89144,3
284806,CA,95519,1
159690,UT,84063,
137959,FL,33323,
133270,OH,44077,
538133,CA,92346,5
558116,MA,1908,4
457136,NJ,7604,5
124945,NJ,8234,4
450100,NY,11550,3
426332,CA,95358,3
379486,TX,78550,1
235563,CA,95037,
449144,MA,1089,3
601234,NJ,8240,3
306292,AZ,85032,
364467,OR,97009,1
206352,CT,6114,1
569106,TX,75115,1
621288,NY,12205,3
188250,PA,17314,1
252776,NY,11740,3
455650,OH,45431,
641693,OH,44281,5
434435,WV,24872,3
649125,NY,12748,
349265,PA,18643,3
114703,NY,13662,1
173056,MI,49740,5
605446,CA,94015,3
486800,MS,39401,
381336,WA,98032,
693476,CA,90047,2
310280,FL,32780,1
473701,TX,76044,1
637048,GA,31005,2
215873,IL,60030,
581594,NV,89139,4
59613,PA,15227,
464012,FL,32765,3
698172,WI,53402,
22580,FL,34668,3
146404,AL,36067,
505060,IA,50511,1
66998,MN,55981,4
606286,SC,29651,
636307,MO,63130,3
263292,PA,18302,1
730678,CA,92833,2
483075,MD,20640,
398000,IL,60618,
155575,OH,44062,
241153,MD,21133,1
482668,GA,30013,1
629295,PA,19382,
728568,FL,34232,3
196903,TX,79938,2
726165,FL,34655,1
93634,AK,99919,1
620853,OR,97801,
560131,NJ,7013,5
208610,CA,95301,1
390211,OH,44094,3
532825,CA,92203,2
146318,AK,99669,
497720,NJ,8873,1
91931,OH,45680,1
716953,NJ,7080,3
485631,CO,80128,
382980,NY,11694,2
165377,DE,19720,1
25703,MD,20748,3
615979,TX,78002,
426353,WI,53532,
94619,IL,60148,4
99999,AR,72554,1
249671,SC,29574,3
293658,TX,78251,
130467,FL,32937,3
419477,SC,29673,1
23968,MA,1841,
441,NM,88253,4
503456,GA,30518,5
719355,IL,60404,4
647702,MI,48505,1
334747,TX,79079,3
542640,TX,78233,1
705575,KY,40175,1
559037,GA,30213,3
27118,FL,33322,4
488408,VA,22578,1
503503,NJ,7885,3
191195,MA,1571,3
416731,FL,33410,5
657262,PA,18704,2
610630,NY,10983,3
313545,OH,44030,1
549550,IN,46064,1
545372,TX,76050,4
558287,GA,31023,2
578660,MD,21001,
367177,CA,95662,4
52599,MI,48085,
100246,PA,19406,3
67070,IL,62703,4
28475,NY,13760,
76722,OK,74005,4
208244,OK,74104,
164240,OH,44035,5
160199,MI,48185,1
360736,PA,19311,4
631704,CA,90744,3
678838,MA,1118,
210845,PA,18657,
209712,FL,33803,3
598777,TX,75234,1
698458,CA,95307,5
445993,IL,60651,3
338198,NY,11414,3
76313,CA,93311,4
439167,OH,44095,2
105970,CA,92335,
441937,HI,96708,2
412929,TX,77575,1
339157,CA,94619,3
519367,WA,98671,1
106641,CT,6488,
10790,OR,97034,4
79871,CO,80906,1
72179,TX,75212,3
629024,VA,22737,3
539495,WI,53050,5
426048,TX,77099,1
360764,PA,17268,4
587442,TN,38104,
484852,OR,97055,
603814,MO,65251,
459873,VA,24333,4
291240,FL,32822,4
700067,MD,20853,3
597345,IA,50616,1
295753,CT,6380,
72663,MD,21795,3
625691,NH,3077,4
190992,NY,12603,
147629,NJ,8093,
561099,FL,32714,1
478567,NC,27406,3
260211,OH,44221,1
26494,PA,19136,
452201,CA,91941,4
356366,MN,55407,3
38262,LA,70072,3
137694,CA,92591,
143542,OH,45209,
285542,CA,94806,3
653764,NJ,7436,5
346906,TX,75082,1
746887,IN,46804,1
139507,MD,20874,
168801,NY,11354,3
411288,TX,79764,1
409361,MS,39204,1
396266,NY,11741,5
81917,MI,49038,3
62582,NC,28323,1
43301,MA,1937,3
194905,CA,92119,3
352581,FL,33813,1
455253,PA,18969,
218107,NV,89148,1
435909,VA,20164,4
85547,OH,45133,1
610207,MA,1543,
279479,SC,29570,
58906,SD,57638,1
5453,MA,2532,4
376760,CA,93455,3
345355,CA,90220,1
446933,NC,27546,1
150420,TX,79932,
44986,NV,89103,
464714,FL,32824,3
346477,MN,55124,3
649551,PA,19001,5
217017,CA,90807,2
455047,MA,2451,3
96028,FL,33175,
509850,LA,70344,3
680220,MI,48220,
143338,NY,12306,1
259650,NE,68854,3
350725,IL,61822,3
239336,NY,11735,3
126986,MO,63144,
2729,TX,77064,1
552362,VA,23875,1
273955,MA,1905,3
421650,OH,44306,3
584482,OH,45050,1
500797,MA,2151,
314867,OH,44820,3
600540,VA,24014,3
43980,NY,11105,
565270,NJ,7036,2
638547,NJ,7042,1
123029,NY,11768,1
297374,IL,60620,1
381125,VA,23238,
348537,CA,95307,3
233913,OH,44906,
339485,FL,34293,2
254862,NY,11414,3
673801,KY,40391,1
235669,NJ,8234,4
498480,TN,37813,
67862,NY,10471,1
9201,CA,94517,3
318373,WA,98531,4
51716,SC,29720,1
364885,NY,11216,3
23982,VA,24612,3
320138,NJ,7072,1
575235,NC,27292,
227127,HI,96740,2
20036,MI,48045,3
571984,VA,22152,3
595431,SC,29365,5
35094,PA,16852,4
305884,CA,91761,5
574170,KS,66049,4
410529,PA,19530,5
119157,NC,27405,3
274026,VA,24370,
377373,MD,20905,3
159290,CA,94080,1
529614,KY,42041,1
34112,NC,28655,
399097,CO,80915,2
491187,OH,43207,
166035,FL,33618,1
727426,MI,48624,3
430817,NY,11375,3
650784,OH,45385,1
64007,NC,28334,5
251744,CA,91741,3
175593,TX,77479,5
121998,PA,17268,3
693240,MD,20886,
685399,MD,20866,
37663,AZ,85622,4
215950,NC,27239,
572359,NC,28572,
501999,NC,28715,5
574943,MN,55076,3
496924,NY,11213,1
390113,CT,6067,
393078,ME,4072,
346680,CT,6480,3
373851,VA,24486,4
265014,CA,93105,
175208,NC,28562,2
320144,NJ,7974,
511514,NJ,8753,
578043,MI,48879,
438334,PA,18436,1
390411,NM,87501,3
284758,NY,10472,3
25678,GA,30269,1
505957,TX,78231,
167489,KS,66212,5
326555,TN,37421,4
641917,IL,61201,
63075,OK,74852,3
530964,MI,48038,3
118553,OK,74019,3
742931,LA,70446,4
417804,DE,19808,3
251186,PA,15132,
693093,CA,90815,5
723188,WA,98038,3
40056,IL,60921,1
634472,SC,29802,3
46423,NJ,8822,1
492478,MS,39364,
311052,HI,96819,
522461,PA,16823,2
630792,MD,21224,3
712259,NJ,8648,3
635055,NY,11234,3
31772,CA,92234,2
528062,PA,15228,
586324,CA,92404,
175789,OH,45324,1
389118,FL,33703,
522464,AK,99516,1
206477,NY,12452,5
42162,MT,59701,3
465117,MA,2368,1
266623,UT,84121,3
461412,PA,15401,
172293,VA,22556,2
11703,OH,44094,
632064,VA,20135,3
645201,VA,24382,1
303368,TX,77043,
435963,NJ,7028,3
29080,VA,23455,3
132983,WI,53222,3
666716,NC,27370,1
546480,MN,55906,1
190248,SC,29732,3
136862,FL,32211,2
175560,OH,43056,1
321711,TX,76258,4
520144,CA,92504,4
251407,AL,35763,
108580,SC,29710,1
393302,MA,2445,
570578,PA,19061,
18915,MD,21078,3
550108,NY,14225,5
123663,PA,17320,
293787,NY,14464,
189957,IN,46818,2
442485,CA,94519,3
565184,AL,35740,4
69853,WA,98329,3
641044,PA,19446,1
706830,FL,33859,3
269188,ID,83711,3
492603,NC,27530,1
704931,SC,29621,1
65391,NC,28303,5
313612,SC,29420,2
121657,TX,78626,2
637932,CA,94513,
230897,RI,2920,3
393968,TX,75454,2
274190,TX,75220,1
91799,IA,50126,4
626860,CA,96001,3
47905,OH,45251,3
228706,PA,19073,3
653740,WI,54757,4
32226,AZ,85225,3
648215,NJ,8037,1
391978,NC,28303,3
259112,PA,18974,3
425783,AL,35215,3
692228,NY,11373,
267511,CT,6001,4
413180,MI,48420,4
601486,IL,60636,1
242662,IL,60181,3
519612,OH,45240,
735073,NJ,8723,
660421,MN,56472,4
612876,OH,43232,3
301106,NJ,7860,
709085,GA,30126,1
552680,WA,99354,1
355547,TX,78748,1
300699,IL,60152,3
321084,GA,30341,2
120172,AL,36092,2
419584,MI,48708,3
161452,CA,95688,1
22367,PA,19008,3
203954,NJ,8857,4
104421,CO,80004,3
163359,MI,48823,2
526709,WA,98103,1
14411,MO,63376,3
144224,FL,32909,1
292557,NC,27028,1
496433,IL,60620,
225084,PA,17013,3
390580,AZ,85255,
487889,LA,70763,3
365310,NJ,8618,3
353505,FL,33062,1
398657,IN,46149,
692688,OH,44842,1
312678,CA,92870,2
549204,TN,38501,4
613464,NC,28146,3
685595,KS,66606,
366536,NC,28314,
175624,MA,1570,3
105154,LA,71037,1
267123,FL,33009,5
36102,MI,49446,2
653929,FL,33902,1
236038,NY,10469,4
72446,KS,67002,5
81146,LA,70634,5
696674,AR,72701,
60036,WA,98830,3
591570,FL,33578,1
234075,VA,22849,3
548379,IL,60515,
113551,PA,17366,2
382700,NY,11358,4
660386,WA,98270,3
312305,PA,19355,1
132963,MD,20784,1
108719,TN,37129,1
306376,KY,40515,
625999,WA,98133,3
718593,TX,78660,5
351520,NE,68901,4
242801,MI,48623,1
629420,VA,22435,3
37707,CA,90808,3
533844,PA,17578,3
411264,CA,94541,1
66753,WV,26047,3
301342,OR,97420,
328745,NV,89704,3
619097,MI,48165,5
323915,MI,48185,4
182457,TX,76014,
453236,TX,77009,1
451798,MS,38930,3
663291,MI,49058,
82815,WA,98406,1
463778,PA,16508,3
204899,CA,91604,1
129220,PA,19426,3
67734,NC,28546,
691156,NY,10308,1
731382,CA,94577,4
741871,MD,21224,
83959,KS,66007,1
14852,IN,46221,3
523569,CT,6511,3
268615,TX,78539,3
746447,NY,12008,5
154927,CA,95670,
510457,CA,93277,3
74209,AL,35475,3
747084,NY,14228,1
695023,MN,55356,1
660191,NY,11520,4
179,ME,4401,2
19804,CA,92883,4
741919,TN,37620,
660553,OH,45237,1
361317,NV,89406,
290314,CA,91770,3
327559,MO,65236,3
10933,MA,1923,3
1219,NV,89107,3
441475,CA,95361,3
380093,SC,29461,
149457,OH,43331,
194103,IL,61761,5
511914,NY,12590,1
274484,PA,18617,1
202757,KY,40033,4
567878,MO,63021,5
742956,FL,33573,
414051,FL,32225,
450567,PA,15045,
528335,CA,90019,1
299065,IL,60007,
391915,PA,19018,3
82654,MD,21084,1
240277,OH,44134,4
574608,AL,35750,
685479,PA,17403,
502785,OH,43011,3
278953,PA,17237,5
301904,AL,36109,
171119,CA,90640,1
52128,TN,37766,3
564410,NY,13733,
722799,FL,32725,4
610934,MD,20814,
145380,MA,1701,
2504,NE,69030,4
162197,TX,75033,
373658,NY,12134,4
217664,FL,32162,4
17044,OH,43026,2
140280,FL,32164,
548876,PA,19406,5
619220,CT,6109,4
224435,SC,29532,
14164,FL,32504,3
108153,PA,15102,2
727405,MI,48192,2
635741,PA,19115,3
585050,TX,79110,
563113,CA,92804,4
317410,CO,81212,3
4100,AZ,85022,
513279,IL,60617,1
271218,PA,17837,
31925,GA,31545,3
227029,SC,29579,
371711,CT,6018,1
665423,CA,94578,3
424645,PA,15216,3
543169,TX,78147,1
615109,FL,34974,4
191618,MD,21158,3
204431,WV,26070,
182278,MD,21208,
550288,FL,33126,1
746926,NY,10039,2
68785,NY,12208,1
74619,MD,21122,1
283415,LA,70570,1
632698,NJ,8332,1
399875,CA,91731,
264386,NJ,7730,4
443778,NJ,7607,3
630042,MS,39564,4
433712,CA,95492,3
302786,IN,46377,
716994,NY,11204,3
185088,IN,47715,3
406659,TX,77365,1
32769,MA,1929,2
188298,PA,19446,4
45217,MS,39645,
585626,CA,94509,
665202,MA,1432,4
692861,FL,33440,1
568946,MO,65347,3
465333,CA,95453,3
265253,VA,23235,3
700046,CA,90044,4
112495,NC,28337,2
552841,AZ,85390,1
591939,TX,77382,5
608821,TX,76051,3
408481,FL,33312,
151162,TN,38141,
33051,FL,33176,4
286089,NY,13685,
285580,PA,15332,
262218,NH,3222,4
316463,MI,49837,3
252089,TX,78230,1
199638,CA,93549,3
117550,PA,19083,
184341,FL,33415,3
634608,FL,32765,4
441900,NY,14304,
98071,MD,21755,
546669,NC,27408,4
581182,CA,93256,1
537883,MI,48858,1
15508,HI,96796,1
68537,PA,15102,2
505266,LA,70819,1
243390,CA,94568,5
448016,PA,18049,3
254387,MI,48096,1
555315,NC,27702,3
122543,TX,75068,
722784,TN,37604,2
14202,MA,1354,3
731650,NY,10528,3
461908,DE,19802,1
349258,PA,18640,3
265723,OH,44067,
334126,TX,77034,1
555814,KY,40906,3
133375,CA,95620,1
73837,NY,10473,
338755,NJ,8068,4
637581,NC,27325,3
727358,NJ,8055,3
573553,IL,60077,3
56726,OH,43228,3
421820,CA,94596,3
658262,CA,91360,
624161,IL,60008,5
325608,ME,4772,3
584955,NY,14626,5
595293,LA,71023,1
193894,MN,55109,1
130088,KY,41501,3
286645,MI,48189,1
104596,IN,46254,3
658439,NY,13041,
565558,PA,15221,1
519989,NC,27527,
590385,TX,77043,
276066,NY,14120,2
364497,OH,43207,3
5157,NC,28215,3
669700,GA,31632,3
185764,AL,36502,3
400798,PA,15090,
60476,NY,14092,1
370827,NY,13053,5
445633,CA,92052,3
328975,MO,63125,3
514575,CA,92606,
300705,CA,94131,
534264,IL,62883,4
4099,WV,25309,1
372493,FL,33414,3
384224,TX,76240,
325714,IL,62353,3
683891,NY,11561,
136961,TX,75054,2
724228,NV,89084,1
263346,TN,37659,3
630617,MI,48602,1
452555,FL,33510,1
388365,AR,72019,1
552394,GA,30470,3
182508,OK,74339,1
524009,FL,34688,
667151,IL,60544,
249014,PA,19083,1
695900,NJ,7082,1
235952,TX,75149,3
30677,CA,94131,3
508781,MI,48603,3
136023,TN,37742,
708303,LA,71477,4
129072,NC,28805,1
262653,TX,78410,
502974,CO,80218,1
132766,TX,78216,
290413,MD,20876,
112825,NY,14221,1
622882,TN,37310,4
153647,GA,30512,
657455,OH,44428,
338508,CT,6484,4
175529,NY,11209,1
490516,NY,10533,
258521,NJ,8730,3
391164,MS,38901,3
618752,VA,23221,1
27006,NM,87505,3
607721,FL,34990,3
150566,OH,44403,
269757,PA,19601,3
337900,KS,66202,3
290711,NE,69045,
153518,CA,90501,
747923,CA,95949,2
401679,MS,39565,4
385317,PA,19145,3
395453,PA,19403,5
436702,AZ,85269,3
41438,WA,98371,3
418122,NY,13856,4
305765,VI,824,
617516,CA,94578,5
118238,OR,97756,2
617815,NY,11550,3
62647,AL,35023,1
349181,FL,32619,3
642565,OH,45245,
101819,FL,33314,
176603,FL,32025,1
480851,CA,95834,
601254,NY,14204,2
666688,OK,73080,1
644120,GA,30310,
720890,MO,63701,1
163116,TX,77021,
724363,MI,48437,3
345937,AL,35404,
369503,GA,30277,
132934,MI,48316,3
218538,NJ,8401,
588190,VA,24015,1
90593,NC,28127,2
457127,NY,11421,
39620,CA,92663,3
61886,PA,19128,1
736102,FL,32064,1
462636,NY,10522,3
732614,CA,91977,5
558096,MS,39567,4
634770,IA,52003,1
158336,KY,40291,
422516,KY,41501,4
709426,FL,33770,
346614,NY,12809,4
63539,WA,98363,
626613,VA,20155,3
721638,CO,80220,3
2903,NY,12828,1
180016,MI,48230,3
731767,OR,97116,3
630369,KS,67661,4
309784,OH,45714,1
690338,NJ,8863,
421557,OR,97801,2
222585,MI,48855,4
387449,KY,41773,
425546,TN,37067,3
280252,IN,46184,5
705280,TX,76028,
186998,KY,42749,3
274126,NY,12901,3
276698,CA,95665,
260788,VA,22003,5
79306,CA,95356,4
5925,PA,17113,3
590144,NY,10029,1
197654,KY,42064,3
668984,FL,33055,
183365,NY,10990,5
443817,MO,63301,3
96868,TX,76012,5
80209,NE,68142,3
543932,TN,37825,
703045,WV,25701,3
266078,CA,91320,1
197614,PA,15321,
687290,FL,32210,
636138,WY,82716,3
17224,NC,27360,3
608799,MA,2151,4
35951,PA,16854,3
623055,FL,33437,4
731834,WA,98371,1
102523,NJ,8742,1
612122,PA,17061,3
676292,FL,32714,2
459551,MD,20637,3
486200,PA,19446,3
233513,TN,38358,4
682880,NC,27592,1
244812,PA,15301,3
304578,KY,41040,
100947,MD,21206,1
140465,OK,74107,4
32541,WI,53575,4
125380,NC,27545,1
319192,CT,6385,
245634,AL,35055,2
508576,MI,48161,1
314231,TX,75126,1
528992,PA,19038,3
202696,ID,83338,3
483728,NY,10027,
157400,PA,18332,
265306,TX,76112,3
366304,MI,48082,1
733499,MA,1095,3
565061,SC,29627,1
400293,AR,71901,
589557,MO,63701,
155619,ND,58703,
589745,MD,21617,
212316,CA,92886,
191658,MN,56007,3
612292,CO,80015,3
419376,MT,59808,4
44209,WI,53095,3
159009,WI,53803,2
50099,DE,19947,3
727795,NJ,7724,4
532579,NE,69357,3
19801,TX,78414,
56958,KY,40216,
618821,FL,33064,3
70490,MA,2466,5
68770,IN,47362,2
601577,CT,6824,3
354950,FL,34286,2
495457,NY,11563,1
726254,CT,6333,
7,MO,64424,3
328356,CA,95269,3
248836,NY,13052,4
626515,NY,10984,3
188643,NJ,7828,3
708689,NY,13601,5
657731,FL,34135,1
8395,OR,97330,3
319856,NY,14706,4
288055,TX,75042,1
100714,CA,90027,4
689635,WI,53926,
328021,CA,95111,3
112638,CA,94553,3
232624,IA,52404,4
307894,MA,1540,
555237,TX,75091,4
727439,NY,13502,
116903,NC,28001,3
107082,OR,97124,1
712841,CA,93274,1
403804,IL,62326,1
448297,NY,14580,2
741542,MI,48161,1
105667,TX,79045,2
720528,NV,89041,4
663792,IL,60805,3
43138,PA,16055,1
76670,IN,47601,1
72363,CA,93458,1
510993,KS,67218,
301806,CA,95356,1
691360,MI,49749,3
103821,SD,57103,1
33872,GA,30327,3
625277,WI,53151,3
51262,CA,93033,1
87373,CA,90303,1
373188,TX,75227,
490612,CA,95648,1
5115,MN,56304,3
383235,TN,37037,1
48246,MN,55616,4
189074,OH,45011,3
653694,TN,37211,4
275683,GA,30038,2
348363,TX,75633,3
402103,IL,62220,1
178973,CA,92677,4
583727,MI,48045,
83023,IA,52726,4
327040,NY,14814,1
78678,MI,48219,3
373490,PA,18504,3
412325,WA,98239,3
139506,WI,53511,
462662,PA,19064,1
207649,TX,79714,1
501459,GA,30152,4
670400,CO,81403,2
167836,MO,63115,1
369274,MI,48723,3
160274,NM,87027,
267827,FL,32303,
334410,OH,43138,
708257,PA,19015,4
61775,OH,43616,4
384856,FL,33908,2
218926,CA,92887,1
59259,MA,2645,
549626,AR,72113,3
423721,NY,11550,3
642892,TN,37923,3
662294,WV,25704,1
228314,TX,75098,3
699981,MD,21740,1
240669,NJ,8512,3
602454,MN,56081,
598013,MO,63368,2
632262,AR,71730,
35091,TX,78883,1
234781,MI,49120,2
640056,ND,58075,3
444390,MO,63376,3
383719,TX,77089,1
662100,TX,78382,4
98445,CA,91741,3
18278,IL,61262,2
54972,FL,32169,3
264808,OR,97219,
195776,TN,37185,4
648521,FL,32812,3
469720,NY,13760,5
737216,HI,96720,
696128,MA,1007,
625906,IL,60061,3
561156,NY,14221,5
507450,NJ,8844,4
472035,OH,44130,4
324481,SC,29501,2
70644,MS,39443,1
566802,GA,30296,
600015,TX,77005,5
688938,NC,27265,1
212587,NJ,7031,
294993,CO,80221,
31095,CA,95404,3
198344,OK,74560,1
274056,MN,56444,1
671637,WA,98203,
169004,FL,32570,3
94676,WI,54568,3
672678,IN,46123,1
182840,NY,11783,3
72260,IN,46808,3
602406,MI,48075,1
18967,MI,48316,
87767,RI,2840,3
268620,SC,29349,4
69092,WV,25040,2
67062,MI,48079,4
229566,WA,98404,4
264495,CA,95648,
80615,MD,20603,
65688,IL,60402,
706110,CO,81504,3
482873,GA,30179,1
682131,FL,33313,
343370,FL,32606,
493064,VA,22718,1
451575,CA,92660,5
421596,NY,10954,3
737214,TX,77016,
36032,KS,67138,
616773,MD,21144,2
508067,NY,10805,4
686892,FL,33884,
649116,NY,14850,
629237,VA,23887,4
403833,UT,84088,1
483047,FL,32205,1
574404,NJ,7094,3
126164,PA,15012,5
408649,CT,6461,2
707720,PA,17901,1
232418,LA,70072,1
249243,PA,16870,3
586844,NY,10701,
428491,MN,55077,1
496512,WV,25414,
593168,AR,71862,3
533435,NY,10469,3
143015,NY,13037,
598755,NY,12065,2
32687,CA,94928,4
93883,VA,23322,2
537603,PA,19067,1
141572,PA,17368,
351215,FL,33437,3
162810,CO,80817,
590377,AR,72903,
566168,CA,91301,
42792,NV,89509,3
261806,AZ,85711,1
632203,OK,74084,3
723909,VA,23602,3
509656,SC,29349,5
195429,CA,94582,3
394934,OR,97417,
702248,CA,90045,1
153446,WI,53115,
710170,MO,63122,4
265375,FL,32514,1
348022,NJ,7460,4
192262,NY,11783,3
363050,TX,75002,1
586414,MI,48054,4
674084,WA,98033,1
226570,MA,2379,
191350,IA,50662,3
446167,WA,98837,4
320310,WV,26003,4
122161,NC,27455,1
374629,MT,59720,3
176921,NY,14534,3
348028,MO,64112,1
600579,FL,34759,3
470324,CA,91602,3
663087,CA,91910,4
455165,GA,30458,3
533346,CA,95624,3
418665,NE,68136,4
208908,FL,32208,
362634,MO,63376,
6966,NJ,8361,4
153528,CO,81611,
244449,MA,2149,3
394447,MS,39440,1
15682,FL,32462,3
344583,MI,48101,3
196207,NJ,7631,
415168,CO,81425,4
451119,MD,21801,1
480971,NY,11953,
164665,IN,46235,1
746443,WA,98363,3
675983,UT,84025,3
600065,GA,31405,
746715,MO,65251,2
627128,TX,78108,3
500898,CA,93105,4
528491,MN,55358,3
617480,TX,78201,1
221815,NY,10940,3
83958,MA,2539,2
617731,AZ,85373,4
473633,MA,2145,3
358975,DE,19709,2
355429,CA,91387,3
53043,MI,48371,3
159813,NJ,8344,
306776,GA,30078,2
552254,LA,70592,4
457220,IL,60619,3
266790,WV,26201,
670431,FL,32561,2
556643,FL,32128,3
294077,TN,37615,1
237773,CA,92203,5
96039,CA,92078,3
533823,CA,92020,4
470948,OH,43302,1
524749,NS,B1A2B9,
349764,PA,19145,3
3472,KS,66061,
569993,CA,94121,3
740500,CA,93620,3
420584,CO,80232,3
356607,PA,19026,3
614354,TX,77382,1
656065,PA,19038,4
585824,WV,25427,1
649978,IL,60452,4
245160,AZ,85382,
582411,TN,37134,3
651305,FL,33327,2
529399,IL,60616,
673057,WA,98445,1
564823,MO,64030,2
196964,OH,45247,2
423059,LA,70532,5
521285,FL,33069,1
528927,PA,19468,2
546017,NY,11501,3
675920,GA,30809,
429114,OH,44004,4
24366,CA,91335,4
437533,OH,43015,4
50778,OH,45233,3
354201,GA,31312,1
21492,IL,62040,3
565570,TN,37122,5
234366,OH,43613,3
93228,MD,20903,4
346827,TX,77092,5
729502,PA,17111,3
697921,NY,12538,
334850,MO,63038,3
408358,IN,46996,3
459750,IN,47918,4
533876,IN,46814,5
681479,PA,15963,
75993,FL,32504,
105519,TX,76209,5
664522,NJ,8721,
114110,TX,77506,1
359998,PA,17815,
86377,IA,50651,1
139181,OK,73533,
448812,WA,98584,
399614,FL,34655,
279846,AZ,85249,
258614,MI,48049,2
691796,CA,92126,
736051,MA,2747,4
146517,CA,95348,
349344,WV,26554,1
101357,NJ,8804,
199278,OH,43054,2
283253,FL,34747,1
630874,OH,43220,
451637,MI,48125,3
620398,NY,14612,3
709851,MA,1890,4
582885,MN,55420,
167829,MD,21225,
124130,FL,34481,
745502,IN,46220,
342172,KS,67831,1
381192,OK,73034,
408597,FL,32803,1
55481,GA,30467,4
222581,UT,84129,3
238312,NJ,8873,4
46166,VA,24523,3
604944,GA,30341,3
233717,LA,70805,1
339573,KY,41605,3
572867,TN,37127,1
181500,NY,11780,2
657174,AZ,85298,1
59617,FL,33062,3
366119,MA,2375,3
52483,TX,78418,3
292128,TX,75070,
136330,MT,59632,
108509,WA,98513,
648151,OH,43725,3
211604,VA,23704,
18708,WA,98531,3
451878,MD,21146,3
299382,NC,28314,
648111,RI,2863,3
385469,CA,92545,
224580,SC,29006,
520504,TN,38127,4
549756,IA,52302,
426350,CT,6374,3
628473,AZ,85260,4
196130,TX,78213,4
74697,GA,30076,3
690264,MI,49505,
634639,NC,28314,3
85336,MO,63366,1
131054,CA,94580,3
268834,CA,92067,
107312,ID,83221,4
660389,VA,23837,3
153501,FL,32257,
148213,OH,45424,
349915,NJ,8037,4
402240,FL,34243,
491444,IL,60084,
655934,RI,2904,4
445771,FL,33325,5
710087,TN,37066,4
142407,CA,91766,
627450,IN,46041,3
169408,FL,33909,2
472441,CT,6410,4
41190,NY,12303,
560713,MA,2124,1
348859,LA,70648,4
376493,TX,76262,1
268843,FL,33324,5
529851,ID,83301,
748519,OH,44130,2
721589,NC,27858,3
182411,CA,90305,1
693506,AL,36480,1
334873,AZ,85028,3
182639,NJ,8046,
292208,NC,28115,3
11224,PA,16506,3
227804,CA,90026,4
698440,NC,28348,
21593,TX,77619,3
89758,OH,44444,3
683166,CA,95838,
482540,PA,19518,
406297,AZ,85375,
699452,CT,6855,3
671857,NC,27317,3
344653,KS,67661,4
183721,NC,28305,3
471990,NY,11952,4
24220,CO,81132,3
496531,TX,76123,1
637357,MO,64836,3
49065,CA,94804,3
50933,AR,72086,1
48529,PR,924,
272493,FL,33334,1
277270,NM,87144,5
84895,IN,47274,1
610287,NV,89130,1
566006,IL,60093,3
627610,GA,31047,3
545827,IL,61310,3
310635,MD,21541,1
317638,WI,53597,3
201163,NY,11364,3
644609,WI,53220,3
289340,NH,3055,
641691,CA,95445,3
266555,MI,48183,1
310449,PA,18518,4
427409,MA,1590,1
413470,NY,12564,3
662241,FL,33179,
611378,AL,35673,2
233226,CA,91316,4
125247,SC,29316,1
680391,IN,46256,
211492,NY,11705,
211466,MD,20895,
507296,AZ,85053,1
717570,MI,49316,4
296060,PA,19403,1
727802,IL,61843,4
512498,NY,10990,3
686525,NC,28277,
376043,NY,12120,4
712354,OK,74044,3
27717,FL,32966,3
334703,NC,28115,
605020,AK,99835,3
671798,IN,46032,1
705370,AZ,85607,3
364928,PA,18940,4
427156,CA,92117,3
505683,CA,91792,3
371052,AR,72738,4
418042,IL,60513,5
452510,DE,19707,5
107019,PA,18041,
400862,CA,95117,
355439,NY,11763,
311660,AL,35120,2
447581,PA,19027,3
406960,MI,48235,
555942,CA,91706,
606673,MA,1876,4
590395,PA,15613,
612995,WI,53015,3
328190,TX,78213,3
663578,CA,90044,3
80294,NC,28269,1
349549,MA,1862,4
29620,MI,48188,
301158,NJ,7052,
132552,NY,10579,1
726866,MO,63303,2
490224,CA,95340,
694357,NJ,7439,3
661095,MA,1020,3
585492,AK,99631,1
309230,DC,20013,2
363968,PA,19017,4
280605,MI,48420,1
36451,NJ,7677,2
181338,MD,20906,3
302271,TX,78221,
652202,TX,75006,1
190747,MI,48507,3
470461,IL,62075,3
463289,MO,64133,3
225458,TX,78739,5
328864,MD,20832,4
727793,NJ,8050,3
577470,PA,19320,
560516,FL,32605,3
364420,MS,39654,2
631293,MD,20708,1
515197,NV,89012,
310591,NJ,7106,
447706,FL,34747,2
266900,PA,17866,
52559,TN,37343,3
191076,NJ,8053,3
95246,WA,99336,4
274899,FL,34638,3
546337,IL,60033,4
591839,VA,23868,
373213,OH,44420,
200628,TX,75287,1
131554,CA,95062,3
733141,GA,31907,2
218435,OK,73078,5
322334,VA,22480,3
144258,WA,98178,
123775,AL,36064,1
202674,CA,94566,3
