"","PRODUCT_ID","PACKING_SLIP_DESC","MERCH_DIV_DESC","BRAND_NAME"
"31652",61787,"Sharper Image Dual Tank Warm & Cool Mist","Housewares","Sharper Image"
"31653",53909,"Paula Deen Signature Metal Pantryware CookbookS","IQVC Divisional","Paula Deen"
"31654",26654,"Travelon Pocket Hobo Shoulder Bag with","Home Decor","Travelon"
"31655",15769,"June Jacobs Brightening Moisturizer, 3.7 oz","IQVC Divisional","June Jacobs"
"31656",51954,"Sterling Silver 6.0mm Round Omega 16 Necklace""","IQVC Divisional","N/A"
"31657",2501,"George Simonton Crinkle Foil Blouse with","Apparel","George Simonton"
"31658",25176,"Asus Transformer 10.1 32GB Tablet - White""","IQVC Divisional","Asus"
"31659",21421,"Tocky Runaway Alarm Clock and Mp3","Electronics","Tocky"
"31660",61081,"Zike FLYBY Double Stepper Scooter","Entertainment","Zike"
"31661",25812,"Canon EOS Rebel T3 DSLR Camera with 18-55mm Len","IQVC Divisional","Canon"
"31662",60163,"CE 10 OPEN SKILLET HARD ANODIZED REPLACEMENT""","PUBLIC RELATION","Cook's Essentials"
"31663",34359,"Set of 3 Battery Operated White Twinkling Pengu","IQVC Divisional","N/A"
"31664",10570,"London Fog Norton Frame Satchel w/ Convertible","Accessories","London Fog"
"31665",55057,"Le Creuset Signature Series 5-Qt Brazier","IQVC Divisional","Le Creuset"
"31666",40955,"Joan Rivers Pave' Chevron Stretch","Costume Jewelry","Joan Rivers"
"31667",36761,"Sterling Silver Chihuahua Dog Charm","IQVC Divisional","Dazzlers"
"31668",12092,"Denim & Co. Long Sleeve Cowl Neck Fleece Tunic","Apparel","Denim & Co."
"31669",32162,"Bethlehem Lights Battery Op. 24 Calla Lily""","Home Decor","Bethlehem Lights"
"31670",56679,"Kansas City Steaks (8) 6-oz Filet Mignon & (8)3","IQVC Divisional","Not Known"
"31671",10047,"bareMinerals Marvelous Moxie Mini Lipgloss Kit,","Health/Beauty","bareMinerals"
"31672",32957,"Candle Impressions 3-in-1  Flameless","Home Decor","Candle Impressions"
"31673",773,"Fireside Casuals 2 Pair Women's 8 Micro Chenill","IQVC Divisional","Fireside Casuals"
"31674",17771,"Aetrex Essence Alicia Peep Toe Pumps","IQVC Divisional","Aetrex"
"31675",32317,"Bethlehem Lights Battery Operated 9' Oversized","Home Decor","Bethlehem Lights"
"31676",32437,"Latina Mango Wood Chip and Dip Serving Tray","Home Decor","Good Living by Latina"
"31677",55629,"Gordon Ramsay N/S Commercial Aluminum 3-pc.","Home Decor","Gordon Ramsay"
"31678",27106,"NFL Dallas Cowboys Executive Money Clip/CreditC","IQVC Divisional","NFL"
"31679",45010,"Honora Mother-of-Pearl Doublet Cushion Shape","Jewelry","Honora"
"31680",46528,"Honora Cultured Pearl 14.0mm Baroque Keshi","Jewelry","Honora"
"31681",5448,"philosophy super-size summer grace","Health/Beauty","philosophy"
"31682",23585,"Mitsuba 4X Digital Zoom Multifunction Camcorder","IQVC Divisional","Mitsuba"
"31683",9256,"K-DASH by Kardashian Open Front Cardigan with","Apparel","K-Dash by Kardashian"
"31684",43039,"Honora Cultured Pearl 12.0mm Button","Jewelry","Honora"
"31685",44774,"Honora 8Cultured Pearl Multi-strand Stainless""","Jewelry","Honora"
"31686",18865,"Ryka Water Resistant Suede Zip Front Sport","Accessories","Ryka"
"31687",52382,"Armitron Men's Stainless Steel Black Dial Dress","IQVC Divisional","Armitron"
"31688",22303,"Ear Candy Bluetooth Headset w/Noise Canceling","Electronics","Halo"
"31689",9993,"Clarks In Motion Flex Leather Mary Jane Walking","Accessories","Clarks"
"31690",13500,"A-D philosophy holiday 8 pc. deluxe collection","Health/Beauty","philosophy"
"31691",41145,"Veronese 18K Clad Cultured Mabe' Pearl Ring","Jewelry","Veronese"
"31692",5014,"philosophy unconditional love perfumed body","Health/Beauty","philosophy"
"31693",38413,"Judith Ripka Sterling Diamonique & Glass","Jewelry","Judith Ripka"
"31694",10933,"V Couture by Kooba Ella Python Tote w/ Turnlock","Accessories","V Couture by Kooba"
"31695",3627,"Dennis Basso Set of 3 Jewel Print Scarves in","Accessories","Dennis Basso"
"31696",44895,"Polished Freeform Cross Design Pendant","Jewelry","N/A"
"31697",7025,"B.Makowsky Leather Flap-Top Crossbody Bag","Accessories","B. Makowsky"
"31698",60833,"Slap Happy Card Game","IQVC Divisional","N/A"
"31699",46497,"Epiphany Diamonique 100-Facet Bypass Ring","Jewelry","Epiphany"
"31700",45387,"Diamonique Riviera Tennis Necklace, Sterling or","Jewelry","Diamonique"
"31701",53547,"Cuisinart 3.5-Qt Programmable Slow Cooker","IQVC Divisional","Cuisinart"
"31702",45335,"Joan Rivers Shimmering Elegance 60 Necklace""","Costume Jewelry","Joan Rivers"
"31703",59723,"A-D SHWK12/17 Corky's (4)1.25lb Pork Tenderloin","Home Decor","Corky's"
"31704",46221,"Joan Rivers Elegant Estate Style Crystal","Costume Jewelry","Joan Rivers"
"31705",23612,"Motorola Dect 6.0 Answering System with Two Cor","IQVC Divisional","Motorola"
"31706",440,"Surgeon's Skin Secret - Honey and Almond","IQVC Divisional","Surgeon's Skin Secret"
"31707",10148,"Women with Control Regular My Wonder Jean""""","Apparel","Women with Control"
"31708",24960,"Apple MacBook Pro 15.4 with Software Inspirati""","IQVC Divisional","Apple"
"31709",59739,"Authentic Gourmet 60-pc. Mini Croissants & 12","Home Decor","Authentic Gourmet"
"31710",18869,"DrDenese Super-Size 2oz HydroShieldMoisturizing","Health/Beauty","Dr. Denese"
"31711",45328,"Affinity Diamond 9/10 ct tw Cluster Princess","Jewelry","Affinity Diamond Jewelry"
"31712",47689,"Bronzo Italia Bold Polished Cushion Shaped Link","Jewelry","Not Known"
"31713",53332,"BUNN GRX-B Original 10-Cup Home Coffee Brewer -","IQVC Divisional","Bunn"
"31714",58139,"Kansas City Steak Co.  4-4.5lb. Prime","Home Decor","Kansas City Steak"
"31715",56561,"Country Fresh Sugar-Free Chocolate Fudge Assort","IQVC Divisional","Country Fresh Fudge"
"31716",39692,"Nolan Miller's Eternity Cross Pendant","Costume Jewelry","Nolan Miller"
"31717",38637,"Smithsonian Simulated Hope Diamond Limited","Costume Jewelry","Smithsonian"
"31718",12528,"Dennis Basso Tie-Dye Faux Fur Ruffle Collar","Apparel","Dennis Basso"
"31719",26865,"Travelon Triple Compartment Quilted Shoulder","Home Decor","Travelon"
"31720",12531,"Dennis Basso Tweed Military Blazer with","Apparel","Dennis Basso"
"31721",26904,"Richard Marx Christmas Spirit"" 13 Track CD and""","Entertainment","N/A"
"31722",52291,"Sterling Gemstone Dangle Earrings","IQVC Divisional","N/A"
"31723",28075,"Bounty Hunter Tracker II Metal Detector","IQVC Divisional","Bounty Hunter"
"31724",54668,"Rachael Ray Porcelain II 12 Round Grill Pan""","IQVC Divisional","Rachael Ray"
"31725",55601,"Rachael Ray HardAnodized 2-pc. Everyday Pan Set","Home Decor","Rachael Ray"
"31726",22702,"Bose Wave Music System III Remote","Electronics","Bose"
"31727",10449,"Fresh Creme Ancienne Indulgence Trio","Health/Beauty","Fresh"
"31728",1993,"M by Marc Bouwer Animal Print Knit Top with","Apparel","M by Marc Bouwer"
"31729",43703,"18K Rose Gold Plated Sterling 20 Coreana Chain""","Jewelry","N/A"
"31730",13254,"butter London Holiday Nail Lacquer Collection","Health/Beauty","butter LONDON"
"31731",4058,"Susan Graver Gem Stretch Hollywood Waist Side","Apparel","Susan Graver"
"31732",18990,"bareMinerals Angled Brow Brush","Health/Beauty","bareMinerals"
"31733",35572,"Royal SF4 Solar/Dynamo 3 LED Water Resistant Fl","IQVC Divisional","Royal"
"31734",56095,"Cook's Essentials Dual 1 lb. Bread Maker w/ 12","Home Decor","Cook's Essentials"
"31735",10370,"Passione S/2 Plush Slippers with Slip Resistant","Accessories","Passione"
"31736",22508,"Pandigital Scanner Carrying Case","Electronics","PanDigital"
"31737",3778,"George Simonton Faux Suede Cut-Out Detail Zip","Apparel","George Simonton"
"31738",59757,"SHWK 12/17 Stuffin Gourmet (16) 5 oz. Bacon","Home Decor","Stuffin Gourmet"
"31739",59722,"SHWK 12/17 Lobster Gram (5) 8-9 oz. Maine","Home Decor","Lobster Gram"
"31740",59595,"Kansas City Steak Co. (6) 10oz Rib Eye Steaks","IQVC Divisional","Kansas City Steak"
"31741",7198,"Joan Rivers Luxury of Lace Button Front Shirt","Apparel","Joan Rivers"
"31742",12693,"Dooney & Bourke Florentine Leather Binocular","Accessories","Dooney & Bourke"
"31743",33022,"All-in-One Pillow & Non-Slip Tray w/Cup Holder","Home Decor","Lori Greiner"
"31744",36482,"Prerogatives Sterling Chinese Good Luck Bead","IQVC Divisional","Prerogatives"
"31745",42011,"Veronese 18K Clad 28 Adjustable Margherita""","Jewelry","Veronese"
"31746",54241,"KitchenAid KCO11CU 10 Countertop Oven -Silver""","IQVC Divisional","KitchenAid"
"31747",36060,"Casio Men's Green Forester Sports Watch","IQVC Divisional","Casio"
"31748",60503,"Jumbo Animals - Domestic Pets  by Learning Reso","IQVC Divisional","Learning Resources"
"31749",41471,"Judith Ripka Sterling Textured Round Bangle","Jewelry","Judith Ripka"
"31750",38855,"Judith Ripka Sterling Diamonique Garland","Jewelry","Judith Ripka"
"31751",37591,"Judith Ripka Sterling Carved Mother-of-Pearl","Jewelry","Judith Ripka"
"31752",12553,"Susan Graver Liquid Knit Surplice Wrap Top with","Apparel","Susan Graver"
"31753",29719,"Kittens Are Angels Throw by Simply Home","IQVC Divisional","Simply Home"
"31754",25896,"Nintendo Wii Black Sports Bundle with Wii Fit P","IQVC Divisional","Nintendo"
"31755",47344,"Judith Ripka Sterling Woven Love Knot","Jewelry","Judith Ripka"
"31756",57870,"A-D Kansas City (8)BaconSirloins &(8)Stkburgers","Home Decor","Kansas City Steak"
"31757",32468,"Northern Nights QN 400TC 600FP Laurel Diamond","Textile/Furnit","Northern Nights"
"31758",43840,"Judith Ripka Sterling Estate Pia Cultured Pearl","Jewelry","Judith Ripka"
"31759",48750,"Judith Ripka Sterling Heart Champagne Quartz","Jewelry","Not Known"
"31760",48408,"Judith Ripka 13mm Cultured Pearl Baroque","Jewelry","Judith Ripka"
"31761",21356,"Energizer CH15MNCP4 15 Minute Battery Charger","IQVC Divisional","Energizer"
"31762",38113,"Honora Sterling Cultured Pearl 14mm Coin","Jewelry","Honora"
"31763",39624,"Honora Cultured Pearl Set of 6 Stretch","Jewelry","Not Known"
"31764",22398,"Apple iPad 3rd Gen. 32GB WiFi w/ Retina Display","Electronics","Apple"
"31765",21781,"SquareTrade 3-Yr Service Contract w/ADH: Electr","IQVC Divisional","Not Known"
"31766",2190,"Smashbox Tools of Seduction 7- piece Color","Health/Beauty","SmashBox"
"31767",57738,"Smithfield Basse's Choice BrownSugar Cured 8-9","Home Decor","Smithfield Basse's Choice"
"31768",57156,"Delicious Sourdough Pretzels Spring Gift Box fr","IQVC Divisional","Utz"
"31769",7992,"Tignanello Pebble Leather Tote Bag with Tab","Accessories","Tignanello"
"31770",40810,"Arte d'Argento Sterling Average Tubogas","Jewelry","Arte d'Argento"
"31771",25421,"Xbox 360 Call of Duty: Black Ops II with Xbox L","IQVC Divisional","Not Known"
"31772",36526,"Prerogatives Sterling Stopper Bead","IQVC Divisional","Prerogatives"
"31773",41566,"Or Paz Sterling Openwork Floral Motif","Jewelry","Or Paz"
"31774",41788,"Honora Cultured Pearl Set of 3 Button Studs and","Jewelry","Honora"
"31775",24131,"Toshiba 40 Diagonal 120Hz LED 1080p Full HDTVw""","IQVC Divisional","Toshiba"
"31776",24010,"PS Vita Wi-Fi Bundle with MLB 12, 4GB Memory Ca","IQVC Divisional","Sony"
"31777",21818,"SquareTrade 3-Yr Service Contract w/ADH: MP3 Pl","IQVC Divisional","SquareTrade"
"31778",32715,"4' Lit Gingerbread Cookie Garland with Timer","Home Decor","Valerie Parr Hill"
"31779",56859,"Knotties Bunny Dog Toy","IQVC Divisional","N/A"
"31780",59822,"Kansas City Steak Company Choice of 4-4.5 lb.","Home Decor","Kansas City Steak"
"31781",56701,"St. Clair 2/2 lb. Broccoli Rice Casserole Trays","IQVC Divisional","Not Known"
"31782",11618,"Choice of One Time Only Values for Sunday 12/16","Accessories","Not Known"
"31783",58675,"My Grandma's 28 oz. Coffee Cake in Plaid Tin","Home Decor","My Grandma's of New England"
"31784",37057,"Epiphany Diamonique Round Stud Earrings","IQVC Divisional","Not Known"
"31785",41526,"Smithsonian Simulated Emerald Cut Diamond","Costume Jewelry","Smithsonian"
"31786",50609,"Disney Sterling Wizards of Waverly Place PeaceE","IQVC Divisional","Disney"
"31787",57118,"Colorado Mountain Jam Certified Organic Strawbe","IQVC Divisional","Colorado Mountain Jams"
"31788",55349,"Acrylic 80oz. Pitcher with Fruit Infuser & Cool","Home Decor","N/A"
"31789",54848,"Cuisinart Griddler","IQVC Divisional","Cuisinart"
"31790",55844,"Omega 600 Watt Heavy Duty Blender w/ 45 oz","Home Decor","Omega"
"31791",4241,"Motto Seam Detail Slim Leg Pants w/ Convertible","Apparel","Motto"
"31792",53214,"EternaGold Polished Wide Hoop Earrings, 14K","Jewelry","EternaGold"
"31793",21974,"Pure Futbol - Xbox 360","IQVC Divisional","UbiSoft"
"31794",22667,"Lenovo 17.3 Laptop Intel Core i5 6GB RAM 750GB""","Electronics","Lenovo"
"31795",14502,"A-D Peter Thomas Roth Advanced FirmX 3pc System","Health/Beauty","Peter Thomas Roth"
"31796",32906,"Northern Nights Sonata KG 550FP 500TC Cotton","Textile/Furnit","Northern Nights"
"31797",41665,"Faceted Crystal & Chain Two-Tone Necklace","Costume Jewelry","Wendy Williams"
"31798",23858,"Microsoft Office 2010 Home & Student Product Ke","IQVC Divisional","Microsoft"
"31799",47162,"American West Malachite Sterling Enhancer","Jewelry","American West"
"31800",22831,"Four AA to C and Four AA to D Battery Converter","Electronics","N/A"
"31801",5787,"Quacker Factory Sparkle & Shine Motif","Apparel","Quacker Factory"
"31802",15237,"Clarins Delicious Self-Tanning Cream","IQVC Divisional","Clarins"
"31803",36691,"Kirks Folly Royal Ginger Tom Cat Pin/Pendant","IQVC Divisional","Kirks Folly"
"31804",45113,"American West Multi-gemstone Sterling Ring or","Jewelry","Not Known"
"31805",9323,"Choice of One Time Only Values for Fri 12/21","Health/Beauty","Not Known"
"31806",4573,"Isaac Mizrahi Live! Knit Denim Button Front","Apparel","Isaac Mizrahi Live!"
"31807",7466,"Women with Control Ponte di Roma Knit Hollywood","Apparel","Not Known"
"31808",45106,"Bronzo Italia Round Faceted Rose Quartz","Jewelry","Not Known"
"31809",12471,"Women with Control Ponte di Roma Knit Hollywood","Apparel","Women with Control"
"31810",33123,"Rest Assure Reversible Plush Mattress Topper","Textile/Furnit","Not Known"
"31811",42072,"VicenzaSilver Sterling Textured Round Hoop","Jewelry","VicenzaSilver"
"31812",43057,"VicenzaGold 1-1/2 Omega Back Oval Hoop""","Jewelry","VicenzaGold"
"31813",47705,"High Polished Love Knot Bracelet 14K","Jewelry","Not Known"
"31814",42478,"Choice of One Time Only Values for Sat. 12/22","Jewelry","Not Known"
"31815",31416,"HomeReflections Ella Floral 4-pc. Reversible","Textile/Furnit","Not Known"
"31816",31606,"Home Reflections Claire 7 Piece Microfiber","Textile/Furnit","Home Reflections"
"31817",55092,"Nostalgia Electrics JFD-100 Cake Pop and DonutH","IQVC Divisional","Not Known"
"31818",61918,"Set of 8 Oreck HEPA Upright Vacuum","Housewares","Oreck"
"31819",22773,"Dell 15 Laptop AMD Dual Core 4GB RAM 1TB HD""","Electronics","Dell"
"31820",12056,"Denim & Co. Long Sleeve Pullover Chunky Yarn","Apparel","Denim & Co."
"31821",38450,"Diamonique Sterling or 14K Gold Clad Solitaire","Jewelry","Not Known"
"31822",46913,"Epiphany Diamonique 100-Facet Double Halo","Jewelry","Epiphany"
"31823",6148,"Dooney & Bourke Cork Coated Cotton East/West","Accessories","Dooney & Bourke"
"31824",18109,"The Sak Kendra Tote","IQVC Divisional","Not Known"
"31825",19355,"Susan Graver CrinkledChiffon PaisleyPrint Tunic","Apparel","Susan Graver"
"31826",40418,"Jacqueline Kennedy Equestrian Link Bracelet","Jewelry","Jacqueline Kennedy"
"31827",12695,"Linea by Louis Dell'Olio Pencil Skirt with Side","Apparel","Linea by Louis Dell'Olio"
"31828",37231,"Prerogatives Sterling Black Crystal Barrel Bead","IQVC Divisional","Prerogatives"
"31829",12698,"Linea by Louis Dell'Olio Long Sleeve Abstract","Apparel","Linea by Louis Dell'Olio"
"31830",20218,"George Simonton Milky Knit Skirt with","Apparel","George Simonton"
"31831",29218,"Choice of Bloom or Elegance Set of 3 Decorative","Textile/Furnit","N/A"
"31832",55130,"Hamilton Beach 49970 Personal Cup One Cup Pod B","IQVC Divisional","Hamilton Beach"
"31833",47753,"VicenzaGold Round Rope Textured Bangle 14K Gold","Jewelry","Not Known"
"31834",33609,"Sleep Number KG Special Edition Modular","Textile/Furnit","Sleep Number Bed"
"31835",33604,"Sleep Number KG Special Edition Adjustable","Textile/Furnit","Sleep Number Bed"
"31836",7650,"Liz Claiborne New York V-Neck Sweater with Trim","Apparel","Liz Claiborne New York"
"31837",12398,"Liz Claiborne New York Long Sleeve Argyle","Apparel","Liz Claiborne New York"
"31838",20580,"Anybody 3 pc Novelty Hoodie Lounge Set","Accessories","Anybody"
"31839",3203,"B.Makowsky Glove Leather Zip Top Medium Satchel","Accessories","B. Makowsky"
"31840",39224,"Steel by Design Simulated Turquoise Pendant","Jewelry","Steel by Design"
"31841",5896,"Isaac Mizrahi Live! Painterly Feather Print","Apparel","Isaac Mizrahi Live!"
"31842",45198,"Angela by John Hardy Sterling & 14K Oval","Jewelry","Angela by John Hardy"
"31843",35731,"Shark Pro Lift-Away Steam Pocket Mop","IQVC Divisional","Shark"
"31844",2488,"George Simonton 3/4 Sleeve Milky Knit Seamed","Apparel","George Simonton"
"31845",45389,"Michael Dawkins Sterling 4.35 ct Gemstone &","Jewelry","Michael Dawkins"
"31846",56263,"S/3 Collapsible Microwave Splatter Covers by","Home Decor","MarkCharles Misilli"
"31847",56036,"Prepology Set of 3 Silicone Food Strainers","Home Decor","Prepology"
"31848",40051,"Hidalgo Diamonique Sterling Micropave Stud","Jewelry","Hidalgo"
"31849",9767,"StriVectin-SD Power Serum for Wrinkles 1.7oz","Health/Beauty","StriVectin"
"31850",43370,"Gossip Crystal Case Watch with Satin Strap","Costume Jewelry","Gossip"
"31851",1682,"LOGO by Lori Goldstein 3/4 Sleeve Tee w/","Apparel","Logo by Lori Goldstein"
"31852",33168,"HoMedics Memorelle Mattress Topper w/3 Gusset""","Textile/Furnit","Not Known"
"31853",14653,"TriaBeauty NextGeneration 4X At-home Laser Hair","Health/Beauty","Not Known"
"31854",10268,"Clarks Unstructured Un.Cedar Leather Adj. Mary","Accessories","Clarks Unstructured"
"31855",37964,"VicenzaGold 1-1/2 Double Twist Earrings""","Jewelry","VicenzaGold"
"31856",28782,"Bissell Proheat Select Pet Upright Deep Cleaner","IQVC Divisional","Bissell"
"31857",47448,"Tacori IV Diamonique Epiphany Bloom Cut &","Jewelry","Tacori"
"31858",47404,"3.00 ct tw Brazilian Amethyst Sterling Cross","Jewelry","N/A"
"31859",26149,"Apple iPad 4th Gen 64GB Wi-Fi   4G AT&T with De","IQVC Divisional","Apple"
"31860",30689,"Joan Lunden Home 50x70"" Throw & 18""x18"" Pillow""","Textile/Furnit","Joan Lunden"
"31861",43350,"Carved Oval Baltic Amber Floral Sterl. Pendant","Jewelry","N/A"
"31862",56085,"Prepology Set of2 Stainless Steel Mixing Whisks","Home Decor","Prepology"
"31863",47415,"8.00 ct tw Brazilian Rose Blush Garnet Sterling","Jewelry","N/A"
"31864",51922,"8 Two-Tone Oval Link w/ Heart Charm Bracelet 1""","IQVC Divisional","N/A"
"31865",39650,"0.70 ct tw Alexandrite & Diamond Accent","Jewelry","N/A"
"31866",48924,"4.50 ct tw Black Spinel Pave' 1-1/4 Inside-Out""","Jewelry","Not Known"
"31867",43582,"Bold 7.00 ct tw Multi-gemstone Sterling Band","Jewelry","N/A"
"31868",43463,"2.30 ct tw Morganite & Diamond Accent Stud","Jewelry","N/A"
"31869",43464,"Premier 6.40 ct tw Multi-shape Morganite","Jewelry","Premier"
"31870",45658,"Bold Gemstone Doublet & Citrine Frame Sterling","Jewelry","N/A"
"31871",47420,"100 ct tw 18 London Blue Topaz Sterling Tennis""","Jewelry","N/A"
"31872",10604,"GF by Geren Ford Hammered Tunic with Tie","Apparel","gf by Geren Ford"
"31873",34332,"Powell Heirloom Cherry-Finished Twist Coat Rack","IQVC Divisional","Powell"
"31874",32559,"Amadeus Maxwell 7 Piece Comforter & Pillow","Textile/Furnit","Amadeus"
"31875",10748,"Susan Graver Printed Liquid Knit Surplice Wrap","Apparel","Susan Graver"
"31876",12086,"B. Makowsky Liquid Snake Embossed Leather","Accessories","B. Makowsky"
"31877",43374,"Angela by John Hardy Sterling/14K Rice Pendant","Jewelry","Angela by John Hardy"
"31878",12547,"Perricone MD The Power of Vitamin C Ester","Health/Beauty","Perricone MD"
"31879",9544,"Quacker Factory Sparkle Silver Rain 3/4 Sleeve","Apparel","Quacker Factory"
"31880",7315,"Isaac Mizrahi Live! Animal Patchwork Zip Front","Apparel","Isaac Mizrahi Live!"
"31881",12846,"Denim & Co. Active Fleece Color-Block Jacket","Apparel","Denim & Co."
"31882",12305,"George Simonton Regular Palazzo Pantsw/Foldover","Apparel","George Simonton"
"31883",7847,"Susan Graver Printed Chiffon Button Front","Apparel","Susan Graver"
"31884",4631,"The Paillette Shimmer Scarf Vest by VT Luxe","Apparel","VT Luxe"
"31885",40759,"0.80 ct tw Tanzanite & Blue Lace Agate Sterling","Jewelry","N/A"
"31886",45666,"1.10 ct tw Tanzanite and Diamond Accent","Jewelry","N/A"
"31887",28950,"Northern Nights All Cotton Queen Mattress Pad","IQVC Divisional","Northern Nights"
"31888",9808,"Liz Claiborne New York Matte Jersey Dress w/","Apparel","Liz Claiborne New York"
"31889",10539,"Isaac Mizrahi Live! Pull-Over Printed Tunic","Apparel","Isaac Mizrahi Live!"
"31890",4387,"Isaac Mizrahi Live! Crinkle Patent Button Front","Apparel","Isaac Mizrahi Live!"
"31891",6055,"Quacker Factory Pearly Rose Sweater","Apparel","Quacker Factory"
"31892",10950,"Denim & Co. 3/4 Sleeve Round Neck Printed","Apparel","Denim & Co."
"31893",54586,"As Is"" Rachael Ray Colored Stainless Steel""","Home Decor","Rachael Ray"
"31894",18860,"Dr Paul Nemiroff's Nutraceutical Circulation &","Health/Beauty","Dr. Nemiroff"
"31895",54482,"Jumbo Magnetic Kitchen Timer","Home Decor","N/A"
"31896",4055,"Susan Graver Faux Suede Snake Print Zip Front","Apparel","Susan Graver"
"31897",39028,"Nadri Micro Pave' Elongated Oval Saddle Ring","Costume Jewelry","Nadri"
"31898",3356,"Roccatella Glove Leather Arianna Convertible","Accessories","Roccatella"
"31899",842,"Quacker Factory Rhinestone Trimmed Duet","Apparel","Quacker Factory"
"31900",46046,"EternaGold Polished Two-tone Crossover Ring","Jewelry","EternaGold"
"31901",41137,"EternaGold Polished Flower Design Lever Back","Jewelry","Not Known"
"31902",45979,"EternaGold Polished Coin Button Secura Clasp","Jewelry","EternaGold"
"31903",14749,"Clarks Bendables April Hope Leather Clogs","Accessories","Clarks"
"31904",11712,"Kris Jenner Kollection Pullover Sweater with","Apparel","Kris Jenner Kollection"
"31905",10956,"Denim & Co. Long Sleeve Button Front TunicShirt","Apparel","Denim & Co."
"31906",49113,"Steel By Design Round Polished Bangle","Jewelry","Steel by Design"
"31907",7437,"Liz Claiborne New York Metallic Animal Pashmina","Apparel","Liz Claiborne New York"
"31908",9035,"Wendy Williams Pebble Leather Hobo w/ Patent","Accessories","Wendy Williams"
"31909",24283,"Toshiba Excite 10.1 Tablet 64GB Wi-Fi","IQVC Divisional","Not Known"
"31910",7862,"Genie Bra Set of 6 Seamless Bras with 6 Sets","Accessories","Not Known"
"31911",19850,"Charmed by Nancy Rose Metallic Jacquard","Apparel","Charmed by Nancy Rose"
"31912",22875,"Acer Chromebook 11.6 Laptop 2GB RAM""","Electronics","Acer"
"31913",57346,"Cottage Farms 3-piece Red Sensation Hydrangea","Home Decor","Cottage Farms"
"31914",47228,"Bronzo Italia Multi-shape Gemstone","Jewelry","Bronzo Italia"
"31915",44801,"White Agate Triple Wrapped Design Ring, 14K","Jewelry","N/A"
"31916",12955,"Susan Graver Printed Liquid Knit Tunic w/ Solid","Apparel","Susan Graver"
"31917",12942,"Jockey Three Panel Shaping Tank with Lace Trim","Accessories","Jockey"
"31918",43115,"Michael Dawkins Starry Night & Pearl Necklace","Jewelry","Not Known"
"31919",12057,"Liz Claiborne New York 3/4 Sleeve Stripe Tunic","Apparel","Liz Claiborne New York"
"31920",40320,"Michael Dawkins Sterling Amethyst Circle","Jewelry","Michael Dawkins"
"31921",227,"bareMinerals Powder Brow Color","Health/Beauty","bareMinerals"
"31922",14555,"A-D Peter Thomas Roth Neuroliquid Youth Serum","Health/Beauty","Peter Thomas Roth"
"31923",42022,"Barbara Bixby Sterling/18K Mother-of-Pearl","Jewelry","Barbara Bixby"
"31924",9261,"K-DASH by Kardashian Printed Tie Neck Caftan","Apparel","K-Dash by Kardashian"
"31925",40158,"Melania Limited Edition Pave' Style Curb Link","Costume Jewelry","Not Known"
"31926",2517,"Kathleen Kirkwood Precious Metal Cami with","Accessories","Kathleen Kirkwood"
"31927",59408,"Cottage Farms 4-piece Sub-Zero Hybrid Tea Rose","Home Decor","Cottage Farms"
"31928",48406,"Bronzo Italia 7-1/4 Polished Status Curb Link""","Jewelry","Not Known"
"31929",43709,"Jacqueline Kennedy Simulated Diamond Pave' Mesh","Jewelry","Jacqueline Kennedy"
"31930",6661,"Stan Herman Fair Isle Brushed Back Terry","Apparel","Stan Herman"
"31931",33359,"Jim Shore Heartwood Creek Monthly Flower Box","Collectibles","Jim Shore"
"31932",39226,"Artisan Crafted Sterling Telkari FiligreeGarnet","Jewelry","Artisan Crafted"
"31933",30688,"Royal Palace Watercolors Floral Dream","Textile/Furnit","Not Known"
"31934",29234,"Home Reflections French Country Floral Design","Textile/Furnit","Home Reflections"
"31935",53694,"Rachael Ray 3-Piece Spoonula Set - Yellow","IQVC Divisional","Rachael Ray"
"31936",41415,"Artisan Crafted Sterling 2.50ct GemstoneTelkari","Jewelry","Artisan Crafted"
"31937",60075,"CooksEssential Hardcoat Enamel 14cm/1qt open","Returns","Cook's Essentials"
"31938",43297,"Dominique Dinouart Sterling Turquoise","Jewelry","Dominique Dinouart"
"31939",45698,"Dominique Dinouart Sterling Hammered Bypass","Jewelry","Dominique Dinouart"
"31940",44777,"Choice of One Time Only Values for Thurs 1/17","Jewelry","Not Known"
"31941",58065,"Roberta's 3-pc. South African Succulent Hardy","Home Decor","Roberta's"
"31942",59173,"Roberta's 4-pc. Heat Loving Scentsational Sun","Home Decor","Roberta's"
"31943",59166,"Roberta's 4-pc. Snow White Double Baby's Breath","Home Decor","Roberta's"
"31944",12389,"philosophy state of love 3-in-1 gel gift box","Health/Beauty","philosophy"
"31945",11052,"WEN by Chaz Dean Winter Vanilla Mint Treatment","Health/Beauty","WEN"
"31946",39124,"18 Polished Braided Omega Necklace 18K Gold""","Jewelry","N/A"
"31947",40718,"Tito Pedrini Two"" Notte e Giorno Bold Gemstone""","Jewelry","Tito Pedrini Two"
"31948",4188,"Susan Graver Essentials Butterknit V-Neck Top","Apparel","Susan Graver"
"31949",45861,"Bronzo Italia 32 Twisted Rope""","Jewelry","Bronzo Italia"
"31950",56327,"Lock & Lock Set of 4 Glass Plates with Locking","Home Decor","Lock & Lock"
"31951",42656,"VicenzaGold Faceted Rope Necklace 14K Gold","Jewelry","Not Known"
